sido,sigungu,road_type,road_direction,address,signal_lat,signal_lon,road_shape,main_road,signal_id,signal_type,button,remain_time,sound_signal,org_code
경기도,남양주시,지방도,1,경기도 남양주시 삼패동 147-4,37.59219385,127.1996829,2,1,1628,2,1,1,0,3990000
경기도,남양주시,지방도,2,경기도 남양주시 삼패동 147-4,37.59219385,127.1996829,2,1,1629,2,1,1,0,3990000
경기도,남양주시,일반국도,1,경기도 남양주시 별내면 광전리 174-2,37.69938798,127.1240273,2,1,1598,2,1,1,0,3990000
경기도,남양주시,일반국도,2,경기도 남양주시 별내면 광전리 174-2,37.69938798,127.1240273,2,1,1599,2,1,1,0,3990000
경기도,남양주시,일반국도,1,경기도 남양주시 별내면 광전리 232-1,37.69557975,127.1277383,2,1,1600,2,1,1,0,3990000
경기도,남양주시,일반국도,2,경기도 남양주시 별내면 광전리 237-2,37.69551789,127.1279609,2,1,1601,2,1,1,0,3990000
경기도,남양주시,일반국도,2,경기도 남양주시 별내면 광전리 576-63,37.67531238,127.1341564,2,1,1605,2,0,1,0,3990000
경기도,남양주시,일반국도,1,경기도 남양주시 별내면 광전리 576-63,37.67531238,127.1341564,2,1,1606,2,0,0,0,3990000
경기도,남양주시,일반국도,2,경기도 남양주시 별내면 광전리 576-63,37.67531238,127.134122,2,1,1607,2,1,1,0,3990000
경기도,남양주시,일반국도,2,경기도 남양주시 별내면 광전리 576-63,37.67531238,127.134115,2,1,1608,2,1,1,0,3990000
경기도,남양주시,일반국도,1,경기도 남양주시 별내면 광전리 590-5,37.67674767,127.1343645,2,1,1609,2,1,1,0,3990000
경기도,남양주시,일반국도,2,경기도 남양주시 별내면 광전리 590-5,37.676715,127.134345,2,1,1610,2,1,1,0,3990000
경기도,남양주시,지방도,1,경기도 남양주시 삼패동 306-1,37.59730337,127.1937206,2,1,1643,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내면 청학리 358-3번지,37.71050132,127.1173465,2,1,1617,2,1,0,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내면 청학리 358-3번지,37.71050132,127.1173465,2,0,1618,2,1,0,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내면 청학리 358-3번지,37.71050132,127.1173465,2,1,1619,2,1,0,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 996,37.64364662,127.1210816,2,1,1573,2,0,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 996,37.64364662,127.1210816,2,1,1574,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 996,37.64364662,127.1210816,2,1,1575,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 996,37.64364662,127.1210816,2,1,1576,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 901,37.66259585,127.1230317,2,1,1421,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내면 광전리 590-5,37.67674767,127.134398,2,1,1611,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내면 광전리 산117-7,37.68859417,127.132452,2,1,1612,2,1,1,0,3990000
경기도,남양주시,일반국도,2,경기도 남양주시 별내면 광전리산 117-7,37.68859417,127.132452,2,1,1613,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 996,37.64364662,127.1210816,2,1,1582,2,0,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 996,37.64364662,127.1210816,2,1,1586,2,0,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 996,37.64364662,127.1210816,2,1,1587,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 996,37.64364662,127.1210816,2,1,1588,2,0,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 996,37.64364662,127.1210816,1,1,1591,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 996,37.64364662,127.1210816,1,1,1592,2,0,0,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 996,37.64364662,127.1210816,2,1,1593,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내면 광전리 101-3,37.69961273,127.1239716,2,1,1594,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 901,37.66259585,127.1230317,2,1,1420,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 996,37.64364662,127.1210816,2,1,1580,2,0,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 996,37.64364662,127.1210816,2,1,1581,2,0,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 976,37.65053065,127.1287089,2,1,1551,2,0,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 976,37.65053065,127.1287089,2,1,1552,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 976,37.65053065,127.1287089,2,1,1553,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 976,37.65053065,127.1287089,2,1,1554,2,0,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 976,37.65053065,127.1287089,1,1,1558,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 976,37.65053065,127.1287089,1,1,1559,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 901,37.66259585,127.1230317,2,1,1422,2,1,1,0,3990000
경기도,남양주시,일반국도,1,경기도 남양주시 별내면 광전리 167-5,37.69930675,127.124014,2,1,1595,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내면 광전리 167-5,37.69930675,127.1240491,2,1,1596,2,1,1,0,3990000
경기도,남양주시,일반국도,2,경기도 남양주시 별내면 광전리 174-2,37.69938798,127.1240273,2,1,1597,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 996,37.64364662,127.1210816,2,1,1567,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 996,37.64364662,127.1210816,2,1,1568,2,0,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 927-1,37.64826502,127.1266333,2,1,1521,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 927-1,37.64826502,127.1266333,2,1,1522,2,0,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 940,37.657548,127.125985,1,1,1525,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 940,37.657548,127.125985,1,1,1526,2,0,0,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 994,37.64324121,127.1256415,2,1,1563,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 940-1,37.65490956,127.1278228,2,1,1535,2,0,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 940-1,37.65490956,127.1278228,2,1,1536,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 940-1,37.65490956,127.1278228,2,1,1537,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 940-2,37.65586627,127.1277211,2,1,1538,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 968-1,37.65595812,127.129234,2,1,1543,2,0,0,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 898,37.65984733,127.1284182,2,1,1402,2,0,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 940,37.65753358,127.125989,2,1,1527,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 940-1,37.65490956,127.1278228,2,1,1532,2,0,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 924,37.65379678,127.1252656,2,1,1501,2,0,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 924,37.65379678,127.1252656,2,1,1502,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 924,37.65379678,127.1252656,2,1,1503,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 924,37.65379678,127.1252656,2,1,1507,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 924,37.65379678,127.1252656,2,1,1508,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 968-1,37.65595812,127.129234,2,1,1544,2,0,0,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 968-1,37.65595812,127.1292054,2,1,1545,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 968-1,37.65595812,127.1292054,2,1,1546,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 924,37.65379678,127.1252656,2,1,1516,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 924,37.65379678,127.1252656,2,1,1517,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 오남읍 양지리 238,37.70963079,127.2020741,2,1,1811,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 화도읍 차산리 875번지,37.63667042,127.3048631,2,1,1780,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 수석동 1194-4,37.59450595,127.172727,2,1,1781,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 수석동 1194-4,37.59450595,127.172727,2,1,1782,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 수석동 1194-4,37.59450595,127.172727,2,1,1783,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 수석동 222-16,37.589442,127.170545,2,1,1790,2,1,1,0,3990000
대구광역시,수성구,특별시도,1,대구광역시 수성구 황금동 365,35.84029338,128.6301483,2,0,5788,2,0,0,0,6270000
대구광역시,수성구,특별시도,2,대구광역시 수성구 황금동 369,35.8391364,128.6305135,2,1,5791,2,0,1,0,6270000
대구광역시,수성구,특별시도,1,대구광역시 수성구 황금동 366,35.84144818,128.6334266,2,1,5793,2,0,1,0,6270000
대구광역시,수성구,특별시도,2,대구광역시 수성구 황금동 366,35.84144818,128.6334266,2,0,5794,2,0,0,0,6270000
대구광역시,수성구,특별시도,1,대구광역시 수성구 황금동 368,35.84100295,128.6364977,1,1,5796,2,0,0,0,6270000
대구광역시,수성구,특별시도,1,대구광역시 수성구 범어동 2250,35.85568336,128.6399516,1,1,5798,2,0,1,0,6270000
대구광역시,수성구,특별시도,2,대구광역시 수성구 범어동 76-7,35.85533137,128.6406252,1,1,5801,2,0,1,0,6270000
대구광역시,수성구,특별시도,1,대구광역시 수성구 황금동 60,35.84553864,128.6401536,2,0,5806,2,0,0,0,6270000
대구광역시,수성구,특별시도,2,대구광역시 수성구 황금동 60,35.84553864,128.6401536,2,0,5809,2,0,0,0,6270000
대구광역시,수성구,특별시도,2,대구광역시 수성구 범어동 산 127,35.8513166,128.6376345,2,0,5811,2,0,0,0,6270000
대구광역시,수성구,특별시도,1,대구광역시 수성구 범어동 331-1,35.85078356,128.6382434,2,0,5812,2,0,0,0,6270000
대구광역시,수성구,특별시도,1,대구광역시 수성구 범어동 332-5,35.85062,128.6382549,2,1,5815,2,0,1,0,6270000
대구광역시,남구,특별시도,1,대구광역시 남구 봉덕동 1632,35.83504543,128.6043903,2,0,5335,2,0,1,0,6270000
대구광역시,남구,특별시도,2,대구광역시 남구 봉덕동 1170-106,35.834174,128.6029002,2,1,5341,2,0,1,0,6270000
대구광역시,남구,특별시도,1,대구광역시 남구 봉덕동 1141,35.8356243,128.6018327,2,1,5459,2,0,1,0,6270000
대구광역시,남구,특별시도,2,대구광역시 남구 봉덕동 626-2,35.840667,128.5982145,2,0,5565,2,0,0,0,6270000
대구광역시,남구,특별시도,1,대구광역시 남구 봉덕동 1314-9,35.84050429,128.597951,2,0,5566,2,0,0,0,6270000
대구광역시,남구,특별시도,1,대구광역시 남구 봉덕동 1314-9,35.84050429,128.5979268,2,0,5568,2,0,0,0,6270000
대구광역시,남구,특별시도,2,대구광역시 남구 봉덕동 1314-9,35.84050429,128.5979268,2,0,5569,2,0,0,0,6270000
대구광역시,남구,특별시도,2,대구광역시 남구 봉덕동 625-1,35.84073053,128.5983975,2,1,5571,2,0,1,0,6270000
대구광역시,남구,특별시도,1,대구광역시 남구 봉덕동 624-8,35.84119909,128.5982307,2,1,5572,2,0,1,0,6270000
대구광역시,수성구,특별시도,1,대구광역시 수성구 황금동 891-5,35.84039446,128.6215803,1,1,5705,2,0,0,0,6270000
대구광역시,수성구,특별시도,1,대구광역시 수성구 범어동 333,35.85004222,128.6373951,2,1,5759,2,0,1,0,6270000
대구광역시,수성구,특별시도,2,대구광역시 수성구 범어동 333,35.85004222,128.6373951,2,0,5762,2,0,1,0,6270000
대구광역시,수성구,특별시도,1,대구광역시 수성구 황금동 99-1,35.84745742,128.636732,2,0,5763,2,0,1,0,6270000
대구광역시,수성구,특별시도,2,대구광역시 수성구 범어동 336,35.84943264,128.6396851,2,1,5765,2,0,1,0,6270000
대구광역시,수성구,특별시도,1,대구광역시 수성구 황금동 70,35.84557453,128.6383419,2,1,5768,2,0,1,0,6270000
대구광역시,수성구,특별시도,2,대구광역시 수성구 범어동 341,35.84808856,128.639422,2,1,5771,2,0,1,0,6270000
대구광역시,수성구,특별시도,1,대구광역시 수성구 황금동 368,35.84100295,128.6364977,2,1,5773,2,0,1,0,6270000
대구광역시,수성구,특별시도,2,대구광역시 수성구 황금동 79,35.84305031,128.6396526,2,1,5776,2,0,1,0,6270000
대구광역시,수성구,특별시도,1,대구광역시 수성구 황금동 843-1,35.84371703,128.6239175,2,1,5779,2,0,0,0,6270000
대구광역시,수성구,특별시도,1,대구광역시 수성구 황금동 843-1,35.84371703,128.6239175,2,1,5780,2,0,0,0,6270000
대구광역시,수성구,특별시도,2,대구광역시 수성구 황금동 613,35.844679,128.6254904,2,1,5781,2,0,0,0,6270000
대구광역시,수성구,특별시도,2,대구광역시 수성구 황금동 613,35.844679,128.6254904,2,1,5782,2,0,0,0,6270000
대구광역시,수성구,특별시도,1,대구광역시 수성구 범어동 65-76,35.85702665,128.6424999,1,1,5785,2,0,1,0,6270000
대구광역시,수성구,특별시도,2,대구광역시 수성구 범어동 63-100,35.85671783,128.6432905,1,1,5786,2,0,1,0,6270000
경기도,남양주시,시도,2,경기도 남양주시 수동면 지둔리 363-2,37.717154,127.300358,2,1,1764,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 수동면 지둔리 373-8,37.71276273,127.2992899,2,1,1765,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 수석동 1185,37.59423679,127.1730581,2,1,1766,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 수석동 1194-4,37.59450595,127.1727805,2,1,1779,2,1,1,0,3990000
경기도,남양주시,지방도,2,경기도 남양주시 수동면 입석리 327-2번지,37.70814615,127.3228347,2,1,1741,2,0,0,0,3990000
경기도,남양주시,지방도,1,경기도 남양주시 수동면 운수리 95-12번지,37.70327375,127.3265781,2,1,1742,2,1,1,0,3990000
경기도,남양주시,지방도,1,경기도 남양주시 수동면 운수리 133-4,37.700727,127.325124,2,1,1712,2,1,1,0,3990000
경기도,남양주시,지방도,2,경기도 남양주시 수동면 운수리 134-2,37.70104719,127.3253748,2,1,1713,2,1,1,0,3990000
경기도,남양주시,지방도,1,경기도 남양주시 수동면 운수리 134-4,37.70132599,127.3255669,2,1,1714,2,1,1,0,3990000
경기도,남양주시,지방도,2,경기도 남양주시 수동면 운수리 14-5,37.696027,127.335715,2,1,1715,2,1,1,0,3990000
경기도,남양주시,지방도,2,경기도 남양주시 수동면 운수리 21-6번지,37.69579146,127.3387436,2,1,1720,2,0,0,0,3990000
경기도,남양주시,지방도,1,경기도 남양주시 수동면 운수리 21-6번지,37.69579146,127.3387436,2,1,1721,2,0,0,0,3990000
경기도,남양주시,지방도,2,경기도 남양주시 수동면 운수리 21-6번지,37.69579146,127.3387436,2,1,1722,2,0,0,0,3990000
경기도,남양주시,지방도,1,경기도 남양주시 수동면 운수리 95-10번지,37.70382456,127.3261051,2,1,1729,2,1,0,0,3990000
경기도,남양주시,지방도,1,경기도 남양주시 수동면 운수리 95-10번지,37.70382456,127.3261051,2,1,1730,2,1,0,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 수동면 송천리 397-84,37.68891345,127.3232133,2,1,1688,2,1,1,0,3990000
경기도,남양주시,지방도,2,경기도 남양주시 수동면 운수리 21-6번지,37.69579146,127.3387436,2,1,1723,2,0,0,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 수동면 송천리 466-6번지,37.68798128,127.3237369,2,1,1694,2,0,0,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 수동면 송천리 466-6번지,37.68798128,127.3237369,2,0,1695,2,0,0,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 수동면 송천리 466-6번지,37.68798128,127.3237369,2,1,1696,2,0,0,0,3990000
경기도,남양주시,지방도,2,경기도 남양주시 수동면 운수리 131-2,37.700727,127.3253584,2,1,1704,2,1,1,0,3990000
경기도,남양주시,지방도,2,경기도 남양주시 수동면 운수리 131-2,37.700727,127.3253584,2,1,1705,2,1,1,0,3990000
경기도,남양주시,지방도,1,경기도 남양주시 수동면 운수리 131-5,37.70056516,127.325124,2,1,1706,2,1,1,0,3990000
경기도,남양주시,지방도,2,경기도 남양주시 수동면 입석리 327-2번지,37.70814615,127.3228347,2,1,1738,2,0,0,0,3990000
경기도,남양주시,지방도,1,경기도 남양주시 수동면 입석리 327-2번지,37.70814615,127.3228347,2,1,1739,2,0,0,0,3990000
경기도,남양주시,지방도,2,경기도 남양주시 수동면 입석리 327-2번지,37.70814615,127.3228347,2,1,1740,2,0,0,0,3990000
경기도,남양주시,지방도,2,경기도 남양주시 수동면 운수리 133-2,37.700727,127.325124,2,1,1711,2,1,1,0,3990000
경기도,남양주시,지방도,2,경기도 남양주시 삼패동 456-28,37.59902973,127.1940752,2,1,1665,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 삼패동 54-1,37.59625271,127.211562,2,1,1666,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 삼패동 598-1,37.59467292,127.185003,2,1,1671,2,0,0,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 삼패동 598-1,37.59467292,127.185003,2,1,1672,2,0,0,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 삼패동 61-2,37.59624911,127.2126577,2,1,1673,2,1,1,0,3990000
경기도,남양주시,지방도,1,경기도 남양주시 삼패동 2번지,37.60098442,127.2116273,2,1,1680,2,0,0,0,3990000
경기도,남양주시,지방도,1,경기도 남양주시 삼패동 2번지,37.60098442,127.2116273,2,1,1681,2,0,0,0,3990000
경기도,남양주시,지방도,2,경기도 남양주시 삼패동 2번지,37.60098442,127.2116273,2,0,1682,2,0,0,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 수동면 송천리 397-84,37.688935,127.3232133,2,1,1687,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 940-1,37.65490956,127.1278228,2,1,1534,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 오남읍 오남리 857-1,37.6943236,127.1979061,2,1,1993,2,0,0,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 오남읍 오남리 857-1,37.6943236,127.1979061,2,1,1994,2,0,1,0,3990000
경기도,남양주시,지방도,1,경기도 남양주시 오남읍 오남리 333-2,37.68342168,127.2108085,2,1,1937,2,0,1,1,3990000
경기도,남양주시,시도,1,경기도 남양주시 오남읍 오남리 778-4,37.693098,127.2005193,2,1,1978,2,0,0,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 오남읍 오남리 778-4,37.693098,127.2005193,2,1,1979,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6261,37.62329513,127.1537207,2,1,570,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6261,37.62329513,127.1537207,2,1,571,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6261,37.62329513,127.1537207,2,1,572,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6269-1,37.61987988,127.1649463,2,1,607,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6269-1,37.61987988,127.1649463,2,1,612,2,0,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6262,37.626071,127.1540676,2,1,580,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6263,37.62331289,127.1559925,2,1,581,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6263,37.62331289,127.1559925,2,1,582,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6263,37.62331289,127.1559925,2,1,583,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6263,37.62331289,127.1559925,2,1,584,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6263,37.62331289,127.1559925,2,1,585,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6263,37.62331289,127.1559925,2,1,586,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6263,37.62331289,127.1559925,2,1,587,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6263-2,37.62141892,127.1603353,2,1,588,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6263-2,37.62141892,127.1603353,2,1,589,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6269-1,37.61987988,127.1649463,2,1,624,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6269-1,37.61987988,127.1649463,2,1,625,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6269-2,37.62089463,127.1645557,2,1,626,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6269-2,37.62089463,127.1645557,2,1,627,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6269-2,37.62089463,127.1645557,2,1,628,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 별내동 1031,37.64702656,127.1212906,2,1,1009,2,0,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6261,37.62329513,127.1537207,2,1,577,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6261,37.62329513,127.1537207,2,1,578,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6261,37.62329513,127.1537207,2,1,579,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 별내동 1031,37.64702656,127.1212906,2,1,1008,2,0,0,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6255,37.62848963,127.1496299,2,1,548,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6255,37.628476,127.1496299,2,1,549,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6255,37.62848963,127.1496299,2,1,550,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6256,37.62343259,127.146915,2,1,551,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6257,37.62524578,127.1484521,2,1,552,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6257,37.62524578,127.1484521,2,1,553,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6257,37.62524578,127.1484521,2,1,554,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6263-2,37.62141892,127.1603353,2,1,590,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6263-2,37.62141892,127.1603353,2,1,591,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6264,37.62438647,127.1540084,2,1,592,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6264,37.62438647,127.1540084,2,1,593,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6264,37.62438647,127.1540084,2,1,594,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6264,37.62438647,127.1540084,2,1,595,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6265,37.62382761,127.1520995,2,1,596,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6259-2,37.62328839,127.1529261,2,1,564,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6260,37.62579933,127.1512197,2,0,565,2,0,0,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6260,37.62579933,127.1512197,2,0,566,2,0,0,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6260,37.62579933,127.1512197,2,1,567,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6261,37.62329513,127.1537207,2,1,568,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6261,37.62329513,127.1537207,2,1,569,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6258,37.62692945,127.1498166,2,1,558,2,0,0,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6258,37.62692945,127.1498166,2,1,559,2,0,0,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6258,37.62692945,127.1498166,2,0,560,2,0,0,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6259,37.62289687,127.1513605,2,1,561,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6259-1,37.62240401,127.1527329,2,1,562,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6259-1,37.62240401,127.1527329,2,1,563,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6254,37.6275561,127.1661262,2,1,532,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6254,37.6275561,127.1661262,2,1,533,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6254,37.6275561,127.1661262,2,1,534,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6254,37.6275561,127.1661262,2,1,535,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6254,37.6275561,127.1661262,2,1,536,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6254,37.6275561,127.1661262,2,1,537,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6254-4,37.62692508,127.1603102,2,1,538,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6254-4,37.62692508,127.1603102,2,1,539,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6261,37.62329513,127.1537207,2,1,573,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6261,37.62329513,127.1537207,2,1,574,2,1,1,0,3990000
경기도,남양주시,시도,1,경기도 남양주시 다산동 6261,37.62329513,127.1537207,2,1,575,2,1,1,0,3990000
경기도,남양주시,시도,2,경기도 남양주시 다산동 6261,37.62329513,127.1537207,2,1,576,2,1,1,0,3990000
경기도,하남시,시도,3,경기도 하남시 감일동 221-1,37.5144163,127.1432649,2,1,31180-TL-00517-03,2,0,1,1,4040000
경기도,하남시,시도,3,경기도 하남시 감일동 525,37.51192819,127.1608301,2,1,31180-TL-00502-03,2,0,1,1,4040000
경기도,하남시,시도,3,경기도 하남시 감일동 525,37.51192819,127.1608301,2,1,31180-TL-00502-04,2,0,1,1,4040000
