sido,sigungu,year,month,경상자,부상,부상신고자,사고,사망,중상자
강원,강릉시,2022,1,4,10,0,10,1,6
강원,강릉시,2022,2,10,12,0,10,0,2
강원,강릉시,2022,3,3,4,0,4,0,1
강원,강릉시,2022,4,6,11,0,11,0,5
강원,강릉시,2022,5,8,15,0,15,0,7
강원,강릉시,2022,6,8,13,0,12,0,5
강원,강릉시,2022,7,13,22,0,22,0,9
강원,강릉시,2022,8,8,14,1,14,0,5
강원,강릉시,2022,9,13,15,0,15,0,2
강원,강릉시,2022,10,9,19,0,19,0,10
강원,강릉시,2022,11,6,19,0,18,2,13
강원,강릉시,2022,12,9,12,0,12,0,3
강원,강릉시,2023,1,9,14,0,15,2,5
강원,강릉시,2023,2,8,12,0,12,0,4
강원,강릉시,2023,3,7,18,0,17,0,11
강원,강릉시,2023,4,4,6,0,7,1,2
강원,강릉시,2023,5,8,16,0,16,0,8
강원,강릉시,2023,6,12,19,0,19,0,7
강원,강릉시,2023,7,5,9,0,9,0,4
강원,강릉시,2023,8,11,19,2,19,0,6
강원,강릉시,2023,9,6,12,0,12,0,6
강원,강릉시,2023,10,6,16,0,17,1,10
강원,강릉시,2023,11,6,11,0,14,3,5
강원,강릉시,2023,12,5,15,0,14,0,10
강원,강릉시,2024,1,8,12,0,12,0,4
강원,강릉시,2024,2,4,9,0,9,0,5
강원,강릉시,2024,3,6,8,0,9,1,2
강원,강릉시,2024,4,4,12,0,12,0,8
강원,강릉시,2024,5,8,11,0,12,1,3
강원,강릉시,2024,6,1,6,0,6,0,5
강원,강릉시,2024,7,3,7,0,7,0,4
강원,강릉시,2024,8,7,18,0,15,0,11
강원,강릉시,2024,9,5,9,0,9,0,4
강원,강릉시,2024,10,8,15,0,14,0,7
강원,강릉시,2024,11,10,15,0,15,0,5
강원,강릉시,2024,12,4,6,0,6,0,2
강원,고성군,2022,1,0,1,0,1,0,1
강원,고성군,2022,2,1,1,0,1,0,0
강원,고성군,2022,3,3,3,0,3,0,0
강원,고성군,2022,4,1,2,0,2,0,1
강원,고성군,2022,5,0,0,0,0,0,0
강원,고성군,2022,6,4,6,0,4,0,2
강원,고성군,2022,7,3,6,0,6,0,3
강원,고성군,2022,8,1,1,0,1,0,0
강원,고성군,2022,9,0,0,0,0,0,0
강원,고성군,2022,10,1,1,0,1,0,0
강원,고성군,2022,11,1,1,0,1,0,0
강원,고성군,2022,12,0,1,0,1,0,1
강원,고성군,2023,1,1,1,0,1,0,0
강원,고성군,2023,2,0,1,0,1,0,1
강원,고성군,2023,3,0,1,0,1,0,1
강원,고성군,2023,4,0,0,0,0,0,0
강원,고성군,2023,5,1,1,0,1,0,0
강원,고성군,2023,6,0,2,0,2,0,2
강원,고성군,2023,7,1,1,0,1,0,0
강원,고성군,2023,8,0,1,0,1,0,1
강원,고성군,2023,9,0,0,0,0,0,0
강원,고성군,2023,10,0,0,0,0,0,0
강원,고성군,2023,11,0,1,0,1,0,1
강원,고성군,2023,12,1,2,0,2,0,1
강원,고성군,2024,1,0,0,0,0,0,0
강원,고성군,2024,2,0,2,1,2,0,1
강원,고성군,2024,3,1,2,0,2,0,1
강원,고성군,2024,4,1,2,0,3,1,1
강원,고성군,2024,5,0,0,0,1,1,0
강원,고성군,2024,6,1,1,0,1,0,0
강원,고성군,2024,7,0,0,0,0,0,0
강원,고성군,2024,8,1,1,0,1,0,0
강원,고성군,2024,9,0,0,0,0,0,0
강원,고성군,2024,10,1,2,1,2,1,0
강원,고성군,2024,11,0,0,0,0,0,0
강원,고성군,2024,12,1,2,0,2,0,1
강원,동해시,2022,1,2,7,0,7,0,5
강원,동해시,2022,2,0,0,0,0,0,0
강원,동해시,2022,3,0,0,0,0,0,0
강원,동해시,2022,4,3,3,0,3,0,0
강원,동해시,2022,5,4,7,0,7,0,3
강원,동해시,2022,6,3,6,0,5,0,3
강원,동해시,2022,7,4,5,1,5,0,0
강원,동해시,2022,8,2,5,0,6,1,3
강원,동해시,2022,9,3,4,0,4,0,1
강원,동해시,2022,10,5,6,0,5,0,1
강원,동해시,2022,11,6,7,0,7,0,1
강원,동해시,2022,12,2,4,0,4,0,2
강원,동해시,2023,1,2,5,0,5,0,3
강원,동해시,2023,2,2,5,1,5,0,2
강원,동해시,2023,3,5,8,0,7,0,3
강원,동해시,2023,4,1,4,0,4,0,3
강원,동해시,2023,5,3,6,0,6,0,3
강원,동해시,2023,6,6,8,0,8,0,2
강원,동해시,2023,7,2,6,1,5,0,3
강원,동해시,2023,8,4,8,0,8,0,4
강원,동해시,2023,9,4,7,0,7,0,3
강원,동해시,2023,10,5,9,0,7,0,4
강원,동해시,2023,11,1,5,0,5,0,4
강원,동해시,2023,12,2,6,0,7,1,4
강원,동해시,2024,1,4,6,0,6,0,2
강원,동해시,2024,2,2,5,0,6,1,3
강원,동해시,2024,3,2,3,0,3,0,1
강원,동해시,2024,4,1,3,0,3,0,2
강원,동해시,2024,5,2,7,0,7,0,5
강원,동해시,2024,6,1,2,0,2,0,1
강원,동해시,2024,7,3,3,0,3,0,0
강원,동해시,2024,8,4,4,0,4,0,0
강원,동해시,2024,9,2,4,0,4,0,2
강원,동해시,2024,10,2,8,0,6,1,6
강원,동해시,2024,11,0,4,1,4,0,3
강원,동해시,2024,12,4,8,1,6,0,3
강원,삼척시,2022,1,2,3,0,3,0,1
강원,삼척시,2022,2,2,3,0,3,0,1
강원,삼척시,2022,3,3,5,0,5,0,2
강원,삼척시,2022,4,2,5,0,5,0,3
강원,삼척시,2022,5,1,2,0,2,0,1
강원,삼척시,2022,6,2,3,0,3,0,1
강원,삼척시,2022,7,3,5,0,5,0,2
강원,삼척시,2022,8,3,5,0,6,1,2
강원,삼척시,2022,9,0,1,0,1,0,1
강원,삼척시,2022,10,1,7,0,7,0,6
강원,삼척시,2022,11,6,9,0,10,2,3
강원,삼척시,2022,12,1,4,0,4,0,3
강원,삼척시,2023,1,2,2,0,2,0,0
강원,삼척시,2023,2,1,2,0,2,0,1
강원,삼척시,2023,3,1,3,0,3,0,2
강원,삼척시,2023,4,0,1,0,1,0,1
강원,삼척시,2023,5,4,8,1,8,0,3
강원,삼척시,2023,6,1,3,0,4,1,2
강원,삼척시,2023,7,0,1,0,1,0,1
강원,삼척시,2023,8,2,3,0,3,0,1
강원,삼척시,2023,9,2,4,0,5,1,2
강원,삼척시,2023,10,3,3,0,4,1,0
강원,삼척시,2023,11,1,2,0,2,0,1
강원,삼척시,2023,12,4,8,0,8,0,4
강원,삼척시,2024,1,0,0,0,0,0,0
강원,삼척시,2024,2,2,2,0,2,0,0
강원,삼척시,2024,3,6,6,0,6,0,0
강원,삼척시,2024,4,1,3,0,3,0,2
강원,삼척시,2024,5,2,5,0,5,0,3
강원,삼척시,2024,6,3,3,0,3,1,0
강원,삼척시,2024,7,1,3,0,3,0,2
강원,삼척시,2024,8,2,6,0,5,0,4
강원,삼척시,2024,9,0,3,0,3,0,3
강원,삼척시,2024,10,3,4,0,4,0,1
강원,삼척시,2024,11,2,6,0,7,1,4
강원,삼척시,2024,12,1,3,0,3,0,2
강원,속초시,2022,1,2,9,0,8,0,7
강원,속초시,2022,2,2,5,0,5,0,3
강원,속초시,2022,3,0,3,0,3,0,3
강원,속초시,2022,4,2,6,1,6,0,3
강원,속초시,2022,5,5,9,1,10,1,3
강원,속초시,2022,6,4,6,0,6,0,2
강원,속초시,2022,7,6,8,0,7,0,2
강원,속초시,2022,8,6,12,0,11,0,6
강원,속초시,2022,9,2,7,0,7,0,5
강원,속초시,2022,10,4,12,0,10,1,8
강원,속초시,2022,11,1,8,0,9,1,7
강원,속초시,2022,12,4,5,0,5,0,1
강원,속초시,2023,1,4,6,0,6,0,2
강원,속초시,2023,2,1,2,0,2,0,1
강원,속초시,2023,3,3,5,1,5,0,1
강원,속초시,2023,4,0,4,0,4,0,4
강원,속초시,2023,5,2,3,0,3,0,1
강원,속초시,2023,6,1,5,0,5,0,4
강원,속초시,2023,7,2,5,0,5,1,3
강원,속초시,2023,8,2,7,0,7,0,5
강원,속초시,2023,9,4,6,0,5,0,2
강원,속초시,2023,10,2,16,0,13,1,14
강원,속초시,2023,11,1,4,0,4,0,3
강원,속초시,2023,12,3,10,0,9,0,7
강원,속초시,2024,1,5,9,0,6,0,4
강원,속초시,2024,2,4,8,0,5,0,4
강원,속초시,2024,3,3,10,0,10,0,7
강원,속초시,2024,4,2,7,0,7,0,5
강원,속초시,2024,5,3,6,0,6,0,3
강원,속초시,2024,6,7,9,0,9,0,2
강원,속초시,2024,7,2,10,0,7,2,8
강원,속초시,2024,8,4,4,0,4,0,0
강원,속초시,2024,9,1,4,0,4,0,3
강원,속초시,2024,10,5,9,0,9,0,4
강원,속초시,2024,11,2,3,0,3,0,1
강원,속초시,2024,12,2,3,0,3,0,1
강원,양구군,2022,1,0,0,0,0,0,0
강원,양구군,2022,2,0,0,0,0,0,0
강원,양구군,2022,3,0,0,0,1,1,0
강원,양구군,2022,4,1,2,1,2,0,0
강원,양구군,2022,5,2,2,0,2,0,0
강원,양구군,2022,6,0,0,0,0,0,0
강원,양구군,2022,7,1,2,0,2,0,1
강원,양구군,2022,8,1,2,0,2,0,1
강원,양구군,2022,9,0,0,0,0,0,0
강원,양구군,2022,10,1,1,0,1,0,0
강원,양구군,2022,11,2,3,0,3,0,1
강원,양구군,2022,12,0,0,0,0,0,0
강원,양구군,2023,1,0,0,0,0,0,0
강원,양구군,2023,2,0,0,0,0,0,0
강원,양구군,2023,3,0,0,0,0,0,0
강원,양구군,2023,4,1,1,0,1,0,0
강원,양구군,2023,5,0,3,0,3,0,3
강원,양구군,2023,6,0,3,0,3,0,3
강원,양구군,2023,7,0,1,1,1,0,0
강원,양구군,2023,8,0,0,0,0,0,0
강원,양구군,2023,9,3,3,0,3,0,0
강원,양구군,2023,10,0,2,0,2,0,2
강원,양구군,2023,11,0,1,0,1,0,1
강원,양구군,2023,12,0,1,0,1,0,1
강원,양구군,2024,1,0,0,0,0,0,0
강원,양구군,2024,2,0,0,0,0,0,0
강원,양구군,2024,3,0,0,0,0,0,0
강원,양구군,2024,4,0,0,0,0,0,0
강원,양구군,2024,5,0,1,0,1,0,1
강원,양구군,2024,6,0,0,0,0,0,0
강원,양구군,2024,7,1,1,0,1,0,0
강원,양구군,2024,8,0,0,0,0,0,0
강원,양구군,2024,9,2,2,0,3,1,0
강원,양구군,2024,10,1,3,1,3,0,1
강원,양구군,2024,11,1,2,0,2,0,1
강원,양구군,2024,12,0,1,0,1,0,1
강원,양양군,2022,1,1,1,0,1,0,0
강원,양양군,2022,2,3,3,0,2,0,0
강원,양양군,2022,3,2,2,0,2,0,0
강원,양양군,2022,4,0,0,0,0,0,0
강원,양양군,2022,5,1,3,0,3,0,2
강원,양양군,2022,6,2,4,0,5,1,2
강원,양양군,2022,7,3,5,1,3,0,1
강원,양양군,2022,8,3,5,0,6,1,2
강원,양양군,2022,9,2,3,0,3,0,1
강원,양양군,2022,10,2,5,0,5,1,3
강원,양양군,2022,11,0,0,0,0,0,0
강원,양양군,2022,12,0,0,0,1,1,0
강원,양양군,2023,1,0,1,0,1,0,1
강원,양양군,2023,2,0,2,1,2,0,1
강원,양양군,2023,3,0,0,0,0,0,0
강원,양양군,2023,4,3,4,0,4,0,1
강원,양양군,2023,5,0,0,0,0,0,0
강원,양양군,2023,6,2,4,0,4,0,2
강원,양양군,2023,7,2,2,0,2,0,0
강원,양양군,2023,8,4,6,0,6,0,2
강원,양양군,2023,9,3,5,0,5,0,2
강원,양양군,2023,10,2,2,0,2,0,0
강원,양양군,2023,11,0,0,0,0,0,0
강원,양양군,2023,12,2,3,0,2,0,1
강원,양양군,2024,1,0,2,0,2,0,2
강원,양양군,2024,2,1,2,0,3,1,1
강원,양양군,2024,3,1,1,0,1,0,0
강원,양양군,2024,4,0,0,0,0,0,0
강원,양양군,2024,5,0,1,0,1,0,1
강원,양양군,2024,6,1,2,0,2,0,1
강원,양양군,2024,7,2,2,0,2,0,0
강원,양양군,2024,8,3,7,0,7,1,4
강원,양양군,2024,9,1,5,0,5,0,4
강원,양양군,2024,10,2,5,0,4,0,3
강원,양양군,2024,11,2,2,0,2,0,0
강원,양양군,2024,12,2,3,0,3,0,1
강원,영월군,2022,1,2,2,0,2,1,0
강원,영월군,2022,2,0,1,0,1,0,1
강원,영월군,2022,3,1,3,1,3,0,1
강원,영월군,2022,4,0,0,0,0,0,0
강원,영월군,2022,5,0,2,0,2,0,2
강원,영월군,2022,6,0,1,0,1,0,1
강원,영월군,2022,7,1,2,1,2,0,0
강원,영월군,2022,8,0,0,0,1,1,0
강원,영월군,2022,9,2,4,0,4,0,2
강원,영월군,2022,10,0,3,2,3,0,1
강원,영월군,2022,11,0,2,1,3,1,1
강원,영월군,2022,12,1,1,0,1,0,0
강원,영월군,2023,1,0,2,1,2,0,1
강원,영월군,2023,2,1,3,1,3,0,1
강원,영월군,2023,3,0,2,0,2,0,2
강원,영월군,2023,4,1,1,0,1,0,0
강원,영월군,2023,5,1,3,1,3,0,1
강원,영월군,2023,6,0,3,1,3,0,2
강원,영월군,2023,7,0,0,0,0,0,0
강원,영월군,2023,8,0,1,0,1,0,1
강원,영월군,2023,9,0,1,0,2,1,1
강원,영월군,2023,10,1,1,0,1,0,0
강원,영월군,2023,11,2,3,0,3,0,1
강원,영월군,2023,12,2,3,1,4,1,0
강원,영월군,2024,1,2,2,0,2,0,0
강원,영월군,2024,2,2,2,0,2,0,0
강원,영월군,2024,3,2,3,0,3,0,1
강원,영월군,2024,4,0,2,1,2,0,1
강원,영월군,2024,5,0,2,0,2,0,2
강원,영월군,2024,6,0,0,0,0,0,0
강원,영월군,2024,7,1,5,1,5,0,3
강원,영월군,2024,8,3,6,0,6,0,3
강원,영월군,2024,9,2,2,0,2,0,0
강원,영월군,2024,10,1,2,0,2,0,1
강원,영월군,2024,11,1,3,1,3,0,1
강원,영월군,2024,12,0,0,0,1,1,0
강원,원주시,2022,1,3,11,0,11,0,8
강원,원주시,2022,2,10,17,0,16,0,7
강원,원주시,2022,3,16,24,0,25,1,8
강원,원주시,2022,4,14,23,0,21,0,9
강원,원주시,2022,5,21,35,2,31,0,12
강원,원주시,2022,6,9,15,0,16,1,6
강원,원주시,2022,7,7,14,1,14,1,6
강원,원주시,2022,8,9,17,0,19,3,8
강원,원주시,2022,9,23,31,1,27,1,7
강원,원주시,2022,10,15,25,0,24,0,10
강원,원주시,2022,11,9,20,2,20,0,9
강원,원주시,2022,12,18,32,0,32,1,14
강원,원주시,2023,1,12,22,0,22,0,10
강원,원주시,2023,2,15,19,0,20,2,4
강원,원주시,2023,3,6,12,1,13,1,5
강원,원주시,2023,4,13,21,2,21,0,6
강원,원주시,2023,5,15,27,1,24,1,11
강원,원주시,2023,6,16,23,0,20,0,7
강원,원주시,2023,7,6,15,1,15,0,8
강원,원주시,2023,8,15,24,0,24,2,9
강원,원주시,2023,9,11,18,0,17,0,7
강원,원주시,2023,10,8,19,3,20,2,8
강원,원주시,2023,11,10,18,1,19,2,7
강원,원주시,2023,12,5,16,2,16,1,9
강원,원주시,2024,1,8,15,0,16,1,7
강원,원주시,2024,2,9,16,0,15,1,7
강원,원주시,2024,3,9,16,1,16,0,6
강원,원주시,2024,4,6,11,0,10,0,5
강원,원주시,2024,5,4,12,0,12,0,8
강원,원주시,2024,6,3,8,1,7,0,4
강원,원주시,2024,7,6,17,2,18,2,9
강원,원주시,2024,8,8,13,1,13,1,4
강원,원주시,2024,9,8,13,0,13,0,5
강원,원주시,2024,10,7,14,1,15,1,6
강원,원주시,2024,11,10,17,2,17,1,5
강원,원주시,2024,12,13,28,1,25,0,14
강원,인제군,2022,1,0,0,0,0,0,0
강원,인제군,2022,2,0,0,0,0,0,0
강원,인제군,2022,3,0,0,0,0,0,0
강원,인제군,2022,4,1,1,0,1,0,0
강원,인제군,2022,5,2,3,0,3,0,1
강원,인제군,2022,6,0,1,1,1,0,0
강원,인제군,2022,7,0,0,0,0,0,0
강원,인제군,2022,8,4,5,0,1,0,1
강원,인제군,2022,9,0,1,0,1,0,1
강원,인제군,2022,10,0,1,1,1,0,0
강원,인제군,2022,11,0,1,0,1,0,1
강원,인제군,2022,12,1,1,0,1,0,0
강원,인제군,2023,1,1,1,0,1,0,0
강원,인제군,2023,2,0,0,0,0,0,0
강원,인제군,2023,3,0,0,0,1,1,0
강원,인제군,2023,4,0,2,0,2,0,2
강원,인제군,2023,5,1,1,0,1,0,0
강원,인제군,2023,6,0,0,0,0,0,0
강원,인제군,2023,7,1,2,0,2,0,1
강원,인제군,2023,8,1,1,0,1,0,0
강원,인제군,2023,9,1,4,0,5,1,3
강원,인제군,2023,10,2,2,0,2,0,0
강원,인제군,2023,11,0,1,0,1,0,1
강원,인제군,2023,12,0,2,0,2,0,2
강원,인제군,2024,1,0,0,0,0,0,0
강원,인제군,2024,2,0,1,0,1,0,1
강원,인제군,2024,3,0,0,0,0,0,0
강원,인제군,2024,4,0,0,0,0,0,0
강원,인제군,2024,5,0,0,0,0,0,0
강원,인제군,2024,6,1,1,0,1,0,0
강원,인제군,2024,7,0,0,0,1,1,0
강원,인제군,2024,8,0,1,0,1,0,1
강원,인제군,2024,9,0,0,0,0,0,0
강원,인제군,2024,10,0,1,0,1,0,1
강원,인제군,2024,11,0,0,0,0,0,0
강원,인제군,2024,12,1,2,0,2,0,1
강원,정선군,2022,1,1,1,0,1,0,0
강원,정선군,2022,2,1,1,0,1,0,0
강원,정선군,2022,3,1,1,0,1,0,0
강원,정선군,2022,4,2,2,0,2,0,0
강원,정선군,2022,5,2,3,0,3,0,1
강원,정선군,2022,6,0,0,0,0,0,0
강원,정선군,2022,7,2,3,0,3,0,1
강원,정선군,2022,8,1,5,0,5,0,4
강원,정선군,2022,9,1,3,0,3,0,2
강원,정선군,2022,10,1,1,0,1,0,0
강원,정선군,2022,11,0,2,0,2,0,2
강원,정선군,2022,12,0,0,0,0,0,0
강원,정선군,2023,1,1,1,0,1,0,0
강원,정선군,2023,2,0,2,0,2,0,2
강원,정선군,2023,3,1,2,0,2,0,1
강원,정선군,2023,4,3,5,0,4,0,2
강원,정선군,2023,5,0,2,0,2,0,2
강원,정선군,2023,6,2,2,0,2,0,0
강원,정선군,2023,7,3,3,0,3,0,0
강원,정선군,2023,8,3,5,0,5,0,2
강원,정선군,2023,9,2,2,0,2,0,0
강원,정선군,2023,10,0,0,0,1,1,0
강원,정선군,2023,11,0,0,0,0,0,0
강원,정선군,2023,12,0,0,0,0,0,0
강원,정선군,2024,1,0,0,0,0,0,0
강원,정선군,2024,2,0,2,0,2,0,2
강원,정선군,2024,3,0,2,0,3,1,2
강원,정선군,2024,4,0,1,0,1,0,1
강원,정선군,2024,5,1,1,0,1,0,0
강원,정선군,2024,6,0,2,0,2,0,2
강원,정선군,2024,7,3,4,0,4,0,1
강원,정선군,2024,8,2,6,1,6,0,3
강원,정선군,2024,9,3,4,0,4,1,1
강원,정선군,2024,10,1,1,0,1,0,0
강원,정선군,2024,11,2,2,0,1,0,0
강원,정선군,2024,12,1,1,0,1,0,0
강원,철원군,2022,1,0,0,0,0,0,0
강원,철원군,2022,2,0,0,0,0,0,0
강원,철원군,2022,3,0,2,0,1,0,2
강원,철원군,2022,4,0,1,0,1,0,1
강원,철원군,2022,5,2,2,0,2,0,0
강원,철원군,2022,6,0,1,0,1,0,1
강원,철원군,2022,7,2,6,0,6,0,4
강원,철원군,2022,8,2,3,0,3,0,1
강원,철원군,2022,9,1,3,0,3,0,2
강원,철원군,2022,10,1,4,0,4,0,3
강원,철원군,2022,11,1,4,0,4,0,3
강원,철원군,2022,12,2,3,0,3,0,1
강원,철원군,2023,1,0,0,0,0,0,0
강원,철원군,2023,2,0,1,0,1,0,1
강원,철원군,2023,3,1,2,0,3,1,1
강원,철원군,2023,4,0,1,1,1,0,0
강원,철원군,2023,5,0,1,1,1,0,0
강원,철원군,2023,6,1,3,0,3,0,2
강원,철원군,2023,7,2,2,0,2,0,0
강원,철원군,2023,8,0,0,0,0,0,0
강원,철원군,2023,9,1,1,0,1,0,0
강원,철원군,2023,10,4,5,0,5,0,1
강원,철원군,2023,11,3,8,0,5,0,5
강원,철원군,2023,12,2,2,0,2,0,0
강원,철원군,2024,1,0,0,0,0,0,0
강원,철원군,2024,2,2,2,0,1,0,0
강원,철원군,2024,3,3,4,0,4,0,1
강원,철원군,2024,4,1,1,0,1,0,0
강원,철원군,2024,5,1,2,0,2,0,1
강원,철원군,2024,6,1,1,0,1,0,0
강원,철원군,2024,7,0,0,0,0,0,0
강원,철원군,2024,8,1,3,0,3,0,2
강원,철원군,2024,9,0,1,0,1,0,1
강원,철원군,2024,10,0,0,0,0,0,0
강원,철원군,2024,11,0,0,0,0,0,0
강원,철원군,2024,12,0,1,0,2,1,1
강원,춘천시,2022,1,15,24,3,25,2,6
강원,춘천시,2022,2,12,19,2,19,0,5
강원,춘천시,2022,3,12,15,1,14,0,2
강원,춘천시,2022,4,10,19,1,20,1,8
강원,춘천시,2022,5,15,22,6,22,0,1
강원,춘천시,2022,6,15,23,1,23,0,7
강원,춘천시,2022,7,11,20,3,19,0,6
강원,춘천시,2022,8,16,27,4,27,1,7
강원,춘천시,2022,9,5,15,1,15,0,9
강원,춘천시,2022,10,27,38,5,35,0,6
강원,춘천시,2022,11,5,17,3,17,0,9
강원,춘천시,2022,12,12,23,3,22,0,8
강원,춘천시,2023,1,10,18,2,16,0,6
강원,춘천시,2023,2,8,16,3,15,0,5
강원,춘천시,2023,3,12,22,7,21,0,3
강원,춘천시,2023,4,6,17,1,16,0,10
강원,춘천시,2023,5,19,28,4,25,0,5
강원,춘천시,2023,6,4,12,0,12,0,8
강원,춘천시,2023,7,12,21,5,21,0,4
강원,춘천시,2023,8,7,17,6,17,0,4
강원,춘천시,2023,9,7,19,8,19,0,4
강원,춘천시,2023,10,11,30,6,29,1,13
강원,춘천시,2023,11,8,16,3,17,3,5
강원,춘천시,2023,12,15,28,3,27,0,10
강원,춘천시,2024,1,4,14,3,14,0,7
강원,춘천시,2024,2,2,12,7,12,1,3
강원,춘천시,2024,3,5,16,2,16,1,9
강원,춘천시,2024,4,9,20,4,20,1,7
강원,춘천시,2024,5,13,23,5,23,0,5
강원,춘천시,2024,6,7,11,2,11,1,2
강원,춘천시,2024,7,10,26,7,26,2,9
강원,춘천시,2024,8,6,15,2,15,0,7
강원,춘천시,2024,9,11,27,4,27,0,12
강원,춘천시,2024,10,11,21,4,20,1,6
강원,춘천시,2024,11,11,22,6,22,0,5
강원,춘천시,2024,12,7,12,1,12,1,4
강원,태백시,2022,1,2,3,0,3,0,1
강원,태백시,2022,2,1,2,0,2,0,1
강원,태백시,2022,3,0,0,0,0,0,0
강원,태백시,2022,4,1,2,0,2,0,1
강원,태백시,2022,5,2,3,0,3,0,1
강원,태백시,2022,6,0,2,1,2,0,1
강원,태백시,2022,7,6,6,0,6,0,0
강원,태백시,2022,8,2,4,0,3,0,2
강원,태백시,2022,9,0,1,0,1,0,1
강원,태백시,2022,10,2,3,1,4,1,0
강원,태백시,2022,11,0,2,0,2,0,2
강원,태백시,2022,12,2,3,1,4,1,0
강원,태백시,2023,1,0,1,0,1,0,1
강원,태백시,2023,2,2,4,0,4,0,2
강원,태백시,2023,3,3,3,0,3,0,0
강원,태백시,2023,4,0,2,1,2,0,1
강원,태백시,2023,5,2,2,0,2,0,0
강원,태백시,2023,6,5,7,0,7,0,2
강원,태백시,2023,7,2,3,0,3,0,1
강원,태백시,2023,8,0,6,1,6,0,5
강원,태백시,2023,9,4,6,1,6,0,1
강원,태백시,2023,10,3,4,0,4,0,1
강원,태백시,2023,11,2,3,0,3,0,1
강원,태백시,2023,12,2,5,1,5,0,2
강원,태백시,2024,1,0,1,0,2,1,1
강원,태백시,2024,2,1,1,0,1,0,0
강원,태백시,2024,3,1,3,1,3,0,1
강원,태백시,2024,4,5,5,0,5,0,0
강원,태백시,2024,5,3,4,0,4,0,1
강원,태백시,2024,6,2,4,0,4,0,2
강원,태백시,2024,7,2,3,0,3,0,1
강원,태백시,2024,8,4,6,1,6,0,1
강원,태백시,2024,9,2,3,0,3,0,1
강원,태백시,2024,10,4,8,0,8,0,4
강원,태백시,2024,11,0,3,1,3,0,2
강원,태백시,2024,12,1,1,0,1,0,0
강원,평창군,2022,1,0,0,0,0,0,0
강원,평창군,2022,2,1,1,0,1,0,0
강원,평창군,2022,3,0,0,0,0,0,0
강원,평창군,2022,4,0,3,0,3,1,3
강원,평창군,2022,5,1,1,0,1,0,0
강원,평창군,2022,6,1,2,0,2,0,1
강원,평창군,2022,7,0,2,1,2,0,1
강원,평창군,2022,8,2,2,0,3,1,0
강원,평창군,2022,9,3,3,0,3,0,0
강원,평창군,2022,10,0,0,0,0,0,0
강원,평창군,2022,11,2,3,0,2,0,1
강원,평창군,2022,12,1,1,0,1,0,0
강원,평창군,2023,1,0,0,0,0,0,0
강원,평창군,2023,2,0,0,0,0,0,0
강원,평창군,2023,3,0,0,0,0,0,0
강원,평창군,2023,4,0,1,0,1,0,1
강원,평창군,2023,5,0,1,0,1,0,1
강원,평창군,2023,6,2,2,0,2,0,0
강원,평창군,2023,7,1,1,0,1,0,0
강원,평창군,2023,8,0,1,0,1,0,1
강원,평창군,2023,9,0,2,0,2,0,2
강원,평창군,2023,10,2,5,0,4,0,3
강원,평창군,2023,11,0,0,0,0,0,0
강원,평창군,2023,12,3,4,0,4,1,1
강원,평창군,2024,1,2,2,0,2,0,0
강원,평창군,2024,2,0,0,0,0,0,0
강원,평창군,2024,3,1,1,0,1,0,0
강원,평창군,2024,4,2,2,0,2,0,0
강원,평창군,2024,5,2,2,0,2,0,0
강원,평창군,2024,6,0,1,0,1,0,1
강원,평창군,2024,7,1,3,0,3,0,2
강원,평창군,2024,8,0,0,0,0,0,0
강원,평창군,2024,9,1,1,0,1,0,0
강원,평창군,2024,10,0,1,0,2,1,1
강원,평창군,2024,11,0,4,0,4,0,4
강원,평창군,2024,12,0,0,0,1,1,0
강원,홍천군,2022,1,4,4,0,3,0,0
강원,홍천군,2022,2,1,3,2,3,0,0
강원,홍천군,2022,3,2,3,0,3,0,1
강원,홍천군,2022,4,0,3,0,3,0,3
강원,홍천군,2022,5,1,2,1,2,0,0
강원,홍천군,2022,6,1,3,1,2,0,1
강원,홍천군,2022,7,2,2,0,2,0,0
강원,홍천군,2022,8,3,5,0,4,0,2
강원,홍천군,2022,9,6,9,0,9,0,3
강원,홍천군,2022,10,2,4,1,5,1,1
강원,홍천군,2022,11,0,0,0,1,1,0
강원,홍천군,2022,12,2,2,0,2,0,0
강원,홍천군,2023,1,3,5,1,5,0,1
강원,홍천군,2023,2,0,2,0,2,0,2
강원,홍천군,2023,3,4,4,0,4,0,0
강원,홍천군,2023,4,3,5,0,5,0,2
강원,홍천군,2023,5,3,4,0,4,0,1
강원,홍천군,2023,6,0,0,0,0,0,0
강원,홍천군,2023,7,2,5,0,5,0,3
강원,홍천군,2023,8,1,1,0,2,1,0
강원,홍천군,2023,9,2,4,0,4,0,2
강원,홍천군,2023,10,1,2,0,3,1,1
강원,홍천군,2023,11,0,0,0,0,0,0
강원,홍천군,2023,12,1,3,0,3,0,2
강원,홍천군,2024,1,1,1,0,1,0,0
강원,홍천군,2024,2,2,3,0,2,0,1
강원,홍천군,2024,3,0,0,0,0,0,0
강원,홍천군,2024,4,0,3,0,2,0,3
강원,홍천군,2024,5,1,1,0,1,0,0
강원,홍천군,2024,6,0,1,0,1,0,1
강원,홍천군,2024,7,2,2,0,2,0,0
강원,홍천군,2024,8,1,6,2,7,1,3
강원,홍천군,2024,9,0,3,0,3,0,3
강원,홍천군,2024,10,1,5,0,5,0,4
강원,홍천군,2024,11,2,3,0,3,0,1
