sido,sigungu,year,month,경상자,부상,부상신고자,사고,사망,중상자
경남,의령군,2024,2,2,3,0,3,0,1
경남,의령군,2024,3,1,1,0,1,0,0
경남,의령군,2024,4,0,1,0,1,0,1
경남,의령군,2024,5,1,3,0,2,0,2
경남,의령군,2024,6,1,3,0,2,0,2
경남,의령군,2024,7,0,0,0,0,0,0
경남,의령군,2024,8,0,0,0,0,0,0
경남,의령군,2024,9,2,4,0,4,0,2
경남,의령군,2024,10,2,4,0,4,0,2
경남,의령군,2024,11,1,2,0,2,0,1
경남,의령군,2024,12,0,2,0,2,0,2
경남,진주시,2022,1,4,13,0,13,0,9
경남,진주시,2022,2,4,10,0,10,0,6
경남,진주시,2022,3,5,9,0,9,0,4
경남,진주시,2022,4,7,17,0,17,0,10
경남,진주시,2022,5,6,18,1,18,1,11
경남,진주시,2022,6,9,17,0,16,0,8
경남,진주시,2022,7,7,20,0,22,3,13
경남,진주시,2022,8,5,17,0,16,0,12
경남,진주시,2022,9,4,11,2,13,2,5
경남,진주시,2022,10,13,22,0,22,2,9
경남,진주시,2022,11,9,14,0,14,1,5
경남,진주시,2022,12,6,16,0,16,0,10
경남,진주시,2023,1,4,11,0,11,0,7
경남,진주시,2023,2,1,6,2,6,0,3
경남,진주시,2023,3,7,13,1,13,0,5
경남,진주시,2023,4,5,14,2,14,0,7
경남,진주시,2023,5,3,16,1,16,0,12
경남,진주시,2023,6,9,19,0,20,1,10
경남,진주시,2023,7,6,15,2,14,0,7
경남,진주시,2023,8,5,11,1,11,0,5
경남,진주시,2023,9,5,11,0,11,0,6
경남,진주시,2023,10,13,25,3,24,2,9
경남,진주시,2023,11,10,20,0,20,1,10
경남,진주시,2023,12,4,17,0,18,1,13
경남,진주시,2024,1,3,20,1,19,0,16
경남,진주시,2024,2,6,12,0,11,1,6
경남,진주시,2024,3,4,15,1,16,1,10
경남,진주시,2024,4,5,15,0,15,0,10
경남,진주시,2024,5,9,21,2,20,0,10
경남,진주시,2024,6,2,10,2,10,0,6
경남,진주시,2024,7,5,13,2,12,0,6
경남,진주시,2024,8,5,9,0,9,0,4
경남,진주시,2024,9,2,15,0,16,1,13
경남,진주시,2024,10,2,17,0,16,0,15
경남,진주시,2024,11,7,19,2,20,1,10
경남,진주시,2024,12,10,18,0,17,0,8
경남,창녕군,2022,1,2,3,0,4,1,1
경남,창녕군,2022,2,0,2,0,2,0,2
경남,창녕군,2022,3,0,2,0,2,0,2
경남,창녕군,2022,4,3,4,0,4,0,1
경남,창녕군,2022,5,0,0,0,0,0,0
경남,창녕군,2022,6,1,4,0,3,0,3
경남,창녕군,2022,7,0,3,0,3,0,3
경남,창녕군,2022,8,1,2,0,2,0,1
경남,창녕군,2022,9,1,1,0,1,0,0
경남,창녕군,2022,10,0,3,0,4,1,3
경남,창녕군,2022,11,1,3,0,2,0,2
경남,창녕군,2022,12,0,0,0,1,1,0
경남,창녕군,2023,1,1,3,0,3,0,2
경남,창녕군,2023,2,1,5,0,5,1,4
경남,창녕군,2023,3,1,2,0,2,0,1
경남,창녕군,2023,4,1,4,0,4,0,3
경남,창녕군,2023,5,1,2,0,2,0,1
경남,창녕군,2023,6,0,0,0,0,0,0
경남,창녕군,2023,7,0,3,0,4,1,3
경남,창녕군,2023,8,1,2,0,3,1,1
경남,창녕군,2023,9,1,2,0,2,0,1
경남,창녕군,2023,10,0,1,0,2,1,1
경남,창녕군,2023,11,1,7,0,7,1,6
경남,창녕군,2023,12,0,2,0,3,1,2
경남,창녕군,2024,1,1,2,0,3,1,1
경남,창녕군,2024,2,2,6,0,6,0,4
경남,창녕군,2024,3,1,3,0,3,0,2
경남,창녕군,2024,4,2,3,0,2,0,1
경남,창녕군,2024,5,1,2,0,2,0,1
경남,창녕군,2024,6,2,7,0,7,0,5
경남,창녕군,2024,7,0,3,0,3,0,3
경남,창녕군,2024,8,0,1,0,1,0,1
경남,창녕군,2024,9,2,4,0,4,0,2
경남,창녕군,2024,10,0,6,3,6,0,3
경남,창녕군,2024,11,2,4,0,4,0,2
경남,창녕군,2024,12,0,2,0,2,0,2
경남,창원시(통합),2022,1,29,48,1,46,0,18
경남,창원시(통합),2022,2,23,43,2,45,2,18
경남,창원시(통합),2022,3,25,45,4,46,2,16
경남,창원시(통합),2022,4,21,56,10,60,4,25
경남,창원시(통합),2022,5,26,53,6,54,3,21
경남,창원시(통합),2022,6,21,48,2,49,1,25
경남,창원시(통합),2022,7,15,34,8,34,1,11
경남,창원시(통합),2022,8,14,38,6,40,2,18
경남,창원시(통합),2022,9,38,65,4,62,2,23
경남,창원시(통합),2022,10,27,58,7,55,0,24
경남,창원시(통합),2022,11,25,49,7,49,2,17
경남,창원시(통합),2022,12,35,69,10,70,2,24
경남,창원시(통합),2023,1,19,51,7,51,2,25
경남,창원시(통합),2023,2,28,62,9,59,0,25
경남,창원시(통합),2023,3,32,56,5,55,1,19
경남,창원시(통합),2023,4,34,62,8,64,3,20
경남,창원시(통합),2023,5,20,52,9,50,5,23
경남,창원시(통합),2023,6,19,47,4,46,0,24
경남,창원시(통합),2023,7,26,49,5,50,3,18
경남,창원시(통합),2023,8,17,40,3,38,1,20
경남,창원시(통합),2023,9,30,66,8,66,2,28
경남,창원시(통합),2023,10,28,61,4,64,3,29
경남,창원시(통합),2023,11,32,69,7,70,2,30
경남,창원시(통합),2023,12,45,76,2,78,4,29
경남,창원시(통합),2024,1,33,56,5,55,2,18
경남,창원시(통합),2024,2,22,68,18,70,3,28
경남,창원시(통합),2024,3,23,50,4,50,2,23
경남,창원시(통합),2024,4,25,40,5,40,1,10
경남,창원시(통합),2024,5,32,72,8,68,0,32
경남,창원시(통합),2024,6,26,47,2,48,2,19
경남,창원시(통합),2024,7,24,43,7,43,3,12
경남,창원시(통합),2024,8,22,41,2,38,0,17
경남,창원시(통합),2024,9,20,42,8,41,0,14
경남,창원시(통합),2024,10,19,59,8,61,2,32
경남,창원시(통합),2024,11,27,64,9,67,3,28
경남,창원시(통합),2024,12,32,78,10,73,0,36
경남,통영시,2022,1,9,11,0,11,0,2
경남,통영시,2022,2,5,9,0,9,0,4
경남,통영시,2022,3,2,10,2,10,1,6
경남,통영시,2022,4,2,6,0,6,0,4
경남,통영시,2022,5,4,9,1,8,0,4
경남,통영시,2022,6,4,6,0,6,0,2
경남,통영시,2022,7,4,8,1,8,1,3
경남,통영시,2022,8,7,12,0,12,0,5
경남,통영시,2022,9,6,12,0,12,0,6
경남,통영시,2022,10,10,19,0,18,0,9
경남,통영시,2022,11,10,15,0,16,1,5
경남,통영시,2022,12,6,17,1,17,0,10
경남,통영시,2023,1,2,8,2,8,0,4
경남,통영시,2023,2,6,11,0,11,0,5
경남,통영시,2023,3,9,16,2,15,0,5
경남,통영시,2023,4,5,9,1,9,0,3
경남,통영시,2023,5,4,9,1,9,0,4
경남,통영시,2023,6,5,13,1,13,0,7
경남,통영시,2023,7,15,18,0,14,0,3
경남,통영시,2023,8,8,15,1,15,0,6
경남,통영시,2023,9,4,12,1,12,1,7
경남,통영시,2023,10,11,17,0,16,0,6
경남,통영시,2023,11,6,9,0,9,0,3
경남,통영시,2023,12,12,13,0,14,1,1
경남,통영시,2024,1,6,11,1,12,1,4
경남,통영시,2024,2,11,14,1,14,0,2
경남,통영시,2024,3,6,13,3,13,0,4
경남,통영시,2024,4,7,15,3,15,0,5
경남,통영시,2024,5,4,10,1,10,0,5
경남,통영시,2024,6,3,8,0,8,0,5
경남,통영시,2024,7,7,13,1,11,0,5
경남,통영시,2024,8,9,14,0,10,0,5
경남,통영시,2024,9,8,18,3,16,0,7
경남,통영시,2024,10,4,13,1,13,0,8
경남,통영시,2024,11,10,14,0,12,0,4
경남,통영시,2024,12,2,15,0,16,1,13
경남,하동군,2022,1,0,3,0,3,0,3
경남,하동군,2022,2,0,1,1,1,0,0
경남,하동군,2022,3,1,1,0,1,0,0
경남,하동군,2022,4,1,3,0,3,0,2
경남,하동군,2022,5,0,1,0,1,0,1
경남,하동군,2022,6,1,1,0,1,0,0
경남,하동군,2022,7,1,1,0,1,0,0
경남,하동군,2022,8,1,3,0,2,1,2
경남,하동군,2022,9,3,4,0,4,0,1
경남,하동군,2022,10,0,3,0,3,0,3
경남,하동군,2022,11,1,2,0,2,0,1
경남,하동군,2022,12,0,1,0,1,0,1
경남,하동군,2023,1,0,0,0,0,0,0
경남,하동군,2023,2,0,1,0,2,1,1
경남,하동군,2023,3,1,4,0,5,1,3
경남,하동군,2023,4,0,0,0,0,0,0
경남,하동군,2023,5,2,5,0,7,2,3
경남,하동군,2023,6,1,2,0,2,0,1
경남,하동군,2023,7,4,4,0,4,0,0
경남,하동군,2023,8,1,2,0,2,0,1
경남,하동군,2023,9,1,2,0,2,0,1
경남,하동군,2023,10,3,5,0,5,0,2
경남,하동군,2023,11,3,4,0,4,0,1
경남,하동군,2023,12,1,4,0,4,0,3
경남,하동군,2024,1,1,4,0,4,0,3
경남,하동군,2024,2,1,1,0,1,0,0
경남,하동군,2024,3,0,3,0,3,0,3
경남,하동군,2024,4,1,2,0,2,0,1
경남,하동군,2024,5,0,0,0,0,0,0
경남,하동군,2024,6,1,2,0,2,0,1
경남,하동군,2024,7,0,2,0,2,0,2
경남,하동군,2024,8,0,2,1,3,1,1
경남,하동군,2024,9,1,3,0,3,0,2
경남,하동군,2024,10,1,4,0,4,0,3
경남,하동군,2024,11,0,2,0,2,0,2
경남,하동군,2024,12,1,1,0,1,0,0
경남,함안군,2022,1,2,3,0,3,0,1
경남,함안군,2022,2,1,1,0,1,0,0
경남,함안군,2022,3,1,4,0,5,2,3
경남,함안군,2022,4,0,0,0,0,0,0
경남,함안군,2022,5,2,3,0,3,0,1
경남,함안군,2022,6,0,3,1,3,0,2
경남,함안군,2022,7,1,2,0,2,0,1
경남,함안군,2022,8,1,2,0,2,0,1
경남,함안군,2022,9,2,4,0,5,1,2
경남,함안군,2022,10,1,3,0,3,0,2
경남,함안군,2022,11,2,4,0,3,0,2
경남,함안군,2022,12,0,1,0,1,0,1
경남,함안군,2023,1,1,3,0,4,1,2
경남,함안군,2023,2,1,2,0,2,0,1
경남,함안군,2023,3,1,5,0,5,1,4
경남,함안군,2023,4,0,0,0,0,0,0
경남,함안군,2023,5,1,1,0,1,0,0
경남,함안군,2023,6,1,1,0,1,0,0
경남,함안군,2023,7,1,2,0,2,0,1
경남,함안군,2023,8,0,3,0,3,0,3
경남,함안군,2023,9,2,5,2,5,0,1
경남,함안군,2023,10,2,5,0,5,0,3
경남,함안군,2023,11,1,4,0,5,1,3
경남,함안군,2023,12,5,8,0,8,0,3
경남,함안군,2024,1,0,4,0,4,0,4
경남,함안군,2024,2,0,3,0,3,0,3
경남,함안군,2024,3,2,6,2,5,0,2
경남,함안군,2024,4,0,3,1,3,0,2
경남,함안군,2024,5,2,5,0,5,0,3
경남,함안군,2024,6,1,2,1,2,0,0
경남,함안군,2024,7,2,6,1,6,0,3
경남,함안군,2024,8,0,2,0,3,1,2
경남,함안군,2024,9,0,3,0,3,0,3
경남,함안군,2024,10,1,2,0,3,1,1
경남,함안군,2024,11,0,1,0,1,0,1
경남,함안군,2024,12,4,4,0,4,0,0
경남,함양군,2022,1,1,4,0,3,0,3
경남,함양군,2022,2,1,3,0,3,0,2
경남,함양군,2022,3,1,1,0,2,1,0
경남,함양군,2022,4,1,2,0,2,0,1
경남,함양군,2022,5,1,3,0,3,0,2
경남,함양군,2022,6,1,4,0,4,0,3
경남,함양군,2022,7,2,2,0,5,3,0
경남,함양군,2022,8,1,3,0,3,1,2
경남,함양군,2022,9,1,6,1,6,0,4
경남,함양군,2022,10,3,5,0,6,1,2
경남,함양군,2022,11,1,4,0,4,0,3
경남,함양군,2022,12,1,3,0,3,0,2
경남,함양군,2023,1,2,3,0,3,0,1
경남,함양군,2023,2,0,0,0,0,0,0
경남,함양군,2023,3,4,4,0,4,0,0
경남,함양군,2023,4,1,3,0,2,0,2
경남,함양군,2023,5,1,2,0,3,1,1
경남,함양군,2023,6,1,3,1,5,2,1
경남,함양군,2023,7,0,0,0,0,0,0
경남,함양군,2023,8,0,2,0,2,0,2
경남,함양군,2023,9,1,5,1,4,0,3
경남,함양군,2023,10,0,1,0,1,0,1
경남,함양군,2023,11,0,4,2,4,0,2
경남,함양군,2023,12,1,6,1,7,1,4
경남,함양군,2024,1,0,3,0,2,0,3
경남,함양군,2024,2,1,1,0,1,0,0
경남,함양군,2024,3,2,5,1,5,0,2
경남,함양군,2024,4,1,2,0,2,0,1
경남,함양군,2024,5,1,1,0,1,0,0
경남,함양군,2024,6,1,3,0,1,0,2
경남,함양군,2024,7,0,1,0,1,0,1
경남,함양군,2024,8,1,5,2,5,0,2
경남,함양군,2024,9,2,3,0,4,1,1
경남,함양군,2024,10,2,5,1,5,0,2
경남,함양군,2024,11,1,3,0,4,1,2
경남,함양군,2024,12,0,1,0,1,0,1
경남,합천군,2022,1,0,1,0,1,0,1
경남,합천군,2022,2,0,0,0,0,0,0
경남,합천군,2022,3,0,1,0,1,0,1
경남,합천군,2022,4,1,6,1,5,1,4
경남,합천군,2022,5,1,2,0,2,0,1
경남,합천군,2022,6,0,1,0,1,0,1
경남,합천군,2022,7,1,5,0,5,0,4
경남,합천군,2022,8,0,0,0,0,0,0
경남,합천군,2022,9,2,4,0,2,0,2
경남,합천군,2022,10,0,3,0,4,1,3
경남,합천군,2022,11,1,3,0,3,0,2
경남,합천군,2022,12,0,1,0,1,0,1
경남,합천군,2023,1,2,2,0,2,0,0
경남,합천군,2023,2,0,3,0,3,0,3
경남,합천군,2023,3,0,4,1,4,0,3
경남,합천군,2023,4,0,0,0,0,0,0
경남,합천군,2023,5,0,0,0,1,1,0
경남,합천군,2023,6,2,4,0,4,0,2
경남,합천군,2023,7,1,2,0,2,0,1
경남,합천군,2023,8,0,2,0,2,0,2
경남,합천군,2023,9,2,2,0,2,0,0
경남,합천군,2023,10,1,5,1,5,1,3
경남,합천군,2023,11,0,2,0,2,0,2
경남,합천군,2023,12,2,6,0,5,1,4
경남,합천군,2024,1,0,5,3,3,0,2
경남,합천군,2024,2,4,4,0,2,0,0
경남,합천군,2024,3,0,2,1,2,0,1
경남,합천군,2024,4,1,3,0,3,0,2
경남,합천군,2024,5,1,1,0,1,0,0
경남,합천군,2024,6,2,4,0,4,0,2
경남,합천군,2024,7,0,0,0,0,0,0
경남,합천군,2024,8,1,2,0,2,0,1
경남,합천군,2024,9,0,4,2,4,0,2
경남,합천군,2024,10,0,2,0,2,0,2
경남,합천군,2024,11,0,0,0,0,0,0
경남,합천군,2024,12,1,1,0,1,0,0
경북,경산시,2022,1,10,21,0,20,0,11
경북,경산시,2022,2,10,16,0,17,1,6
경북,경산시,2022,3,13,18,0,18,0,5
경북,경산시,2022,4,8,15,0,15,0,7
경북,경산시,2022,5,14,19,0,17,0,5
경북,경산시,2022,6,7,16,0,15,0,9
경북,경산시,2022,7,11,16,0,15,0,5
경북,경산시,2022,8,11,22,0,22,1,11
경북,경산시,2022,9,15,16,0,15,1,1
경북,경산시,2022,10,8,25,0,26,2,17
경북,경산시,2022,11,7,16,0,17,1,9
경북,경산시,2022,12,8,13,0,14,1,5
경북,경산시,2023,1,13,21,0,21,1,8
경북,경산시,2023,2,3,9,0,9,0,6
경북,경산시,2023,3,6,13,0,13,0,7
경북,경산시,2023,4,7,16,0,18,2,9
경북,경산시,2023,5,15,24,0,24,0,9
경북,경산시,2023,6,10,16,1,15,0,5
경북,경산시,2023,7,4,10,0,10,0,6
경북,경산시,2023,8,12,16,0,17,1,4
경북,경산시,2023,9,11,20,1,21,1,8
경북,경산시,2023,10,15,21,0,20,1,6
경북,경산시,2023,11,6,15,0,15,1,9
경북,경산시,2023,12,11,19,0,19,0,8
경북,경산시,2024,1,10,14,0,13,0,4
경북,경산시,2024,2,4,12,0,12,0,8
경북,경산시,2024,3,22,29,1,25,0,6
경북,경산시,2024,4,10,21,2,20,0,9
경북,경산시,2024,5,8,21,0,20,0,13
경북,경산시,2024,6,6,10,2,11,1,2
경북,경산시,2024,7,12,16,0,16,0,4
경북,경산시,2024,8,11,18,0,18,0,7
경북,경산시,2024,9,15,30,0,27,0,15
경북,경산시,2024,10,8,14,0,15,1,6
경북,경산시,2024,11,12,19,0,18,0,7
경북,경산시,2024,12,12,20,1,21,1,7
경북,경주시,2022,1,9,19,2,19,1,8
경북,경주시,2022,2,6,8,0,7,0,2
경북,경주시,2022,3,5,13,1,13,0,7
경북,경주시,2022,4,8,17,1,17,1,8
경북,경주시,2022,5,7,11,0,11,0,4
경북,경주시,2022,6,8,19,0,19,0,11
경북,경주시,2022,7,10,17,1,17,0,6
경북,경주시,2022,8,5,11,0,12,1,6
경북,경주시,2022,9,5,9,2,9,0,2
경북,경주시,2022,10,11,21,0,22,2,10
경북,경주시,2022,11,10,20,1,20,1,9
경북,경주시,2022,12,8,16,0,16,0,8
경북,경주시,2023,1,6,20,2,18,2,12
경북,경주시,2023,2,4,13,1,11,0,8
경북,경주시,2023,3,12,21,0,20,0,9
경북,경주시,2023,4,8,21,3,20,0,10
경북,경주시,2023,5,12,20,2,21,1,6
경북,경주시,2023,6,7,21,1,20,1,13
경북,경주시,2023,7,8,15,2,14,0,5
경북,경주시,2023,8,5,16,0,18,2,11
경북,경주시,2023,9,13,22,0,22,1,9
경북,경주시,2023,10,10,23,3,22,0,10
경북,경주시,2023,11,4,12,0,12,1,8
경북,경주시,2023,12,14,24,1,22,0,9
경북,경주시,2024,1,5,19,0,19,0,14
경북,경주시,2024,2,7,11,0,11,0,4
경북,경주시,2024,3,7,14,1,14,0,6
경북,경주시,2024,4,9,19,2,20,1,8
경북,경주시,2024,5,7,16,2,17,1,7
경북,경주시,2024,6,8,11,2,11,0,1
경북,경주시,2024,7,7,13,0,12,0,6
경북,경주시,2024,8,6,17,0,18,2,11
경북,경주시,2024,9,6,20,0,21,1,14
경북,경주시,2024,10,4,14,1,15,1,9
경북,경주시,2024,11,2,12,0,12,0,10
경북,경주시,2024,12,4,4,0,5,1,0
경북,고령군,2022,1,0,0,0,1,1,0
경북,고령군,2022,2,0,0,0,0,0,0
경북,고령군,2022,3,0,2,0,2,0,2
경북,고령군,2022,4,0,1,0,1,0,1
경북,고령군,2022,5,0,1,0,1,0,1
경북,고령군,2022,6,0,0,0,0,0,0
경북,고령군,2022,7,1,1,0,1,0,0
경북,고령군,2022,8,0,0,0,0,0,0
경북,고령군,2022,9,1,4,0,4,0,3
경북,고령군,2022,10,3,6,0,5,0,3
경북,고령군,2022,11,2,4,0,4,0,2
경북,고령군,2022,12,0,0,0,0,0,0
경북,고령군,2023,1,0,0,0,0,0,0
경북,고령군,2023,2,1,2,0,2,0,1
경북,고령군,2023,3,0,0,0,0,0,0
경북,고령군,2023,4,3,4,0,4,0,1
경북,고령군,2023,5,2,3,0,2,0,1
경북,고령군,2023,6,0,0,0,0,0,0
경북,고령군,2023,7,1,2,0,3,1,1
경북,고령군,2023,8,0,0,0,0,0,0
경북,고령군,2023,9,1,3,0,3,0,2
경북,고령군,2023,10,1,2,0,2,0,1
경북,고령군,2023,11,5,8,0,6,0,3
경북,고령군,2023,12,0,1,0,1,0,1
경북,고령군,2024,1,0,1,0,1,0,1
경북,고령군,2024,2,1,3,0,4,1,2
경북,고령군,2024,3,2,2,0,1,0,0
경북,고령군,2024,4,0,0,0,0,0,0
경북,고령군,2024,5,1,2,0,2,0,1
경북,고령군,2024,6,1,1,0,1,0,0
경북,고령군,2024,7,0,2,0,2,0,2
경북,고령군,2024,8,0,1,0,1,0,1
경북,고령군,2024,9,1,1,0,1,0,0
경북,고령군,2024,10,0,0,0,0,0,0
경북,고령군,2024,11,0,2,0,2,0,2
경북,고령군,2024,12,0,1,0,1,0,1
경북,구미시,2022,1,11,22,1,22,1,10
경북,구미시,2022,2,7,16,0,16,0,9
경북,구미시,2022,3,13,22,1,21,0,8
경북,구미시,2022,4,10,17,2,18,1,5
경북,구미시,2022,5,10,21,1,21,0,10
경북,구미시,2022,6,6,16,1,16,0,9
경북,구미시,2022,7,12,15,1,15,1,2
경북,구미시,2022,8,13,21,2,22,1,6
경북,구미시,2022,9,19,31,0,30,0,12
경북,구미시,2022,10,13,21,0,22,1,8
경북,구미시,2022,11,15,29,3,28,0,11
경북,구미시,2022,12,9,18,1,15,2,8
경북,구미시,2023,1,12,20,0,19,0,8
경북,구미시,2023,2,11,17,0,17,1,6
경북,구미시,2023,3,10,19,1,18,0,8
경북,구미시,2023,4,14,26,1,24,0,11
경북,구미시,2023,5,9,15,0,16,1,6
경북,구미시,2023,6,10,18,2,17,0,6
경북,구미시,2023,7,14,23,0,22,0,9
경북,구미시,2023,8,16,29,2,25,0,11
경북,구미시,2023,9,15,23,1,22,0,7
경북,구미시,2023,10,9,18,1,18,0,8
경북,구미시,2023,11,5,15,0,18,3,10
경북,구미시,2023,12,10,24,1,23,0,13
경북,구미시,2024,1,13,22,1,23,1,8
경북,구미시,2024,2,4,14,3,14,0,7
경북,구미시,2024,3,8,20,3,18,0,9
경북,구미시,2024,4,9,15,0,14,0,6
경북,구미시,2024,5,15,27,1,26,3,11
경북,구미시,2024,6,10,24,1,26,3,13
경북,구미시,2024,7,6,11,0,12,1,5
경북,구미시,2024,8,13,18,1,16,0,4
경북,구미시,2024,9,13,23,2,22,0,8
경북,구미시,2024,10,6,14,0,16,2,8
경북,구미시,2024,11,8,23,0,22,0,15
경북,구미시,2024,12,7,15,1,15,0,7
경북,군위군,2022,1,0,0,0,0,0,0
경북,군위군,2022,2,0,0,0,0,0,0
경북,군위군,2022,3,0,3,0,2,0,3
경북,군위군,2022,4,0,0,0,0,0,0
경북,군위군,2022,5,1,1,0,1,0,0
경북,군위군,2022,6,0,0,0,0,0,0
경북,군위군,2022,7,0,0,0,0,0,0
경북,군위군,2022,8,0,1,0,1,0,1
경북,군위군,2022,9,0,0,0,0,0,0
경북,군위군,2022,10,0,0,0,0,0,0
경북,군위군,2022,11,0,0,0,0,0,0
경북,군위군,2022,12,0,0,0,0,0,0
경북,군위군,2023,1,1,1,0,1,0,0
경북,군위군,2023,2,0,0,0,0,0,0
경북,군위군,2023,3,0,0,0,0,0,0
경북,군위군,2023,4,0,2,0,2,0,2
경북,군위군,2023,5,1,5,0,4,0,4
경북,군위군,2023,6,1,1,0,2,1,0
경북,군위군,2023,7,0,0,0,0,0,0
경북,군위군,2023,8,0,0,0,0,0,0
경북,군위군,2023,9,0,0,0,0,0,0
경북,군위군,2023,10,0,0,0,0,0,0
경북,군위군,2023,11,0,0,0,0,0,0
경북,군위군,2023,12,0,0,0,0,0,0
경북,군위군,2024,1,0,0,0,0,0,0
경북,군위군,2024,2,0,0,0,0,0,0
경북,군위군,2024,3,0,0,0,0,0,0
경북,군위군,2024,4,0,0,0,0,0,0
경북,군위군,2024,5,0,0,0,0,0,0
경북,군위군,2024,6,0,0,0,0,0,0
경북,군위군,2024,7,0,0,0,0,0,0
경북,군위군,2024,8,0,0,0,0,0,0
경북,군위군,2024,9,0,0,0,0,0,0
경북,군위군,2024,10,0,0,0,0,0,0
경북,군위군,2024,11,0,0,0,0,0,0
경북,군위군,2024,12,0,0,0,0,0,0
경북,김천시,2022,1,7,10,0,10,0,3
경북,김천시,2022,2,2,3,0,3,0,1
경북,김천시,2022,3,0,0,0,0,0,0
경북,김천시,2022,4,2,7,1,7,0,4
경북,김천시,2022,5,5,7,0,7,0,2
경북,김천시,2022,6,0,4,0,4,0,4
경북,김천시,2022,7,6,10,0,11,3,4
경북,김천시,2022,8,3,8,0,8,0,5
경북,김천시,2022,9,2,5,0,5,0,3
경북,김천시,2022,10,5,9,0,9,0,4
경북,김천시,2022,11,3,5,0,5,0,2
경북,김천시,2022,12,2,3,0,3,0,1
경북,김천시,2023,1,1,3,0,3,0,2
경북,김천시,2023,2,3,8,0,8,0,5
경북,김천시,2023,3,2,2,0,2,0,0
경북,김천시,2023,4,1,7,0,7,0,6
경북,김천시,2023,5,4,10,0,11,1,6
경북,김천시,2023,6,6,7,0,6,0,1
경북,김천시,2023,7,4,13,0,12,0,9
경북,김천시,2023,8,1,3,0,3,0,2
경북,김천시,2023,9,4,8,0,8,0,4
경북,김천시,2023,10,4,12,5,8,0,3
경북,김천시,2023,11,5,11,0,11,0,6
경북,김천시,2023,12,2,6,0,6,1,4
경북,김천시,2024,1,2,5,0,5,0,3
경북,김천시,2024,2,1,5,1,5,0,3
경북,김천시,2024,3,1,5,0,6,1,4
경북,김천시,2024,4,3,8,0,8,0,5
경북,김천시,2024,5,3,6,1,6,0,2
경북,김천시,2024,6,4,7,0,6,1,3
경북,김천시,2024,7,3,8,1,8,0,4
경북,김천시,2024,8,1,4,0,4,0,3
경북,김천시,2024,9,1,4,0,4,0,3
경북,김천시,2024,10,2,14,1,15,2,11
경북,김천시,2024,11,5,11,0,8,0,6
경북,김천시,2024,12,0,5,0,5,0,5
경북,문경시,2022,1,0,1,0,1,0,1
경북,문경시,2022,2,1,2,0,2,0,1
경북,문경시,2022,3,1,3,2,3,0,0
경북,문경시,2022,4,2,2,0,2,0,0
경북,문경시,2022,5,0,2,0,2,0,2
경북,문경시,2022,6,2,6,2,6,0,2
경북,문경시,2022,7,0,4,0,4,0,4
경북,문경시,2022,8,3,4,0,3,0,1
경북,문경시,2022,9,3,4,0,4,0,1
경북,문경시,2022,10,1,4,0,4,0,3
경북,문경시,2022,11,2,3,0,3,0,1
경북,문경시,2022,12,2,5,2,3,0,1
경북,문경시,2023,1,4,8,0,7,0,4
경북,문경시,2023,2,3,4,0,4,0,1
경북,문경시,2023,3,1,3,1,4,1,1
경북,문경시,2023,4,1,4,1,4,0,2
경북,문경시,2023,5,2,5,0,5,0,3
경북,문경시,2023,6,0,0,0,0,0,0
경북,문경시,2023,7,2,6,0,6,0,4
경북,문경시,2023,8,1,2,1,2,0,0
경북,문경시,2023,9,5,7,0,5,0,2
경북,문경시,2023,10,3,4,0,4,0,1
경북,문경시,2023,11,0,4,1,4,0,3
경북,문경시,2023,12,2,5,0,5,0,3
경북,문경시,2024,1,4,5,1,5,1,0
경북,문경시,2024,2,0,1,0,1,0,1
경북,문경시,2024,3,0,2,0,2,0,2
경북,문경시,2024,4,1,5,0,5,0,4
경북,문경시,2024,5,2,3,0,3,0,1
경북,문경시,2024,6,3,3,0,3,0,0
경북,문경시,2024,7,2,2,0,2,0,0
경북,문경시,2024,8,2,4,0,5,1,2
경북,문경시,2024,9,3,5,0,5,0,2
경북,문경시,2024,10,4,6,1,6,0,1
경북,문경시,2024,11,2,4,0,4,0,2
경북,문경시,2024,12,1,1,0,1,0,0
경북,봉화군,2022,1,0,1,0,1,0,1
경북,봉화군,2022,2,0,0,0,0,0,0
경북,봉화군,2022,3,0,0,0,0,0,0
경북,봉화군,2022,4,1,1,0,1,0,0
경북,봉화군,2022,5,0,2,0,2,0,2
경북,봉화군,2022,6,1,2,0,2,0,1
경북,봉화군,2022,7,1,1,0,1,0,0
경북,봉화군,2022,8,1,1,0,2,1,0
경북,봉화군,2022,9,0,0,0,0,0,0
경북,봉화군,2022,10,0,0,0,0,0,0
경북,봉화군,2022,11,3,4,0,3,0,1
경북,봉화군,2022,12,0,2,0,2,0,2
경북,봉화군,2023,1,0,2,1,2,0,1
경북,봉화군,2023,2,0,0,0,1,1,0
경북,봉화군,2023,3,0,0,0,0,0,0
경북,봉화군,2023,4,0,2,0,2,0,2
경북,봉화군,2023,5,2,4,0,4,0,2
경북,봉화군,2023,6,2,3,0,3,0,1
경북,봉화군,2023,7,0,1,0,1,0,1
경북,봉화군,2023,8,1,2,0,2,0,1
경북,봉화군,2023,9,2,2,0,2,0,0
경북,봉화군,2023,10,0,0,0,0,0,0
경북,봉화군,2023,11,1,2,0,2,0,1
