sido,sigungu,metric,unit,value,year,month,period_type
서울,종로구,사고,건,19,2022,1,month
서울,종로구,사망,명,0,2022,1,month
서울,종로구,부상,명,19,2022,1,month
서울,종로구,중상자,명,7,2022,1,month
서울,종로구,경상자,명,9,2022,1,month
서울,종로구,부상신고자,명,3,2022,1,month
서울,중구,사고,건,16,2022,1,month
서울,중구,사망,명,0,2022,1,month
서울,중구,부상,명,16,2022,1,month
서울,중구,중상자,명,8,2022,1,month
서울,중구,경상자,명,6,2022,1,month
서울,중구,부상신고자,명,2,2022,1,month
서울,용산구,사고,건,15,2022,1,month
서울,용산구,사망,명,0,2022,1,month
서울,용산구,부상,명,18,2022,1,month
서울,용산구,중상자,명,6,2022,1,month
서울,용산구,경상자,명,11,2022,1,month
서울,용산구,부상신고자,명,1,2022,1,month
서울,성동구,사고,건,13,2022,1,month
서울,성동구,사망,명,1,2022,1,month
서울,성동구,부상,명,12,2022,1,month
서울,성동구,중상자,명,2,2022,1,month
서울,성동구,경상자,명,9,2022,1,month
서울,성동구,부상신고자,명,1,2022,1,month
서울,동대문구,사고,건,24,2022,1,month
서울,동대문구,사망,명,0,2022,1,month
서울,동대문구,부상,명,24,2022,1,month
서울,동대문구,중상자,명,7,2022,1,month
서울,동대문구,경상자,명,17,2022,1,month
서울,동대문구,부상신고자,명,0,2022,1,month
서울,성북구,사고,건,17,2022,1,month
서울,성북구,사망,명,0,2022,1,month
서울,성북구,부상,명,17,2022,1,month
서울,성북구,중상자,명,10,2022,1,month
서울,성북구,경상자,명,7,2022,1,month
서울,성북구,부상신고자,명,0,2022,1,month
서울,도봉구,사고,건,11,2022,1,month
서울,도봉구,사망,명,0,2022,1,month
서울,도봉구,부상,명,11,2022,1,month
서울,도봉구,중상자,명,4,2022,1,month
서울,도봉구,경상자,명,7,2022,1,month
서울,도봉구,부상신고자,명,0,2022,1,month
서울,은평구,사고,건,22,2022,1,month
서울,은평구,사망,명,1,2022,1,month
서울,은평구,부상,명,21,2022,1,month
서울,은평구,중상자,명,10,2022,1,month
서울,은평구,경상자,명,10,2022,1,month
서울,은평구,부상신고자,명,1,2022,1,month
서울,서대문구,사고,건,24,2022,1,month
서울,서대문구,사망,명,1,2022,1,month
서울,서대문구,부상,명,25,2022,1,month
서울,서대문구,중상자,명,15,2022,1,month
서울,서대문구,경상자,명,9,2022,1,month
서울,서대문구,부상신고자,명,1,2022,1,month
서울,마포구,사고,건,12,2022,1,month
서울,마포구,사망,명,0,2022,1,month
서울,마포구,부상,명,16,2022,1,month
서울,마포구,중상자,명,5,2022,1,month
서울,마포구,경상자,명,10,2022,1,month
서울,마포구,부상신고자,명,1,2022,1,month
서울,강서구,사고,건,33,2022,1,month
서울,강서구,사망,명,1,2022,1,month
서울,강서구,부상,명,33,2022,1,month
서울,강서구,중상자,명,12,2022,1,month
서울,강서구,경상자,명,20,2022,1,month
서울,강서구,부상신고자,명,1,2022,1,month
서울,구로구,사고,건,26,2022,1,month
서울,구로구,사망,명,1,2022,1,month
서울,구로구,부상,명,26,2022,1,month
서울,구로구,중상자,명,13,2022,1,month
서울,구로구,경상자,명,13,2022,1,month
서울,구로구,부상신고자,명,0,2022,1,month
서울,영등포구,사고,건,39,2022,1,month
서울,영등포구,사망,명,1,2022,1,month
서울,영등포구,부상,명,39,2022,1,month
서울,영등포구,중상자,명,15,2022,1,month
서울,영등포구,경상자,명,21,2022,1,month
서울,영등포구,부상신고자,명,3,2022,1,month
서울,동작구,사고,건,36,2022,1,month
서울,동작구,사망,명,2,2022,1,month
서울,동작구,부상,명,37,2022,1,month
서울,동작구,중상자,명,9,2022,1,month
서울,동작구,경상자,명,24,2022,1,month
서울,동작구,부상신고자,명,4,2022,1,month
서울,관악구,사고,건,25,2022,1,month
서울,관악구,사망,명,0,2022,1,month
서울,관악구,부상,명,26,2022,1,month
서울,관악구,중상자,명,11,2022,1,month
서울,관악구,경상자,명,13,2022,1,month
서울,관악구,부상신고자,명,2,2022,1,month
서울,강남구,사고,건,73,2022,1,month
서울,강남구,사망,명,0,2022,1,month
서울,강남구,부상,명,76,2022,1,month
서울,강남구,중상자,명,15,2022,1,month
서울,강남구,경상자,명,55,2022,1,month
서울,강남구,부상신고자,명,6,2022,1,month
서울,강동구,사고,건,15,2022,1,month
서울,강동구,사망,명,1,2022,1,month
서울,강동구,부상,명,14,2022,1,month
서울,강동구,중상자,명,6,2022,1,month
서울,강동구,경상자,명,6,2022,1,month
서울,강동구,부상신고자,명,2,2022,1,month
서울,송파구,사고,건,33,2022,1,month
서울,송파구,사망,명,0,2022,1,month
서울,송파구,부상,명,35,2022,1,month
서울,송파구,중상자,명,16,2022,1,month
서울,송파구,경상자,명,19,2022,1,month
서울,송파구,부상신고자,명,0,2022,1,month
서울,서초구,사고,건,31,2022,1,month
서울,서초구,사망,명,0,2022,1,month
서울,서초구,부상,명,31,2022,1,month
서울,서초구,중상자,명,10,2022,1,month
서울,서초구,경상자,명,19,2022,1,month
서울,서초구,부상신고자,명,2,2022,1,month
서울,양천구,사고,건,19,2022,1,month
서울,양천구,사망,명,1,2022,1,month
서울,양천구,부상,명,18,2022,1,month
서울,양천구,중상자,명,6,2022,1,month
서울,양천구,경상자,명,12,2022,1,month
서울,양천구,부상신고자,명,0,2022,1,month
서울,중랑구,사고,건,28,2022,1,month
서울,중랑구,사망,명,0,2022,1,month
서울,중랑구,부상,명,28,2022,1,month
서울,중랑구,중상자,명,13,2022,1,month
서울,중랑구,경상자,명,14,2022,1,month
서울,중랑구,부상신고자,명,1,2022,1,month
서울,노원구,사고,건,26,2022,1,month
서울,노원구,사망,명,0,2022,1,month
서울,노원구,부상,명,26,2022,1,month
서울,노원구,중상자,명,8,2022,1,month
서울,노원구,경상자,명,17,2022,1,month
서울,노원구,부상신고자,명,1,2022,1,month
서울,광진구,사고,건,5,2022,1,month
서울,광진구,사망,명,0,2022,1,month
서울,광진구,부상,명,5,2022,1,month
서울,광진구,중상자,명,3,2022,1,month
서울,광진구,경상자,명,2,2022,1,month
서울,광진구,부상신고자,명,0,2022,1,month
서울,강북구,사고,건,28,2022,1,month
서울,강북구,사망,명,0,2022,1,month
서울,강북구,부상,명,29,2022,1,month
서울,강북구,중상자,명,10,2022,1,month
서울,강북구,경상자,명,19,2022,1,month
서울,강북구,부상신고자,명,0,2022,1,month
서울,금천구,사고,건,11,2022,1,month
서울,금천구,사망,명,0,2022,1,month
서울,금천구,부상,명,11,2022,1,month
서울,금천구,중상자,명,4,2022,1,month
서울,금천구,경상자,명,7,2022,1,month
서울,금천구,부상신고자,명,0,2022,1,month
부산,중구,사고,건,7,2022,1,month
부산,중구,사망,명,0,2022,1,month
부산,중구,부상,명,7,2022,1,month
부산,중구,중상자,명,3,2022,1,month
부산,중구,경상자,명,4,2022,1,month
부산,중구,부상신고자,명,0,2022,1,month
부산,서구,사고,건,7,2022,1,month
부산,서구,사망,명,1,2022,1,month
부산,서구,부상,명,6,2022,1,month
부산,서구,중상자,명,3,2022,1,month
부산,서구,경상자,명,3,2022,1,month
부산,서구,부상신고자,명,0,2022,1,month
부산,동구,사고,건,8,2022,1,month
부산,동구,사망,명,0,2022,1,month
부산,동구,부상,명,8,2022,1,month
부산,동구,중상자,명,4,2022,1,month
부산,동구,경상자,명,4,2022,1,month
부산,동구,부상신고자,명,0,2022,1,month
부산,영도구,사고,건,4,2022,1,month
부산,영도구,사망,명,0,2022,1,month
부산,영도구,부상,명,4,2022,1,month
부산,영도구,중상자,명,2,2022,1,month
부산,영도구,경상자,명,2,2022,1,month
부산,영도구,부상신고자,명,0,2022,1,month
부산,진구,사고,건,29,2022,1,month
부산,진구,사망,명,1,2022,1,month
부산,진구,부상,명,30,2022,1,month
부산,진구,중상자,명,10,2022,1,month
부산,진구,경상자,명,20,2022,1,month
부산,진구,부상신고자,명,0,2022,1,month
부산,동래구,사고,건,14,2022,1,month
부산,동래구,사망,명,0,2022,1,month
부산,동래구,부상,명,15,2022,1,month
부산,동래구,중상자,명,6,2022,1,month
부산,동래구,경상자,명,9,2022,1,month
부산,동래구,부상신고자,명,0,2022,1,month
부산,남구,사고,건,13,2022,1,month
부산,남구,사망,명,3,2022,1,month
부산,남구,부상,명,10,2022,1,month
부산,남구,중상자,명,7,2022,1,month
부산,남구,경상자,명,3,2022,1,month
부산,남구,부상신고자,명,0,2022,1,month
부산,북구,사고,건,7,2022,1,month
부산,북구,사망,명,0,2022,1,month
부산,북구,부상,명,7,2022,1,month
부산,북구,중상자,명,1,2022,1,month
부산,북구,경상자,명,6,2022,1,month
부산,북구,부상신고자,명,0,2022,1,month
부산,해운대구,사고,건,16,2022,1,month
부산,해운대구,사망,명,0,2022,1,month
부산,해운대구,부상,명,17,2022,1,month
부산,해운대구,중상자,명,11,2022,1,month
부산,해운대구,경상자,명,6,2022,1,month
부산,해운대구,부상신고자,명,0,2022,1,month
부산,사하구,사고,건,11,2022,1,month
부산,사하구,사망,명,0,2022,1,month
부산,사하구,부상,명,11,2022,1,month
부산,사하구,중상자,명,9,2022,1,month
부산,사하구,경상자,명,2,2022,1,month
부산,사하구,부상신고자,명,0,2022,1,month
부산,금정구,사고,건,19,2022,1,month
부산,금정구,사망,명,0,2022,1,month
부산,금정구,부상,명,20,2022,1,month
부산,금정구,중상자,명,8,2022,1,month
부산,금정구,경상자,명,11,2022,1,month
부산,금정구,부상신고자,명,1,2022,1,month
부산,강서구,사고,건,7,2022,1,month
부산,강서구,사망,명,0,2022,1,month
부산,강서구,부상,명,8,2022,1,month
부산,강서구,중상자,명,3,2022,1,month
부산,강서구,경상자,명,4,2022,1,month
부산,강서구,부상신고자,명,1,2022,1,month
부산,연제구,사고,건,6,2022,1,month
부산,연제구,사망,명,0,2022,1,month
부산,연제구,부상,명,6,2022,1,month
부산,연제구,중상자,명,4,2022,1,month
부산,연제구,경상자,명,2,2022,1,month
부산,연제구,부상신고자,명,0,2022,1,month
부산,수영구,사고,건,15,2022,1,month
부산,수영구,사망,명,0,2022,1,month
부산,수영구,부상,명,15,2022,1,month
부산,수영구,중상자,명,4,2022,1,month
부산,수영구,경상자,명,9,2022,1,month
부산,수영구,부상신고자,명,2,2022,1,month
부산,사상구,사고,건,13,2022,1,month
부산,사상구,사망,명,0,2022,1,month
부산,사상구,부상,명,14,2022,1,month
부산,사상구,중상자,명,6,2022,1,month
부산,사상구,경상자,명,7,2022,1,month
부산,사상구,부상신고자,명,1,2022,1,month
부산,기장군,사고,건,5,2022,1,month
부산,기장군,사망,명,0,2022,1,month
부산,기장군,부상,명,5,2022,1,month
부산,기장군,중상자,명,0,2022,1,month
부산,기장군,경상자,명,4,2022,1,month
부산,기장군,부상신고자,명,1,2022,1,month
대구,중구,사고,건,18,2022,1,month
대구,중구,사망,명,0,2022,1,month
대구,중구,부상,명,18,2022,1,month
대구,중구,중상자,명,7,2022,1,month
대구,중구,경상자,명,9,2022,1,month
대구,중구,부상신고자,명,2,2022,1,month
대구,동구,사고,건,22,2022,1,month
대구,동구,사망,명,0,2022,1,month
대구,동구,부상,명,23,2022,1,month
대구,동구,중상자,명,8,2022,1,month
대구,동구,경상자,명,14,2022,1,month
대구,동구,부상신고자,명,1,2022,1,month
대구,서구,사고,건,13,2022,1,month
대구,서구,사망,명,0,2022,1,month
대구,서구,부상,명,13,2022,1,month
대구,서구,중상자,명,5,2022,1,month
대구,서구,경상자,명,8,2022,1,month
대구,서구,부상신고자,명,0,2022,1,month
대구,남구,사고,건,7,2022,1,month
대구,남구,사망,명,0,2022,1,month
대구,남구,부상,명,8,2022,1,month
대구,남구,중상자,명,5,2022,1,month
대구,남구,경상자,명,2,2022,1,month
대구,남구,부상신고자,명,1,2022,1,month
대구,북구,사고,건,17,2022,1,month
대구,북구,사망,명,0,2022,1,month
대구,북구,부상,명,18,2022,1,month
대구,북구,중상자,명,10,2022,1,month
대구,북구,경상자,명,8,2022,1,month
대구,북구,부상신고자,명,0,2022,1,month
대구,수성구,사고,건,26,2022,1,month
대구,수성구,사망,명,0,2022,1,month
대구,수성구,부상,명,26,2022,1,month
대구,수성구,중상자,명,7,2022,1,month
대구,수성구,경상자,명,18,2022,1,month
대구,수성구,부상신고자,명,1,2022,1,month
대구,달서구,사고,건,34,2022,1,month
대구,달서구,사망,명,3,2022,1,month
대구,달서구,부상,명,33,2022,1,month
대구,달서구,중상자,명,12,2022,1,month
대구,달서구,경상자,명,21,2022,1,month
대구,달서구,부상신고자,명,0,2022,1,month
대구,달성군,사고,건,10,2022,1,month
대구,달성군,사망,명,0,2022,1,month
대구,달성군,부상,명,10,2022,1,month
대구,달성군,중상자,명,2,2022,1,month
대구,달성군,경상자,명,8,2022,1,month
대구,달성군,부상신고자,명,0,2022,1,month
대구,군위군,사고,건,0,2022,1,month
대구,군위군,사망,명,0,2022,1,month
대구,군위군,부상,명,0,2022,1,month
대구,군위군,중상자,명,0,2022,1,month
대구,군위군,경상자,명,0,2022,1,month
대구,군위군,부상신고자,명,0,2022,1,month
인천,중구,사고,건,8,2022,1,month
인천,중구,사망,명,2,2022,1,month
인천,중구,부상,명,6,2022,1,month
인천,중구,중상자,명,4,2022,1,month
인천,중구,경상자,명,2,2022,1,month
인천,중구,부상신고자,명,0,2022,1,month
인천,동구,사고,건,2,2022,1,month
인천,동구,사망,명,0,2022,1,month
인천,동구,부상,명,2,2022,1,month
인천,동구,중상자,명,2,2022,1,month
인천,동구,경상자,명,0,2022,1,month
인천,동구,부상신고자,명,0,2022,1,month
인천,미추홀구,사고,건,26,2022,1,month
인천,미추홀구,사망,명,1,2022,1,month
인천,미추홀구,부상,명,25,2022,1,month
인천,미추홀구,중상자,명,9,2022,1,month
인천,미추홀구,경상자,명,12,2022,1,month
인천,미추홀구,부상신고자,명,4,2022,1,month
인천,부평구,사고,건,31,2022,1,month
인천,부평구,사망,명,3,2022,1,month
인천,부평구,부상,명,28,2022,1,month
인천,부평구,중상자,명,7,2022,1,month
인천,부평구,경상자,명,18,2022,1,month
인천,부평구,부상신고자,명,3,2022,1,month
인천,남동구,사고,건,25,2022,1,month
인천,남동구,사망,명,0,2022,1,month
인천,남동구,부상,명,26,2022,1,month
인천,남동구,중상자,명,13,2022,1,month
인천,남동구,경상자,명,11,2022,1,month
인천,남동구,부상신고자,명,2,2022,1,month
인천,서구,사고,건,23,2022,1,month
인천,서구,사망,명,0,2022,1,month
인천,서구,부상,명,24,2022,1,month
인천,서구,중상자,명,6,2022,1,month
인천,서구,경상자,명,17,2022,1,month
인천,서구,부상신고자,명,1,2022,1,month
인천,연수구,사고,건,3,2022,1,month
인천,연수구,사망,명,0,2022,1,month
인천,연수구,부상,명,4,2022,1,month
인천,연수구,중상자,명,3,2022,1,month
인천,연수구,경상자,명,1,2022,1,month
인천,연수구,부상신고자,명,0,2022,1,month
인천,계양구,사고,건,14,2022,1,month
인천,계양구,사망,명,0,2022,1,month
인천,계양구,부상,명,15,2022,1,month
인천,계양구,중상자,명,3,2022,1,month
인천,계양구,경상자,명,11,2022,1,month
인천,계양구,부상신고자,명,1,2022,1,month
인천,강화군,사고,건,3,2022,1,month
인천,강화군,사망,명,0,2022,1,month
인천,강화군,부상,명,3,2022,1,month
인천,강화군,중상자,명,2,2022,1,month
인천,강화군,경상자,명,1,2022,1,month
인천,강화군,부상신고자,명,0,2022,1,month
인천,옹진군,사고,건,1,2022,1,month
인천,옹진군,사망,명,0,2022,1,month
인천,옹진군,부상,명,2,2022,1,month
인천,옹진군,중상자,명,0,2022,1,month
인천,옹진군,경상자,명,2,2022,1,month
인천,옹진군,부상신고자,명,0,2022,1,month
광주,동구,사고,건,9,2022,1,month
광주,동구,사망,명,0,2022,1,month
광주,동구,부상,명,9,2022,1,month
광주,동구,중상자,명,2,2022,1,month
광주,동구,경상자,명,6,2022,1,month
광주,동구,부상신고자,명,1,2022,1,month
광주,서구,사고,건,21,2022,1,month
광주,서구,사망,명,1,2022,1,month
광주,서구,부상,명,21,2022,1,month
광주,서구,중상자,명,4,2022,1,month
광주,서구,경상자,명,16,2022,1,month
광주,서구,부상신고자,명,1,2022,1,month
광주,북구,사고,건,25,2022,1,month
광주,북구,사망,명,1,2022,1,month
광주,북구,부상,명,25,2022,1,month
광주,북구,중상자,명,8,2022,1,month
광주,북구,경상자,명,15,2022,1,month
광주,북구,부상신고자,명,2,2022,1,month
광주,광산구,사고,건,23,2022,1,month
광주,광산구,사망,명,0,2022,1,month
광주,광산구,부상,명,23,2022,1,month
광주,광산구,중상자,명,2,2022,1,month
광주,광산구,경상자,명,18,2022,1,month
광주,광산구,부상신고자,명,3,2022,1,month
광주,남구,사고,건,15,2022,1,month
광주,남구,사망,명,0,2022,1,month
광주,남구,부상,명,15,2022,1,month
광주,남구,중상자,명,6,2022,1,month
광주,남구,경상자,명,8,2022,1,month
광주,남구,부상신고자,명,1,2022,1,month
대전,동구,사고,건,20,2022,1,month
대전,동구,사망,명,0,2022,1,month
대전,동구,부상,명,20,2022,1,month
대전,동구,중상자,명,8,2022,1,month
대전,동구,경상자,명,12,2022,1,month
대전,동구,부상신고자,명,0,2022,1,month
대전,중구,사고,건,20,2022,1,month
대전,중구,사망,명,0,2022,1,month
대전,중구,부상,명,21,2022,1,month
대전,중구,중상자,명,8,2022,1,month
대전,중구,경상자,명,13,2022,1,month
대전,중구,부상신고자,명,0,2022,1,month
대전,서구,사고,건,47,2022,1,month
대전,서구,사망,명,0,2022,1,month
대전,서구,부상,명,48,2022,1,month
대전,서구,중상자,명,13,2022,1,month
대전,서구,경상자,명,35,2022,1,month
대전,서구,부상신고자,명,0,2022,1,month
대전,유성구,사고,건,18,2022,1,month
대전,유성구,사망,명,0,2022,1,month
대전,유성구,부상,명,18,2022,1,month
대전,유성구,중상자,명,7,2022,1,month
대전,유성구,경상자,명,11,2022,1,month
대전,유성구,부상신고자,명,0,2022,1,month
대전,대덕구,사고,건,11,2022,1,month
대전,대덕구,사망,명,0,2022,1,month
대전,대덕구,부상,명,11,2022,1,month
대전,대덕구,중상자,명,4,2022,1,month
대전,대덕구,경상자,명,6,2022,1,month
대전,대덕구,부상신고자,명,1,2022,1,month
울산,중구,사고,건,13,2022,1,month
울산,중구,사망,명,0,2022,1,month
울산,중구,부상,명,13,2022,1,month
울산,중구,중상자,명,7,2022,1,month
울산,중구,경상자,명,6,2022,1,month
울산,중구,부상신고자,명,0,2022,1,month
울산,남구,사고,건,21,2022,1,month
울산,남구,사망,명,0,2022,1,month
울산,남구,부상,명,22,2022,1,month
울산,남구,중상자,명,9,2022,1,month
울산,남구,경상자,명,12,2022,1,month
울산,남구,부상신고자,명,1,2022,1,month
울산,동구,사고,건,12,2022,1,month
울산,동구,사망,명,0,2022,1,month
울산,동구,부상,명,12,2022,1,month
울산,동구,중상자,명,4,2022,1,month
울산,동구,경상자,명,7,2022,1,month
울산,동구,부상신고자,명,1,2022,1,month
울산,북구,사고,건,8,2022,1,month
울산,북구,사망,명,0,2022,1,month
울산,북구,부상,명,10,2022,1,month
울산,북구,중상자,명,5,2022,1,month
울산,북구,경상자,명,5,2022,1,month
울산,북구,부상신고자,명,0,2022,1,month
울산,울주군,사고,건,7,2022,1,month
울산,울주군,사망,명,0,2022,1,month
울산,울주군,부상,명,7,2022,1,month
울산,울주군,중상자,명,5,2022,1,month
울산,울주군,경상자,명,1,2022,1,month
울산,울주군,부상신고자,명,1,2022,1,month
세종,세종시,사고,건,8,2022,1,month
세종,세종시,사망,명,0,2022,1,month
세종,세종시,부상,명,8,2022,1,month
세종,세종시,중상자,명,4,2022,1,month
세종,세종시,경상자,명,3,2022,1,month
세종,세종시,부상신고자,명,1,2022,1,month
경기,수원시,사고,건,81,2022,1,month
경기,수원시,사망,명,0,2022,1,month
경기,수원시,부상,명,83,2022,1,month
경기,수원시,중상자,명,39,2022,1,month
경기,수원시,경상자,명,40,2022,1,month
경기,수원시,부상신고자,명,4,2022,1,month
경기,성남시,사고,건,59,2022,1,month
경기,성남시,사망,명,2,2022,1,month
경기,성남시,부상,명,60,2022,1,month
경기,성남시,중상자,명,16,2022,1,month
경기,성남시,경상자,명,36,2022,1,month
경기,성남시,부상신고자,명,8,2022,1,month
경기,의정부시,사고,건,29,2022,1,month
경기,의정부시,사망,명,0,2022,1,month
경기,의정부시,부상,명,29,2022,1,month
경기,의정부시,중상자,명,8,2022,1,month
경기,의정부시,경상자,명,19,2022,1,month
경기,의정부시,부상신고자,명,2,2022,1,month
경기,안양시,사고,건,19,2022,1,month
경기,안양시,사망,명,0,2022,1,month
경기,안양시,부상,명,20,2022,1,month
경기,안양시,중상자,명,11,2022,1,month
경기,안양시,경상자,명,7,2022,1,month
경기,안양시,부상신고자,명,2,2022,1,month
경기,부천시,사고,건,71,2022,1,month
경기,부천시,사망,명,2,2022,1,month
경기,부천시,부상,명,69,2022,1,month
경기,부천시,중상자,명,29,2022,1,month
경기,부천시,경상자,명,35,2022,1,month
경기,부천시,부상신고자,명,5,2022,1,month
경기,안산시,사고,건,32,2022,1,month
경기,안산시,사망,명,0,2022,1,month
경기,안산시,부상,명,32,2022,1,month
경기,안산시,중상자,명,18,2022,1,month
경기,안산시,경상자,명,12,2022,1,month
경기,안산시,부상신고자,명,2,2022,1,month
경기,평택시,사고,건,46,2022,1,month
경기,평택시,사망,명,1,2022,1,month
경기,평택시,부상,명,45,2022,1,month
경기,평택시,중상자,명,14,2022,1,month
경기,평택시,경상자,명,29,2022,1,month
경기,평택시,부상신고자,명,2,2022,1,month
경기,광명시,사고,건,12,2022,1,month
경기,광명시,사망,명,1,2022,1,month
경기,광명시,부상,명,11,2022,1,month
경기,광명시,중상자,명,5,2022,1,month
경기,광명시,경상자,명,6,2022,1,month
경기,광명시,부상신고자,명,0,2022,1,month
경기,구리시,사고,건,12,2022,1,month
경기,구리시,사망,명,0,2022,1,month
경기,구리시,부상,명,13,2022,1,month
경기,구리시,중상자,명,6,2022,1,month
경기,구리시,경상자,명,7,2022,1,month
경기,구리시,부상신고자,명,0,2022,1,month
경기,양주시,사고,건,12,2022,1,month
경기,양주시,사망,명,2,2022,1,month
경기,양주시,부상,명,13,2022,1,month
경기,양주시,중상자,명,6,2022,1,month
경기,양주시,경상자,명,7,2022,1,month
경기,양주시,부상신고자,명,0,2022,1,month
경기,여주시,사고,건,9,2022,1,month
경기,여주시,사망,명,0,2022,1,month
경기,여주시,부상,명,9,2022,1,month
경기,여주시,중상자,명,3,2022,1,month
경기,여주시,경상자,명,6,2022,1,month
경기,여주시,부상신고자,명,0,2022,1,month
경기,화성시,사고,건,43,2022,1,month
경기,화성시,사망,명,0,2022,1,month
경기,화성시,부상,명,48,2022,1,month
경기,화성시,중상자,명,24,2022,1,month
경기,화성시,경상자,명,22,2022,1,month
경기,화성시,부상신고자,명,2,2022,1,month
경기,시흥시,사고,건,22,2022,1,month
경기,시흥시,사망,명,2,2022,1,month
경기,시흥시,부상,명,20,2022,1,month
경기,시흥시,중상자,명,8,2022,1,month
경기,시흥시,경상자,명,10,2022,1,month
경기,시흥시,부상신고자,명,2,2022,1,month
경기,파주시,사고,건,24,2022,1,month
경기,파주시,사망,명,0,2022,1,month
경기,파주시,부상,명,27,2022,1,month
경기,파주시,중상자,명,14,2022,1,month
경기,파주시,경상자,명,12,2022,1,month
경기,파주시,부상신고자,명,1,2022,1,month
경기,고양시,사고,건,50,2022,1,month
경기,고양시,사망,명,1,2022,1,month
경기,고양시,부상,명,50,2022,1,month
경기,고양시,중상자,명,14,2022,1,month
경기,고양시,경상자,명,30,2022,1,month
경기,고양시,부상신고자,명,6,2022,1,month
경기,광주시,사고,건,37,2022,1,month
경기,광주시,사망,명,0,2022,1,month
경기,광주시,부상,명,38,2022,1,month
경기,광주시,중상자,명,17,2022,1,month
경기,광주시,경상자,명,20,2022,1,month
경기,광주시,부상신고자,명,1,2022,1,month
경기,연천군,사고,건,2,2022,1,month
경기,연천군,사망,명,0,2022,1,month
경기,연천군,부상,명,2,2022,1,month
경기,연천군,중상자,명,1,2022,1,month
경기,연천군,경상자,명,1,2022,1,month
경기,연천군,부상신고자,명,0,2022,1,month
경기,포천시,사고,건,9,2022,1,month
경기,포천시,사망,명,0,2022,1,month
경기,포천시,부상,명,9,2022,1,month
경기,포천시,중상자,명,2,2022,1,month
경기,포천시,경상자,명,6,2022,1,month
경기,포천시,부상신고자,명,1,2022,1,month
경기,가평군,사고,건,3,2022,1,month
경기,가평군,사망,명,0,2022,1,month
경기,가평군,부상,명,3,2022,1,month
경기,가평군,중상자,명,1,2022,1,month
경기,가평군,경상자,명,2,2022,1,month
경기,가평군,부상신고자,명,0,2022,1,month
경기,양평군,사고,건,2,2022,1,month
경기,양평군,사망,명,0,2022,1,month
경기,양평군,부상,명,2,2022,1,month
경기,양평군,중상자,명,1,2022,1,month
경기,양평군,경상자,명,1,2022,1,month
경기,양평군,부상신고자,명,0,2022,1,month
경기,이천시,사고,건,12,2022,1,month
경기,이천시,사망,명,0,2022,1,month
경기,이천시,부상,명,13,2022,1,month
경기,이천시,중상자,명,4,2022,1,month
경기,이천시,경상자,명,7,2022,1,month
경기,이천시,부상신고자,명,2,2022,1,month
경기,용인시,사고,건,41,2022,1,month
경기,용인시,사망,명,1,2022,1,month
경기,용인시,부상,명,42,2022,1,month
경기,용인시,중상자,명,16,2022,1,month
경기,용인시,경상자,명,24,2022,1,month
경기,용인시,부상신고자,명,2,2022,1,month
경기,안성시,사고,건,10,2022,1,month
경기,안성시,사망,명,0,2022,1,month
경기,안성시,부상,명,10,2022,1,month
경기,안성시,중상자,명,5,2022,1,month
경기,안성시,경상자,명,5,2022,1,month
경기,안성시,부상신고자,명,0,2022,1,month
경기,김포시,사고,건,21,2022,1,month
경기,김포시,사망,명,0,2022,1,month
경기,김포시,부상,명,21,2022,1,month
경기,김포시,중상자,명,7,2022,1,month
경기,김포시,경상자,명,14,2022,1,month
경기,김포시,부상신고자,명,0,2022,1,month
경기,동두천시,사고,건,2,2022,1,month
경기,동두천시,사망,명,0,2022,1,month
경기,동두천시,부상,명,2,2022,1,month
경기,동두천시,중상자,명,0,2022,1,month
경기,동두천시,경상자,명,2,2022,1,month
경기,동두천시,부상신고자,명,0,2022,1,month
경기,과천시,사고,건,1,2022,1,month
경기,과천시,사망,명,0,2022,1,month
경기,과천시,부상,명,1,2022,1,month
경기,과천시,중상자,명,0,2022,1,month
경기,과천시,경상자,명,1,2022,1,month
경기,과천시,부상신고자,명,0,2022,1,month
경기,군포시,사고,건,16,2022,1,month
경기,군포시,사망,명,2,2022,1,month
경기,군포시,부상,명,14,2022,1,month
경기,군포시,중상자,명,4,2022,1,month
경기,군포시,경상자,명,9,2022,1,month
경기,군포시,부상신고자,명,1,2022,1,month
경기,남양주시,사고,건,35,2022,1,month
경기,남양주시,사망,명,2,2022,1,month
경기,남양주시,부상,명,36,2022,1,month
경기,남양주시,중상자,명,15,2022,1,month
경기,남양주시,경상자,명,21,2022,1,month
경기,남양주시,부상신고자,명,0,2022,1,month
경기,오산시,사고,건,10,2022,1,month
경기,오산시,사망,명,0,2022,1,month
경기,오산시,부상,명,11,2022,1,month
경기,오산시,중상자,명,3,2022,1,month
경기,오산시,경상자,명,5,2022,1,month
경기,오산시,부상신고자,명,3,2022,1,month
경기,의왕시,사고,건,4,2022,1,month
경기,의왕시,사망,명,0,2022,1,month
경기,의왕시,부상,명,4,2022,1,month
경기,의왕시,중상자,명,3,2022,1,month
경기,의왕시,경상자,명,1,2022,1,month
경기,의왕시,부상신고자,명,0,2022,1,month
경기,하남시,사고,건,9,2022,1,month
경기,하남시,사망,명,0,2022,1,month
경기,하남시,부상,명,9,2022,1,month
경기,하남시,중상자,명,4,2022,1,month
경기,하남시,경상자,명,4,2022,1,month
경기,하남시,부상신고자,명,1,2022,1,month
강원,춘천시,사고,건,25,2022,1,month
