crosswalk_id,signal_id,distance_m,confidence,sido,sigungu
1356,33,4.41,0.852996,대전광역시,대덕구
1356,29,4.884,0.837199,대전광역시,대덕구
1370,33,24.628,0.179074,대전광역시,대덕구
1370,29,28.859,0.038045,대전광역시,대덕구
1371,1535,13.95,0.53499,대전광역시,대덕구
1371,1534,14.002,0.533277,대전광역시,대덕구
1372,1579,16.346,0.455147,대전광역시,대덕구
1372,1555,17.279,0.424022,대전광역시,대덕구
31270-CW-00571,31270-TL-01343-01,23.842,0.205274,경기도,포천시
31270-CW-00571,31270-TL-00939-04,29.928,0.002415,경기도,포천시
31270-CW-00574,31270-TL-00491-04,7.432,0.752254,경기도,포천시
31270-CW-00574,31270-TL-00490-03,12.799,0.573374,경기도,포천시
31270-CW-00576,31270-TL-00486-03,22.234,0.258853,경기도,포천시
31270-CW-00578,31270-TL-00486-03,5.431,0.818971,경기도,포천시
31270-CW-00566,31270-TL-01344-01,5.457,0.818087,경기도,포천시
D00686,950031,6.634,0.778868,강원특별자치도,동해시
D00686,950028,10.299,0.656715,강원특별자치도,동해시
31270-CW-00475,31270-TL-00992-04,20.705,0.309843,경기도,포천시
31270-CW-00475,31270-TL-00991-05,27.913,0.069565,경기도,포천시
31270-CW-00485,31270-TL-01347-02,4.544,0.848534,경기도,포천시
31270-CW-00485,31270-TL-00959-03,11.521,0.615965,경기도,포천시
31270-CW-00487,31270-TL-00965-02,14.782,0.50728,경기도,포천시
31270-CW-00487,31270-TL-00959-03,19.993,0.333568,경기도,포천시
31270-CW-00415,31270-TL-00649-04,16.127,0.462449,경기도,포천시
31270-CW-00415,31270-TL-00648-01,28.592,0.046949,경기도,포천시
D00640,900048,10.581,0.647298,강원특별자치도,동해시
D00640,900046,16.357,0.454767,강원특별자치도,동해시
D00657,930207,5.201,0.826628,강원특별자치도,동해시
D00657,930206,5.201,0.826628,강원특별자치도,동해시
D00658,930207,16.366,0.454461,강원특별자치도,동해시
D00658,930206,16.366,0.454461,강원특별자치도,동해시
D00660,900012,28.146,0.06179,강원특별자치도,동해시
봉곡남로25길-1,봉곡남로25길-1,20.851,0.304952,경상북도,구미시
봉곡남로25길-1,봉곡남로25길-2,20.996,0.300144,경상북도,구미시
31270-CW-00400,31270-TL-00674-02,7.755,0.741511,경기도,포천시
31270-CW-00400,31270-TL-00671-02,24.809,0.173031,경기도,포천시
31270-CW-00401,31270-TL-00671-02,7.479,0.750713,경기도,포천시
31270-CW-00401,31270-TL-00670-03,9.912,0.669603,경기도,포천시
31270-CW-00402,31270-TL-00672-04,10.219,0.65936,경기도,포천시
31270-CW-00402,31270-TL-00675-03,16.11,0.463011,경기도,포천시
31270-CW-00403,31270-TL-00671-02,17.655,0.411513,경기도,포천시
31270-CW-00403,31270-TL-00670-03,21.851,0.271636,경기도,포천시
31270-CW-00405,31270-TL-00017-01,8.472,0.717602,경기도,포천시
D00630,900064,9.445,0.685176,강원특별자치도,동해시
D00630,900061,9.445,0.685176,강원특별자치도,동해시
D00632,900064,9.379,0.687363,강원특별자치도,동해시
D00632,900061,9.379,0.687363,강원특별자치도,동해시
D00634,900064,15.725,0.475823,강원특별자치도,동해시
D00634,900061,15.725,0.475823,강원특별자치도,동해시
31270-CW-00358,31270-TL-01290-01,25.681,0.143976,경기도,포천시
31270-CW-00358,31270-TL-00433-01,25.681,0.143976,경기도,포천시
31270-CW-00360,31270-TL-00697-03,15.001,0.499972,경기도,포천시
31270-CW-00360,31270-TL-00699-01,15.809,0.473034,경기도,포천시
31270-CW-00375,31270-TL-00457-01,14.337,0.522105,경기도,포천시
31270-CW-00375,31270-TL-00456-03,23.9,0.203325,경기도,포천시
31270-CW-00376,31270-TL-00457-01,29.699,0.010025,경기도,포천시
31270-CW-00327,31270-TL-00540-01,18.653,0.378248,경기도,포천시
31270-CW-00337,31270-TL-00543-01,14.086,0.530453,경기도,포천시
31270-CW-00337,31270-TL-00542-07,19.84,0.338671,경기도,포천시
31270-CW-00338,31270-TL-00542-08,7.076,0.764121,경기도,포천시
31270-CW-00338,31270-TL-00542-07,7.076,0.764121,경기도,포천시
31270-CW-00340,31270-TL-01257-01,5.924,0.802548,경기도,포천시
31270-CW-00340,31270-TL-00542-07,11.121,0.629287,경기도,포천시
31270-CW-00341,31270-TL-00547-04,2.62,0.912665,경기도,포천시
31270-CW-00341,31270-TL-00547-05,2.62,0.912665,경기도,포천시
31270-CW-00342,31270-TL-00545-05,19.14,0.361996,경기도,포천시
31270-CW-00342,31270-TL-00546-02,19.14,0.361996,경기도,포천시
31270-CW-00343,31270-TL-00547-04,22.875,0.237489,경기도,포천시
31270-CW-00343,31270-TL-00547-05,22.875,0.237489,경기도,포천시
D00607,900048,13.706,0.543149,강원특별자치도,동해시
D00607,900046,13.752,0.541588,강원특별자치도,동해시
D00608,900053,3.894,0.870205,강원특별자치도,동해시
D00608,900052,3.9,0.869985,강원특별자치도,동해시
D00609,900036,4.562,0.847928,강원특별자치도,동해시
D00609,900044,6.396,0.786809,강원특별자치도,동해시
D00610,900036,19.856,0.338149,강원특별자치도,동해시
D00610,900044,21.393,0.286908,강원특별자치도,동해시
D00611,900043,12.721,0.575976,강원특별자치도,동해시
D00611,900044,12.845,0.571835,강원특별자치도,동해시
31270-CW-00176,31270-TL-00662-02,7.134,0.762195,경기도,포천시
31270-CW-00176,31270-TL-00654-03,8.542,0.715257,경기도,포천시
31270-CW-00196,31270-TL-00509-02,27.98,0.067328,경기도,포천시
31270-CW-00196,31270-TL-01210-02,27.98,0.067328,경기도,포천시
31270-CW-00142,31270-TL-01280-02,8.723,0.709233,경기도,포천시
31270-CW-00142,31270-TL-01282-01,11.692,0.610272,경기도,포천시
31270-CW-00143,31270-TL-01282-01,9.775,0.674169,경기도,포천시
31270-CW-00143,31270-TL-01280-02,21.967,0.267779,경기도,포천시
31270-CW-00144,31270-TL-01281-01,19.816,0.33948,경기도,포천시
31270-CW-00144,31270-TL-01282-01,23.868,0.204386,경기도,포천시
31270-CW-00145,31270-TL-01281-01,5.913,0.802902,경기도,포천시
31270-CW-00145,31270-TL-01282-01,26.432,0.118926,경기도,포천시
31270-CW-00152,31270-TL-00626-04,12.107,0.596441,경기도,포천시
31270-CW-00152,31270-TL-00625-01,12.302,0.589931,경기도,포천시
31270-CW-00153,31270-TL-00629-04,8.045,0.731845,경기도,포천시
31270-CW-00153,31270-TL-00625-01,9.957,0.668093,경기도,포천시
31270-CW-00154,31270-TL-00625-01,22.4,0.253318,경기도,포천시
31270-CW-00154,31270-TL-00629-04,22.723,0.242569,경기도,포천시
31270-CW-00155,31270-TL-00629-04,15.098,0.496727,경기도,포천시
31270-CW-00155,31270-TL-00625-01,20.716,0.309456,경기도,포천시
31270-CW-00135,31270-TL-00520-03,27.706,0.076458,경기도,포천시
31270-CW-00115,31270-TL-00519-03,10.341,0.655305,경기도,포천시
31270-CW-00115,31270-TL-00518-03,12.768,0.574409,경기도,포천시
31270-CW-00120,31270-TL-00520-03,19.734,0.342216,경기도,포천시
31270-CW-00123,31270-TL-00517-03,24.195,0.193499,경기도,포천시
31270-CW-00123,31270-TL-00513-01,24.195,0.193499,경기도,포천시
31270-CW-00124,31270-TL-00507-05,14.373,0.520888,경기도,포천시
31270-CW-00124,31270-TL-00507-04,14.373,0.520888,경기도,포천시
31270-CW-00125,31270-TL-00512-05,14.721,0.509287,경기도,포천시
31270-CW-00125,31270-TL-00512-04,14.721,0.509287,경기도,포천시
31270-CW-00126,31270-TL-00512-05,13.75,0.541657,경기도,포천시
31270-CW-00126,31270-TL-00512-04,13.75,0.541657,경기도,포천시
D00257,200001,24.387,0.187115,강원특별자치도,동해시
D00258,200003,7.658,0.744727,강원특별자치도,동해시
D00258,200016,7.658,0.744727,강원특별자치도,동해시
D00259,200003,29.212,0.026274,강원특별자치도,동해시
D00259,200016,29.212,0.026274,강원특별자치도,동해시
D00260,200003,27.297,0.090085,강원특별자치도,동해시
D00260,200016,27.297,0.090085,강원특별자치도,동해시
D00261,200003,18.177,0.394091,강원특별자치도,동해시
D00261,200016,18.177,0.394091,강원특별자치도,동해시
D00263,200083,24.066,0.197802,강원특별자치도,동해시
D00263,200037,24.066,0.197802,강원특별자치도,동해시
D00265,17030005,24.042,0.198589,강원특별자치도,동해시
D00265,200056,27.76,0.074662,강원특별자치도,동해시
D01062,21040053,13.507,0.549759,강원특별자치도,동해시
D01062,21040054,20.135,0.328834,강원특별자치도,동해시
31270-CW-00514,31270-TL-01345-03,12.493,0.583578,경기도,포천시
31270-CW-00526,31270-TL-01340-01,24.542,0.181927,경기도,포천시
31270-CW-00074,31270-TL-01200-02,21.812,0.272934,경기도,포천시
31270-CW-00074,31270-TL-01199-03,29.584,0.01388,경기도,포천시
31270-CW-00078,31270-TL-01200-02,11.066,0.63115,경기도,포천시
31270-CW-00047,31270-TL-01285-02,28.784,0.040546,경기도,포천시
31270-CW-00047,31270-TL-01285-03,28.784,0.040546,경기도,포천시
31270-CW-00048,31270-TL-01286-03,15.91,0.469665,경기도,포천시
31270-CW-00049,31270-TL-01286-03,24.115,0.196161,경기도,포천시
31270-CW-00496,31270-TL-01041-03,21.76,0.274662,경기도,포천시
31270-CW-00497,31270-TL-01041-03,7.245,0.7585,경기도,포천시
31270-CW-00501,31270-TL-01321-01,11.833,0.605569,경기도,포천시
31270-CW-00502,31270-TL-01321-01,26.99,0.100344,경기도,포천시
31270-CW-00508,31270-TL-01045-03,11.917,0.602778,경기도,포천시
31270-CW-00508,31270-TL-01044-03,29.093,0.030246,경기도,포천시
1762,10911,7.419,0.752711,대전광역시,서구
1762,10936,8.527,0.715778,대전광역시,서구
1766,10877,4.355,0.854844,대전광역시,서구
1766,10874,7.998,0.733395,대전광역시,서구
D01012,20210039,22.255,0.258181,강원특별자치도,동해시
D01012,220006,24.897,0.170097,강원특별자치도,동해시
D01020,20160033,5.012,0.832949,강원특별자치도,동해시
D01020,20210058,5.012,0.832949,강원특별자치도,동해시
D01024,600017,12.599,0.580036,강원특별자치도,동해시
31270-CW-00614,31270-TL-00432-04,24.968,0.167747,경기도,포천시
31270-CW-00615,31270-TL-00436-04,23.855,0.204841,경기도,포천시
31270-CW-00615,31270-TL-00441-04,23.855,0.204841,경기도,포천시
31270-CW-00618,31270-TL-00446-05,12.713,0.576219,경기도,포천시
31270-CW-00618,31270-TL-00446-04,12.713,0.576219,경기도,포천시
31270-CW-00619,31270-TL-00446-05,17.436,0.418804,경기도,포천시
31270-CW-00619,31270-TL-00446-04,17.436,0.418804,경기도,포천시
31270-CW-00621,31270-TL-01315-01,25.852,0.138275,경기도,포천시
31270-CW-00591,31270-TL-01333-02,7.897,0.736757,경기도,포천시
31270-CW-00591,31270-TL-01334-02,9.231,0.692306,경기도,포천시
31270-CW-00600,31270-TL-01360-03,28.385,0.053831,경기도,포천시
31270-CW-00600,31270-TL-01360-04,28.385,0.053831,경기도,포천시
31270-CW-00601,31270-TL-01356-02,6.816,0.772805,경기도,포천시
31270-CW-00601,31270-TL-01356-03,6.816,0.772805,경기도,포천시
31270-CW-00602,31270-TL-01360-03,25.091,0.163627,경기도,포천시
31270-CW-00602,31270-TL-01360-04,25.091,0.163627,경기도,포천시
1759,10002,7.41,0.753016,대전광역시,중구
1759,10006,8.214,0.726187,대전광역시,중구
31270-CW-00021,31270-TL-01260-02,6.534,0.782202,경기도,포천시
31270-CW-00021,31270-TL-01261-03,14.29,0.523666,경기도,포천시
31270-CW-00023,31270-TL-00365-01,24.167,0.194423,경기도,포천시
1847,18729,10.989,0.633696,대전광역시,서구
1847,18742,11.858,0.604738,대전광역시,서구
774,11392,11.151,0.628309,대전광역시,중구
774,11373,13.591,0.546975,대전광역시,중구
775,11388,4.345,0.855173,대전광역시,중구
775,11389,5.827,0.805771,대전광역시,중구
778,11364,8.979,0.700686,대전광역시,중구
778,11357,9.974,0.667532,대전광역시,중구
784,11315,7.123,0.762563,대전광역시,중구
784,10146,13.674,0.544194,대전광역시,중구
785,11318,11.434,0.618865,대전광역시,중구
785,11304,12.221,0.592625,대전광역시,중구
787,11236,9.423,0.685913,대전광역시,중구
787,11255,9.526,0.682463,대전광역시,중구
802,6602,3.633,0.878901,대전광역시,중구
802,6603,8.429,0.719023,대전광역시,중구
D00976,20210082,29.429,0.019025,강원특별자치도,동해시
D00976,20210078,29.429,0.019025,강원특별자치도,동해시
D00977,20210082,21.078,0.297404,강원특별자치도,동해시
D00977,20210078,21.078,0.297404,강원특별자치도,동해시
D00970,17030005,2.906,0.903144,강원특별자치도,동해시
D00970,200056,7.318,0.756068,강원특별자치도,동해시
D00925,20201202,2.473,0.917552,강원특별자치도,동해시
D00914,20160014,3.243,0.891906,강원특별자치도,동해시
D00914,781018,3.831,0.872316,강원특별자치도,동해시
D00915,781001,11.364,0.621214,강원특별자치도,동해시
D00915,781002,22.204,0.25987,강원특별자치도,동해시
1749,9771,15.935,0.468829,대전광역시,중구
1749,9770,16.404,0.453203,대전광역시,중구
1750,9090,14.22,0.526001,대전광역시,중구
1750,9093,15.957,0.4681,대전광역시,중구
1752,9793,13.582,0.54726,대전광역시,중구
1752,9837,14.676,0.510816,대전광역시,중구
1753,9855,9.401,0.686641,대전광역시,중구
1753,9858,10.155,0.66149,대전광역시,중구
1754,9859,13.584,0.547211,대전광역시,중구
1754,9852,17.863,0.40457,대전광역시,중구
CW-0492-01,2091-TR-03,0.0,1.0,경기도,의정부시
CW-0492-01,2087-TR-01,0.0,1.0,경기도,의정부시
CW-0495-01,1845-TR-02,0.051,0.998302,경기도,의정부시
CW-0497-01,2494-TR-01,0.0,1.0,경기도,의정부시
CW-0501-01,2494-TR-01,0.0,1.0,경기도,의정부시
1745,9397,8.759,0.708047,대전광역시,중구
1745,9393,10.22,0.659317,대전광역시,중구
CW-0473-01,2016-TR-03,0.001,0.999963,경기도,의정부시
CW-0473-01,2015-TR-01,0.001,0.999963,경기도,의정부시
CW-0481-01,2363-TR-01,14.262,0.524593,경기도,의정부시
CW-0483-01,2091-TR-03,0.0,1.0,경기도,의정부시
CW-0483-01,2087-TR-01,0.0,1.0,경기도,의정부시
CW-0436-01,1888-TR-04,2.497,0.916782,경기도,의정부시
CW-0436-01,1891-TR-04,2.497,0.916782,경기도,의정부시
CW-0438-01,2483-TR-03,6.549,0.781687,경기도,의정부시
CW-0451-01,1968-TR-01,3.258,0.891393,경기도,의정부시
CW-0452-01,1968-TR-01,3.002,0.899918,경기도,의정부시
CW-0453-01,2356-TR-02,2.954,0.901532,경기도,의정부시
CW-0454-01,2356-TR-02,3.358,0.888053,경기도,의정부시
CW-0462-01,1845-TR-02,0.051,0.998302,경기도,의정부시
CW-0607-01,0944-TR-02,0.052,0.99827,경기도,의정부시
CW-0607-01,0940-TR-03,0.539,0.98204,경기도,의정부시
773,11374,11.707,0.609776,대전광역시,중구
773,11375,13.29,0.557008,대전광역시,중구
CW-0430-01,1968-TR-01,3.935,0.868822,경기도,의정부시
CW-0433-01,2524-TR-03,0.018,0.999407,경기도,의정부시
571,211,0.0,1.0,경기도,파주시
571,210,0.0,1.0,경기도,파주시
575,211,0.479,0.984025,경기도,파주시
575,210,0.479,0.984025,경기도,파주시
577,211,0.0,1.0,경기도,파주시
577,210,0.0,1.0,경기도,파주시
582,211,0.0,1.0,경기도,파주시
582,210,0.0,1.0,경기도,파주시
583,211,0.0,1.0,경기도,파주시
583,210,0.0,1.0,경기도,파주시
984,199,0.0,1.0,경상남도,거제시
984,190,0.0,1.0,경상남도,거제시
31120-CW-00152,31120-TL-01016-05,25.639,0.145377,경기도,구리시
31120-CW-00163,31120-TL-00943-02,0.0,1.0,경기도,구리시
31120-CW-00163,31120-TL-00942-03,0.0,1.0,경기도,구리시
31120-CW-00164,31120-TL-00943-02,0.0,1.0,경기도,구리시
31120-CW-00164,31120-TL-00942-03,0.0,1.0,경기도,구리시
31120-CW-00165,31120-TL-00943-02,0.0,1.0,경기도,구리시
31120-CW-00165,31120-TL-00942-03,0.0,1.0,경기도,구리시
31120-CW-00166,31120-TL-00943-02,0.0,1.0,경기도,구리시
31120-CW-00166,31120-TL-00942-03,0.0,1.0,경기도,구리시
31120-CW-00168,31120-TL-00943-02,0.0,1.0,경기도,구리시
31120-CW-00168,31120-TL-00942-03,0.0,1.0,경기도,구리시
31120-CW-00170,31120-TL-00943-02,0.0,1.0,경기도,구리시
31120-CW-00170,31120-TL-00942-03,0.0,1.0,경기도,구리시
31120-CW-00172,31120-TL-00943-02,0.0,1.0,경기도,구리시
31120-CW-00172,31120-TL-00942-03,0.0,1.0,경기도,구리시
31120-CW-00174,31120-TL-00943-02,0.0,1.0,경기도,구리시
31120-CW-00174,31120-TL-00942-03,0.0,1.0,경기도,구리시
31120-CW-00175,31120-TL-00943-02,0.0,1.0,경기도,구리시
31120-CW-00175,31120-TL-00942-03,0.0,1.0,경기도,구리시
31120-CW-00176,31120-TL-00943-02,0.0,1.0,경기도,구리시
31120-CW-00176,31120-TL-00942-03,0.0,1.0,경기도,구리시
31120-CW-00178,31120-TL-00446-03,7.552,0.748282,경기도,구리시
31120-CW-00178,31120-TL-00456-01,24.921,0.169302,경기도,구리시
31120-CW-00124,31120-TL-00167-01,0.0,1.0,경기도,구리시
31120-CW-00124,31120-TL-00156-01,17.498,0.416732,경기도,구리시
31120-CW-00125,31120-TL-00167-01,0.0,1.0,경기도,구리시
31120-CW-00125,31120-TL-00156-01,17.498,0.416732,경기도,구리시
31120-CW-00126,31120-TL-00167-01,0.0,1.0,경기도,구리시
31120-CW-00126,31120-TL-00156-01,17.498,0.416732,경기도,구리시
31120-CW-00127,31120-TL-00086-03,2.879,0.904039,경기도,구리시
31120-CW-00127,31120-TL-00115-01,2.879,0.904039,경기도,구리시
31120-CW-00128,31120-TL-00086-03,3.859,0.871365,경기도,구리시
31120-CW-00128,31120-TL-00115-01,3.859,0.871365,경기도,구리시
31120-CW-00133,31120-TL-00140-03,0.0,1.0,경기도,구리시
31120-CW-00133,31120-TL-00156-01,0.0,1.0,경기도,구리시
1657,4637,9.598,0.680073,대전광역시,중구
1657,4636,16.596,0.446794,대전광역시,중구
31120-CW-00095,31120-TL-00596-03,0.0,1.0,경기도,구리시
31120-CW-00095,31120-TL-00754-02,0.0,1.0,경기도,구리시
31120-CW-00096,31120-TL-00596-03,0.0,1.0,경기도,구리시
31120-CW-00096,31120-TL-00754-02,0.0,1.0,경기도,구리시
31120-CW-00098,31120-TL-00596-03,4.778,0.840732,경기도,구리시
31120-CW-00098,31120-TL-00754-02,4.778,0.840732,경기도,구리시
31120-CW-00099,31120-TL-00596-03,0.0,1.0,경기도,구리시
31120-CW-00099,31120-TL-00754-02,0.0,1.0,경기도,구리시
31120-CW-00100,31120-TL-00596-03,0.0,1.0,경기도,구리시
31120-CW-00100,31120-TL-00754-02,0.0,1.0,경기도,구리시
31120-CW-00101,31120-TL-00596-03,0.0,1.0,경기도,구리시
31120-CW-00101,31120-TL-00754-02,0.0,1.0,경기도,구리시
31120-CW-00103,31120-TL-00624-01,6.327,0.7891,경기도,구리시
31120-CW-00104,31120-TL-00580-01,1.003,0.966567,경기도,구리시
31120-CW-00107,31120-TL-00572-03,0.0,1.0,경기도,구리시
31120-CW-00109,31120-TL-00278-03,0.0,1.0,경기도,구리시
31120-CW-00109,31120-TL-00274-04,0.0,1.0,경기도,구리시
31120-CW-00110,31120-TL-00278-03,0.0,1.0,경기도,구리시
31120-CW-00110,31120-TL-00274-04,0.0,1.0,경기도,구리시
31120-CW-00111,31120-TL-00253-03,0.0,1.0,경기도,구리시
31120-CW-00112,31120-TL-00278-03,26.794,0.106878,경기도,구리시
31120-CW-00112,31120-TL-00274-04,26.794,0.106878,경기도,구리시
31120-CW-00113,31120-TL-00278-03,24.292,0.190279,경기도,구리시
31120-CW-00113,31120-TL-00274-04,24.292,0.190279,경기도,구리시
31120-CW-00115,31120-TL-00258-03,3.419,0.886046,경기도,구리시
31120-CW-00116,31120-TL-00238-04,1.524,0.949192,경기도,구리시
31120-CW-00116,31120-TL-00238-03,1.524,0.949192,경기도,구리시
31120-CW-00117,31120-TL-00238-04,0.0,1.0,경기도,구리시
31120-CW-00117,31120-TL-00238-03,0.0,1.0,경기도,구리시
31120-CW-00071,31120-TL-00624-01,6.327,0.7891,경기도,구리시
31120-CW-00072,31120-TL-00624-01,6.327,0.7891,경기도,구리시
31120-CW-00074,31120-TL-00624-01,6.386,0.787145,경기도,구리시
31120-CW-00075,31120-TL-00642-04,0.534,0.982209,경기도,구리시
31120-CW-00076,31120-TL-00637-02,0.0,1.0,경기도,구리시
31120-CW-00076,31120-TL-00637-01,0.0,1.0,경기도,구리시
31120-CW-00079,31120-TL-00392-03,0.0,1.0,경기도,구리시
31120-CW-00079,31120-TL-00388-03,0.0,1.0,경기도,구리시
31120-CW-00080,31120-TL-00392-03,5.586,0.813786,경기도,구리시
31120-CW-00080,31120-TL-00388-03,5.586,0.813786,경기도,구리시
31120-CW-00082,31120-TL-00369-03,5.595,0.8135,경기도,구리시
31120-CW-00082,31120-TL-00388-03,6.309,0.789711,경기도,구리시
31120-CW-00083,31120-TL-00095-01,0.0,1.0,경기도,구리시
31120-CW-00083,31120-TL-00468-01,0.0,1.0,경기도,구리시
31120-CW-00086,31120-TL-00095-01,0.0,1.0,경기도,구리시
31120-CW-00086,31120-TL-00468-01,0.0,1.0,경기도,구리시
31120-CW-00088,31120-TL-00095-01,0.0,1.0,경기도,구리시
31120-CW-00088,31120-TL-00468-01,0.0,1.0,경기도,구리시
31120-CW-00089,31120-TL-00095-01,0.0,1.0,경기도,구리시
31120-CW-00089,31120-TL-00468-01,0.0,1.0,경기도,구리시
31120-CW-00090,31120-TL-01039-01,0.0,1.0,경기도,구리시
31120-CW-00090,31120-TL-00722-01,0.0,1.0,경기도,구리시
31120-CW-00091,31120-TL-00095-01,0.0,1.0,경기도,구리시
31120-CW-00091,31120-TL-00468-01,0.0,1.0,경기도,구리시
31120-CW-00092,31120-TL-00095-01,0.0,1.0,경기도,구리시
31120-CW-00092,31120-TL-00468-01,0.0,1.0,경기도,구리시
31120-CW-00094,31120-TL-00596-03,0.0,1.0,경기도,구리시
31120-CW-00094,31120-TL-00754-02,0.0,1.0,경기도,구리시
1652,4804,9.657,0.678094,대전광역시,중구
1652,4808,10.923,0.635898,대전광역시,중구
1726,7516,8.495,0.716846,대전광역시,중구
1726,7509,8.772,0.707599,대전광역시,중구
1727,7492,9.696,0.676815,대전광역시,중구
1727,7491,19.558,0.348082,대전광역시,중구
1728,7503,10.814,0.639525,대전광역시,중구
1728,7506,10.951,0.634969,대전광역시,중구
1729,9572,12.368,0.587731,대전광역시,중구
1729,9571,13.589,0.547028,대전광역시,중구
1730,9563,7.552,0.748276,대전광역시,중구
1730,9562,7.559,0.748037,대전광역시,중구
1731,9550,5.824,0.805879,대전광역시,중구
1731,9551,6.704,0.776546,대전광역시,중구
1732,9561,12.736,0.575458,대전광역시,중구
1732,9554,13.562,0.547927,대전광역시,중구
1733,9460,10.24,0.658651,대전광역시,중구
1733,9451,12.184,0.593867,대전광역시,중구
1734,9411,9.413,0.686228,대전광역시,중구
1734,9420,11.516,0.616145,대전광역시,중구
1735,9469,9.887,0.670435,대전광역시,중구
1735,9472,10.142,0.661943,대전광역시,중구
1736,9466,7.671,0.744317,대전광역시,중구
1736,9474,8.773,0.70758,대전광역시,중구
1738,9514,8.606,0.713138,대전광역시,중구
1738,9509,10.475,0.65083,대전광역시,중구
1739,9513,10.088,0.663747,대전광역시,중구
1739,9512,11.087,0.630436,대전광역시,중구
1740,9844,12.834,0.572194,대전광역시,중구
1740,9843,14.364,0.521214,대전광역시,중구
1741,9547,11.899,0.60336,대전광역시,중구
1741,9544,13.545,0.548486,대전광역시,중구
1742,9530,10.422,0.652589,대전광역시,중구
1742,9527,10.446,0.651816,대전광역시,중구
1743,9518,8.995,0.700155,대전광역시,중구
1743,9519,9.287,0.690425,대전광역시,중구
1332,1019,8.476,0.717479,대전광역시,대덕구
1332,1014,14.716,0.509474,대전광역시,대덕구
1335,1647,7.728,0.742402,대전광역시,대덕구
1335,1635,9.24,0.691998,대전광역시,대덕구
1336,1631,8.566,0.714479,대전광역시,대덕구
1336,1633,10.476,0.650811,대전광역시,대덕구
1340,1644,12.297,0.590086,대전광역시,대덕구
1340,1642,15.274,0.490867,대전광역시,대덕구
1341,1640,13.702,0.543278,대전광역시,대덕구
1341,1637,15.19,0.493678,대전광역시,대덕구
1342,1464,7.293,0.756885,대전광역시,대덕구
1342,1463,9.213,0.692887,대전광역시,대덕구
1347,1580,7.524,0.74919,대전광역시,대덕구
1347,1581,10.224,0.659215,대전광역시,대덕구
1348,1607,8.579,0.714035,대전광역시,대덕구
1348,1604,10.476,0.6508,대전광역시,대덕구
1350,1575,15.694,0.476856,대전광역시,대덕구
1350,1542,17.481,0.417308,대전광역시,대덕구
1352,1568,11.926,0.602463,대전광역시,대덕구
1352,1554,12.661,0.577963,대전광역시,대덕구
31120-CW-00040,31120-TL-00637-02,2.218,0.926055,경기도,구리시
31120-CW-00040,31120-TL-00637-01,2.218,0.926055,경기도,구리시
31120-CW-00041,31120-TL-00637-02,5.009,0.833022,경기도,구리시
31120-CW-00041,31120-TL-00637-01,5.009,0.833022,경기도,구리시
31120-CW-00042,31120-TL-00637-02,0.0,1.0,경기도,구리시
31120-CW-00042,31120-TL-00637-01,0.0,1.0,경기도,구리시
31120-CW-00043,31120-TL-00642-04,0.044,0.998517,경기도,구리시
31120-CW-00051,31120-TL-00282-06,0.199,0.993365,경기도,구리시
31120-CW-00051,31120-TL-00282-05,0.199,0.993365,경기도,구리시
31120-CW-00052,31120-TL-00530-01,1.912,0.936267,경기도,구리시
31120-CW-00053,31120-TL-00530-01,2.282,0.923932,경기도,구리시
31120-CW-00055,31120-TL-00530-01,3.701,0.876646,경기도,구리시
31120-CW-00057,31120-TL-00530-01,4.388,0.853738,경기도,구리시
31120-CW-00058,31120-TL-00495-01,0.0,1.0,경기도,구리시
31120-CW-00067,31120-TL-00495-01,2.273,0.924227,경기도,구리시
1722,7462,6.962,0.767946,대전광역시,중구
1722,7428,14.033,0.532241,대전광역시,중구
1300,12328,11.986,0.60048,대전광역시,대덕구
1300,12343,12.148,0.595055,대전광역시,대덕구
1301,12315,11.009,0.633032,대전광역시,대덕구
1301,12321,16.312,0.456279,대전광역시,대덕구
1305,12319,11.549,0.615027,대전광역시,대덕구
1305,12354,11.77,0.607659,대전광역시,대덕구
1308,12393,13.638,0.545416,대전광역시,대덕구
1308,12432,13.889,0.537049,대전광역시,대덕구
1309,12355,7.081,0.76398,대전광역시,대덕구
1309,12356,10.075,0.664165,대전광역시,대덕구
1310,12386,15.431,0.48562,대전광역시,대덕구
1310,12385,15.813,0.472908,대전광역시,대덕구
1311,12433,12.739,0.575377,대전광역시,대덕구
1311,12390,13.615,0.54618,대전광역시,대덕구
1314,11634,6.606,0.779804,대전광역시,대덕구
1314,11633,8.742,0.708589,대전광역시,대덕구
1316,12445,12.12,0.595996,대전광역시,대덕구
1316,12378,14.157,0.528091,대전광역시,대덕구
1317,12357,10.549,0.648361,대전광역시,대덕구
1317,12377,10.844,0.638542,대전광역시,대덕구
1319,12428,12.325,0.589154,대전광역시,대덕구
1319,12396,14.242,0.525263,대전광역시,대덕구
1322,1567,11.609,0.61304,대전광역시,대덕구
1322,1559,13.532,0.548934,대전광역시,대덕구
1323,1541,13.886,0.537133,대전광역시,대덕구
1323,1538,16.198,0.460082,대전광역시,대덕구
1324,1572,14.451,0.518295,대전광역시,대덕구
1324,1549,14.931,0.502295,대전광역시,대덕구
1721,7122,16.216,0.45946,대전광역시,중구
1375,1675,8.592,0.713593,대전광역시,대덕구
1375,1672,8.847,0.705087,대전광역시,대덕구
