crosswalk_id,signal_id,distance_m,confidence,sido,sigungu
3570,5071,11.1,0.62999,대전광역시,유성구
3570,5038,14.039,0.532037,대전광역시,유성구
3571,2300,6.634,0.778863,대전광역시,유성구
3571,2297,16.477,0.450779,대전광역시,유성구
3572,2336,4.926,0.8358,대전광역시,유성구
3572,2341,9.135,0.69551,대전광역시,유성구
3517,4758,11.942,0.601947,대전광역시,중구
3517,4752,12.865,0.571178,대전광역시,중구
3519,4641,13.436,0.552147,대전광역시,중구
3519,4678,18.957,0.368112,대전광역시,중구
3520,4387,6.6,0.779996,대전광역시,동구
3520,4388,7.418,0.75272,대전광역시,동구
3525,2870,19.97,0.334339,대전광역시,동구
3525,2873,22.693,0.24358,대전광역시,동구
3526,4585,11.254,0.624861,대전광역시,동구
3526,4576,12.582,0.580613,대전광역시,동구
3527,4590,6.056,0.798136,대전광역시,동구
3527,4593,7.044,0.765212,대전광역시,동구
3528,4580,4.315,0.856176,대전광역시,동구
3528,4579,9.819,0.672714,대전광역시,동구
3529,4588,12.785,0.573841,대전광역시,동구
3529,4610,13.417,0.552751,대전광역시,동구
3530,4598,8.031,0.732301,대전광역시,동구
3530,4517,12.362,0.58792,대전광역시,동구
3531,4595,4.376,0.854149,대전광역시,동구
3531,4512,10.8,0.64001,대전광역시,동구
3532,8773,7.491,0.750302,대전광역시,중구
3532,8774,10.894,0.636856,대전광역시,중구
3533,8632,11.844,0.605185,대전광역시,중구
3533,8629,13.977,0.534102,대전광역시,중구
3534,8620,9.737,0.675441,대전광역시,중구
3534,8616,15.747,0.475099,대전광역시,중구
3536,11149,6.894,0.770199,대전광역시,서구
3536,11150,7.438,0.752055,대전광역시,서구
3545,4935,7.712,0.74293,대전광역시,유성구
3545,4932,8.913,0.702905,대전광역시,유성구
3546,5194,6.631,0.778952,대전광역시,유성구
3546,5193,6.904,0.769857,대전광역시,유성구
3547,5183,7.631,0.745621,대전광역시,유성구
3547,5182,8.548,0.715078,대전광역시,유성구
3486,4154,8.249,0.725025,대전광역시,동구
3486,4153,12.764,0.574532,대전광역시,동구
3487,3381,10.47,0.65101,대전광역시,동구
3487,3296,13.737,0.542103,대전광역시,동구
3495,3609,4.724,0.842541,대전광역시,동구
3495,3610,5.376,0.820793,대전광역시,동구
3496,3637,5.133,0.828909,대전광역시,동구
3496,3636,5.983,0.800557,대전광역시,동구
3498,3603,9.673,0.677565,대전광역시,동구
3498,3626,10.104,0.663215,대전광역시,동구
3501,3613,9.026,0.699145,대전광역시,동구
3501,3618,9.734,0.675533,대전광역시,동구
3502,3631,5.37,0.82099,대전광역시,동구
3502,3603,13.418,0.552747,대전광역시,동구
3503,3630,9.657,0.6781,대전광역시,동구
3503,3640,10.176,0.660813,대전광역시,동구
3504,3608,9.666,0.677796,대전광역시,동구
3504,3620,10.12,0.662659,대전광역시,동구
3505,3619,6.126,0.795808,대전광역시,동구
3505,3620,6.599,0.780033,대전광역시,동구
3513,4177,9.371,0.687623,대전광역시,동구
3513,4180,9.386,0.687127,대전광역시,동구
3514,4883,9.642,0.678609,대전광역시,동구
3514,4885,13.887,0.537098,대전광역시,동구
3515,4771,9.787,0.673751,대전광역시,중구
3515,4767,11.48,0.617334,대전광역시,중구
3516,8493,7.051,0.764977,대전광역시,중구
3516,8492,9.517,0.682783,대전광역시,중구
3455,3360,23.087,0.230423,대전광역시,동구
3455,3345,24.579,0.180684,대전광역시,동구
3464,4132,8.606,0.713139,대전광역시,동구
3464,4116,14.263,0.524561,대전광역시,동구
3465,4094,8.463,0.717903,대전광역시,동구
3465,4111,11.056,0.63147,대전광역시,동구
3466,4093,8.727,0.709091,대전광역시,동구
3466,4115,10.554,0.648201,대전광역시,동구
3469,4169,8.624,0.71253,대전광역시,동구
3469,4166,14.077,0.530782,대전광역시,동구
3470,4137,7.721,0.742642,대전광역시,동구
3470,4166,8.276,0.724138,대전광역시,동구
3472,2970,3.485,0.883843,대전광역시,동구
3472,4163,4.955,0.834824,대전광역시,동구
3473,2969,10.013,0.666221,대전광역시,동구
3473,4163,10.333,0.655565,대전광역시,동구
3474,4139,8.833,0.705576,대전광역시,동구
3474,2972,9.146,0.695135,대전광역시,동구
3475,4145,6.574,0.780857,대전광역시,동구
3475,2971,7.508,0.749719,대전광역시,동구
3477,4057,17.298,0.423416,대전광역시,동구
3477,4082,18.43,0.385656,대전광역시,동구
3481,4119,4.176,0.860809,대전광역시,동구
3481,4088,4.797,0.840114,대전광역시,동구
3483,4089,5.127,0.829093,대전광역시,동구
3483,4118,7.161,0.761306,대전광역시,동구
3484,4159,7.412,0.752929,대전광역시,동구
3484,20070,8.063,0.731242,대전광역시,동구
3485,3378,18.495,0.383508,대전광역시,동구
3485,3366,18.862,0.371274,대전광역시,동구
3428,3951,10.563,0.647886,대전광역시,중구
3428,3954,10.627,0.645759,대전광역시,중구
3429,4129,9.106,0.696466,대전광역시,동구
3429,4170,10.333,0.655574,대전광역시,동구
3431,3339,20.369,0.321046,대전광역시,동구
3431,3343,22.089,0.263694,대전광역시,동구
3433,3340,19.482,0.350605,대전광역시,동구
3433,3339,19.803,0.339898,대전광역시,동구
3441,3377,7.958,0.734726,대전광역시,동구
3441,3373,10.746,0.641797,대전광역시,동구
3442,3373,18.389,0.387036,대전광역시,동구
3442,3374,18.858,0.371408,대전광역시,동구
3443,2726,7.245,0.758513,대전광역시,동구
3443,2727,7.36,0.754673,대전광역시,동구
3449,3352,8.387,0.72043,대전광역시,동구
3449,4098,9.89,0.670322,대전광역시,동구
3450,4101,6.502,0.783279,대전광역시,동구
3450,3362,8.433,0.718911,대전광역시,동구
3451,3350,18.711,0.376312,대전광역시,동구
3451,3363,18.796,0.373458,대전광역시,동구
3453,3346,10.895,0.636837,대전광역시,동구
3453,3344,10.899,0.636687,대전광역시,동구
3394,4391,8.599,0.713374,대전광역시,동구
3394,4428,9.159,0.694689,대전광역시,동구
3399,4016,11.215,0.62616,대전광역시,중구
3399,4734,11.833,0.605561,대전광역시,중구
3401,4684,11.69,0.61035,대전광역시,중구
3401,4695,13.946,0.53512,대전광역시,중구
3402,4644,6.249,0.791711,대전광역시,중구
3402,4715,10.365,0.654515,대전광역시,중구
3403,4694,10.262,0.657945,대전광역시,중구
3403,4695,13.242,0.558609,대전광역시,중구
3404,4693,10.461,0.651285,대전광역시,중구
3404,4714,11.671,0.610979,대전광역시,중구
3408,4740,9.761,0.674642,대전광역시,중구
3408,4726,10.44,0.652014,대전광역시,중구
3409,4723,8.891,0.703646,대전광역시,중구
3409,4743,9.625,0.679166,대전광역시,중구
3410,4747,8.661,0.711305,대전광역시,중구
3410,4720,9.984,0.667192,대전광역시,중구
3411,8609,9.595,0.680167,대전광역시,중구
3411,8603,9.765,0.674501,대전광역시,중구
3413,4407,10.681,0.643954,대전광역시,동구
3413,4414,11.003,0.63322,대전광역시,동구
3416,3957,11.665,0.611161,대전광역시,중구
3416,3948,12.525,0.582508,대전광역시,중구
3417,4001,11.73,0.608995,대전광역시,중구
3417,3966,13.067,0.564427,대전광역시,중구
3418,3969,12.792,0.573599,대전광역시,중구
3418,3998,13.166,0.561129,대전광역시,중구
3419,3995,13.958,0.534727,대전광역시,중구
3419,3972,14.759,0.508039,대전광역시,중구
3420,4004,10.576,0.647465,대전광역시,중구
3420,3963,13.231,0.55896,대전광역시,중구
3423,4388,6.055,0.798172,대전광역시,동구
3423,4387,7.517,0.749427,대전광역시,동구
3366,4528,6.639,0.778689,대전광역시,동구
3366,4550,13.87,0.537682,대전광역시,동구
3367,4223,11.406,0.619799,대전광역시,동구
3367,4224,12.178,0.594072,대전광역시,동구
3368,4201,9.757,0.67475,대전광역시,동구
3368,4275,14.794,0.50686,대전광역시,동구
3369,4194,11.488,0.61707,대전광역시,동구
3369,4208,12.315,0.589502,대전광역시,동구
3371,4205,11.229,0.625707,대전광역시,동구
3371,4197,11.995,0.600164,대전광역시,동구
3373,4224,10.24,0.65868,대전광역시,동구
3373,2980,10.866,0.637798,대전광역시,동구
3374,4420,8.638,0.712063,대전광역시,동구
3374,4399,10.256,0.658135,대전광역시,동구
3375,4423,9.693,0.676901,대전광역시,동구
3375,4424,10.916,0.636132,대전광역시,동구
3376,4427,10.681,0.643951,대전광역시,동구
3376,4394,11.008,0.633071,대전광역시,동구
3377,4010,10.417,0.652777,대전광역시,동구
3377,4009,10.701,0.643292,대전광역시,동구
3379,4271,9.671,0.677624,대전광역시,동구
3379,4273,10.968,0.634413,대전광역시,동구
3380,4274,6.939,0.768713,대전광역시,동구
3380,4273,11.845,0.605181,대전광역시,동구
3381,4052,7.359,0.754699,대전광역시,동구
3381,4028,7.387,0.753757,대전광역시,동구
3383,4262,13.717,0.542751,대전광역시,동구
3383,2834,13.808,0.539739,대전광역시,동구
3384,3169,6.169,0.794374,대전광역시,동구
3384,4236,7.494,0.750199,대전광역시,동구
3385,4267,12.118,0.596083,대전광역시,동구
3385,4262,16.624,0.445862,대전광역시,동구
3386,4261,10.857,0.638101,대전광역시,동구
3386,4068,11.424,0.61919,대전광역시,동구
3388,4035,15.309,0.489693,대전광역시,동구
3388,4044,15.522,0.482609,대전광역시,동구
3389,4582,7.355,0.754837,대전광역시,동구
3389,4581,7.988,0.733727,대전광역시,동구
3390,4047,6.131,0.79563,대전광역시,동구
3390,4050,8.79,0.706998,대전광역시,동구
3391,4034,17.825,0.405821,대전광역시,동구
3391,4031,18.002,0.399923,대전광역시,동구
3392,4600,8.92,0.702651,대전광역시,동구
3392,4608,11.677,0.61076,대전광역시,동구
3940,2420,7.999,0.733376,대전광역시,유성구
3940,2400,8.295,0.723505,대전광역시,유성구
3941,2399,5.28,0.824005,대전광역시,유성구
3941,2396,7.7,0.743344,대전광역시,유성구
3942,2403,8.252,0.724925,대전광역시,유성구
3942,2417,8.986,0.70046,대전광역시,유성구
3945,6215,7.708,0.743054,대전광역시,서구
3945,6214,8.233,0.725565,대전광역시,서구
3946,6013,9.886,0.670453,대전광역시,서구
3946,5998,11.038,0.632062,대전광역시,서구
3947,8081,11.459,0.618048,대전광역시,서구
3948,19233,11.997,0.600115,대전광역시,서구
3948,19232,12.017,0.599437,대전광역시,서구
3952,19165,9.727,0.675767,대전광역시,서구
3952,19169,10.122,0.66261,대전광역시,서구
3955,19522,11.555,0.614835,대전광역시,서구
3955,19604,26.721,0.109292,대전광역시,서구
3956,19506,12.255,0.591498,대전광역시,서구
3956,19601,27.273,0.090916,대전광역시,서구
3958,19536,9.693,0.67691,대전광역시,서구
3960,18989,8.65,0.711659,대전광역시,서구
3960,18988,9.134,0.695528,대전광역시,서구
3964,19539,25.308,0.156391,대전광역시,서구
3965,19539,8.251,0.724983,대전광역시,서구
3965,19503,22.183,0.260569,대전광역시,서구
3966,19503,10.647,0.645099,대전광역시,서구
3966,19536,25.483,0.150557,대전광역시,서구
3970,8131,11.687,0.610437,대전광역시,서구
3970,8157,21.854,0.271524,대전광역시,서구
3910,2449,15.422,0.485949,대전광역시,유성구
3910,2450,15.585,0.480496,대전광역시,유성구
3911,2311,10.738,0.642066,대전광역시,유성구
3911,2310,11.91,0.602993,대전광역시,유성구
3927,2424,14.986,0.500457,대전광역시,유성구
3927,2434,15.453,0.484892,대전광역시,유성구
3928,2429,20.029,0.332354,대전광역시,유성구
3928,2437,21.852,0.271616,대전광역시,유성구
3930,2440,12.164,0.594536,대전광역시,유성구
3930,2436,14.532,0.515616,대전광역시,유성구
3934,2270,6.023,0.799235,대전광역시,유성구
3934,2271,7.778,0.740735,대전광역시,유성구
3937,2275,12.809,0.573037,대전광역시,유성구
3937,2276,19.3,0.356652,대전광역시,유성구
3939,2392,6.318,0.789408,대전광역시,유성구
3939,2393,6.976,0.767453,대전광역시,유성구
3883,5377,9.701,0.676625,대전광역시,유성구
3883,5382,10.194,0.66019,대전광역시,유성구
3895,5353,12.998,0.566724,대전광역시,유성구
3895,5364,13.748,0.54172,대전광역시,유성구
3896,5365,9.779,0.674049,대전광역시,유성구
3896,5364,11.956,0.601473,대전광역시,유성구
3901,5374,13.344,0.555215,대전광역시,유성구
3901,5368,13.809,0.539714,대전광역시,유성구
3850,5087,9.298,0.690083,대전광역시,유성구
3850,5086,10.229,0.659036,대전광역시,유성구
3854,5125,10.964,0.634545,대전광역시,유성구
3854,5122,11.461,0.617965,대전광역시,유성구
3861,5106,8.418,0.719403,대전광역시,유성구
3861,5116,8.831,0.705644,대전광역시,유성구
3868,5128,9.598,0.680078,대전광역시,유성구
3868,5129,15.694,0.476855,대전광역시,유성구
3870,5113,9.624,0.679197,대전광역시,유성구
3870,4939,22.852,0.238282,대전광역시,유성구
3825,5144,17.865,0.404488,대전광역시,유성구
3825,5151,18.01,0.399661,대전광역시,유성구
3826,2276,7.885,0.737167,대전광역시,유성구
3826,2275,8.185,0.727155,대전광역시,유성구
3828,5148,9.579,0.680712,대전광역시,유성구
3828,5109,9.79,0.673669,대전광역시,유성구
3829,5136,9.744,0.675209,대전광역시,유성구
3829,5138,15.995,0.466849,대전광역시,유성구
3837,5147,8.782,0.707273,대전광역시,유성구
3837,2421,12.238,0.592071,대전광역시,유성구
3840,5158,13.1,0.563339,대전광역시,유성구
3840,5163,16.759,0.441379,대전광역시,유성구
3843,5167,18.532,0.382273,대전광역시,유성구
3843,5172,19.066,0.364482,대전광역시,유성구
3801,6189,13.275,0.557498,대전광역시,서구
3801,6224,21.194,0.293532,대전광역시,서구
3802,6160,8.506,0.716469,대전광역시,서구
3802,6214,17.599,0.413357,대전광역시,서구
3805,6224,21.874,0.270852,대전광역시,서구
3805,6227,26.198,0.126722,대전광역시,서구
3806,6227,14.933,0.502246,대전광역시,서구
3806,6192,20.824,0.30587,대전광역시,서구
3812,2435,9.989,0.667027,대전광역시,유성구
3812,2446,10.79,0.640344,대전광역시,유성구
3814,2328,11.428,0.619071,대전광역시,유성구
3814,2446,15.568,0.48105,대전광역시,유성구
3816,5152,17.911,0.40297,대전광역시,유성구
3758,5906,20.209,0.326353,대전광역시,유성구
3758,5904,20.871,0.304297,대전광역시,유성구
3759,4988,9.692,0.676936,대전광역시,유성구
3759,5801,26.339,0.122044,대전광역시,유성구
3760,5804,7.295,0.756846,대전광역시,유성구
3760,5801,8.133,0.728896,대전광역시,유성구
3761,5772,13.997,0.533437,대전광역시,유성구
3761,5804,28.351,0.05496,대전광역시,유성구
3762,5795,10.684,0.643862,대전광역시,유성구
3762,5790,10.864,0.637864,대전광역시,유성구
3780,5754,9.677,0.677444,대전광역시,유성구
3780,5764,11.394,0.620204,대전광역시,유성구
3782,5762,24.122,0.195949,대전광역시,유성구
3782,5763,24.586,0.180467,대전광역시,유성구
3783,5752,21.185,0.293844,대전광역시,유성구
3783,5753,21.917,0.269439,대전광역시,유성구
3784,5702,12.682,0.577273,대전광역시,유성구
3784,5699,13.66,0.544672,대전광역시,유성구
3731,5890,10.278,0.657413,대전광역시,유성구
3731,5223,27.294,0.090196,대전광역시,유성구
3750,5267,7.677,0.744096,대전광역시,유성구
3750,5270,8.318,0.722717,대전광역시,유성구
3756,5905,7.801,0.739973,대전광역시,유성구
3756,5907,8.786,0.707121,대전광역시,유성구
3757,5223,22.641,0.245287,대전광역시,유성구
3757,5224,23.055,0.231513,대전광역시,유성구
3707,5989,9.179,0.694027,대전광역시,서구
3707,5992,9.573,0.680888,대전광역시,서구
3708,5956,7.36,0.754665,대전광역시,서구
3708,5958,9.134,0.69552,대전광역시,서구
3711,6009,22.047,0.265092,대전광역시,서구
3711,6007,22.343,0.255234,대전광역시,서구
3712,5966,16.868,0.437721,대전광역시,서구
3712,5963,19.459,0.351376,대전광역시,서구
3716,5970,16.939,0.435351,대전광역시,서구
3716,5979,17.47,0.41765,대전광역시,서구
3717,5967,20.316,0.322801,대전광역시,서구
3717,5976,20.34,0.321993,대전광역시,서구
3718,5973,18.1,0.396664,대전광역시,서구
3718,5982,19.882,0.33726,대전광역시,서구
3726,5778,10.683,0.643897,대전광역시,유성구
3726,5813,25.624,0.145867,대전광역시,유성구
3727,5766,15.457,0.484771,대전광역시,유성구
3727,5816,26.422,0.119254,대전광역시,유성구
3728,5797,10.793,0.640228,대전광역시,유성구
3728,5788,11.302,0.623275,대전광역시,유성구
3669,4912,8.502,0.716612,대전광역시,유성구
3669,4926,11.754,0.608209,대전광역시,유성구
3670,5235,9.308,0.689738,대전광역시,유성구
3670,5237,9.613,0.679554,대전광역시,유성구
3671,5227,10.347,0.655091,대전광역시,유성구
3672,5304,11.665,0.611158,대전광역시,유성구
3672,5312,14.736,0.508813,대전광역시,유성구
3673,5322,15.224,0.49252,대전광역시,유성구
3673,5273,15.293,0.490223,대전광역시,유성구
3674,5259,12.724,0.575876,대전광역시,유성구
3679,5260,10.134,0.662214,대전광역시,유성구
3680,5225,12.783,0.573895,대전광역시,유성구
3681,5261,16.227,0.459095,대전광역시,유성구
3681,5323,16.465,0.451181,대전광역시,유성구
3682,5164,13.412,0.552928,대전광역시,유성구
3682,5173,13.852,0.538265,대전광역시,유성구
3694,4929,9.446,0.685133,대전광역시,유성구
3694,4926,11.891,0.603634,대전광역시,유성구
3695,4914,6.93,0.768987,대전광역시,유성구
3695,4919,12.528,0.582411,대전광역시,유성구
3696,5264,10.716,0.642793,대전광역시,유성구
3696,5274,11.153,0.628228,대전광역시,유성구
4136,19475,14.266,0.524483,대전광역시,서구
4136,19509,24.12,0.196006,대전광역시,서구
4137,19519,14.077,0.530769,대전광역시,서구
4137,19475,25.934,0.135538,대전광역시,서구
4138,8147,11.881,0.60398,대전광역시,서구
4138,8131,21.837,0.272096,대전광역시,서구
4139,8134,11.012,0.632924,대전광역시,서구
4139,8147,22.181,0.260627,대전광역시,서구
4140,8087,12.587,0.580427,대전광역시,서구
4143,8150,5.486,0.817147,대전광역시,서구
4143,8155,6.543,0.781905,대전광역시,서구
4144,8151,5.462,0.817921,대전광역시,서구
4144,8154,6.182,0.793923,대전광역시,서구
4145,8111,20.4,0.32001,대전광역시,서구
4145,8095,24.062,0.197919,대전광역시,서구
4160,7900,6.652,0.778268,대전광역시,서구
4160,7903,11.221,0.625956,대전광역시,서구
4161,7908,5.086,0.830471,대전광역시,서구
4161,7905,6.736,0.775475,대전광역시,서구
4162,7407,5.975,0.800819,대전광역시,서구
4162,7908,11.27,0.624328,대전광역시,서구
4107,19466,12.788,0.573748,대전광역시,서구
4107,19482,13.142,0.561918,대전광역시,서구
4109,19478,11.465,0.617828,대전광역시,서구
4109,19469,12.124,0.595873,대전광역시,서구
4117,8162,12.038,0.598746,대전광역시,서구
4117,8139,12.826,0.57248,대전광역시,서구
4118,8165,13.732,0.542271,대전광역시,서구
4118,8162,20.147,0.328445,대전광역시,서구
4119,8143,10.712,0.642945,대전광역시,서구
4119,8125,11.085,0.6305,대전광역시,서구
4130,8157,5.826,0.805813,대전광역시,서구
4130,8134,20.622,0.312613,대전광역시,서구
4132,19509,15.415,0.486183,대전광역시,서구
4132,19472,24.914,0.169534,대전광역시,서구
4134,8155,9.086,0.697147,대전광역시,서구
4134,8154,16.148,0.461718,대전광역시,서구
4087,19569,12.87,0.571004,대전광역시,서구
4087,19560,13.658,0.544724,대전광역시,서구
4088,19590,9.45,0.685,대전광역시,서구
4088,19614,10.366,0.654459,대전광역시,서구
4089,19591,10.553,0.648224,대전광역시,서구
4089,19613,10.807,0.639752,대전광역시,서구
4090,19570,12.436,0.585457,대전광역시,서구
4090,19559,12.893,0.570247,대전광역시,서구
4071,19532,8.434,0.71886,대전광역시,서구
4071,19573,16.308,0.456395,대전광역시,서구
4072,19573,11.745,0.608501,대전광역시,서구
4072,19542,20.033,0.332244,대전광역시,서구
4073,19542,10.221,0.659295,대전광역시,서구
4073,19556,17.393,0.420225,대전광역시,서구
4074,19556,11.621,0.612618,대전광역시,서구
4074,19532,19.221,0.359309,대전광역시,서구
4017,19655,12.3,0.590001,대전광역시,서구
4017,19583,23.344,0.221855,대전광역시,서구
4021,19529,7.972,0.73427,대전광역시,서구
4021,19587,13.073,0.564226,대전광역시,서구
4022,19586,9.244,0.691866,대전광역시,서구
4022,19619,9.26,0.691319,대전광역시,서구
4023,19583,10.974,0.634198,대전광역시,서구
4023,19664,22.206,0.259798,대전광역시,서구
4024,19664,12.912,0.569605,대전광역시,서구
4024,19622,20.653,0.31155,대전광역시,서구
4025,19622,13.026,0.565794,대전광역시,서구
4025,19655,21.653,0.278231,대전광역시,서구
4033,19667,12.758,0.574745,대전광역시,서구
4033,19549,21.491,0.283621,대전광역시,서구
4034,19549,10.417,0.652762,대전광역시,서구
4034,19652,22.741,0.241968,대전광역시,서구
4035,19546,9.636,0.678803,대전광역시,서구
4035,19667,19.681,0.34396,대전광역시,서구
4036,19652,15.128,0.495728,대전광역시,서구
4036,19546,22.076,0.264133,대전광역시,서구
3988,19552,10.995,0.633509,대전광역시,서구
3988,19577,11.475,0.617508,대전광역시,서구
3989,19641,11.105,0.629821,대전광역시,서구
3989,19633,12.998,0.566727,대전광역시,서구
3990,19553,11.1,0.630011,대전광역시,서구
3990,19576,12.004,0.599868,대전광역시,서구
3993,19417,15.759,0.474704,대전광역시,서구
3993,19307,21.402,0.286607,대전광역시,서구
3994,19399,16.591,0.446961,대전광역시,서구
3994,19304,23.149,0.228376,대전광역시,서구
3995,19304,14.894,0.503532,대전광역시,서구
3995,19417,22.375,0.254164,대전광역시,서구
3997,19528,11.686,0.610475,대전광역시,서구
3997,19639,24.017,0.199432,대전광역시,서구
3998,19639,9.622,0.679266,대전광역시,서구
3998,19500,21.293,0.290249,대전광역시,서구
3999,19312,11.712,0.609608,대전광역시,서구
3999,19091,23.418,0.219397,대전광역시,서구
4000,19091,9.134,0.695529,대전광역시,서구
4000,19315,22.741,0.241973,대전광역시,서구
4002,19134,7.665,0.744505,대전광역시,서구
4002,19129,8.125,0.729163,대전광역시,서구
4003,19500,13.062,0.564616,대전광역시,서구
4003,19636,21.922,0.269263,대전광역시,서구
4006,19636,9.382,0.687252,대전광역시,서구
4006,19528,22.748,0.241733,대전광역시,서구
4011,19315,13.086,0.563809,대전광역시,서구
4011,19331,26.758,0.108059,대전광역시,서구
3971,19331,14.849,0.505026,대전광역시,서구
3971,19312,26.76,0.107999,대전광역시,서구
3979,19632,10.177,0.660751,대전광역시,서구
3979,19576,16.755,0.441514,대전광역시,서구
3980,19307,12.556,0.581457,대전광역시,서구
3980,19399,21.173,0.294228,대전광역시,서구
문장로25길-1,문장로25길-8,20.543,0.315246,경상북도,구미시
문장로25길-1,문장로25길-9,20.543,0.315246,경상북도,구미시
문장로-15,문장로25길-8,27.105,0.096503,경상북도,구미시
문장로-15,문장로25길-9,27.105,0.096503,경상북도,구미시
금오대로14길-3,금오대로14길-1,18.776,0.374137,경상북도,구미시
금오대로14길-3,금오대로14길-4,18.96,0.367988,경상북도,구미시
금오대로-1,금오대로-20,23.85,0.205012,경상북도,구미시
금오대로-1,금오대로14길-4,29.442,0.018602,경상북도,구미시
산업로-5,산업로-23,15.756,0.474786,경상북도,구미시
산업로-5,산업로-17,16.476,0.450798,경상북도,구미시
산업로-6,산업로-19,14.597,0.513428,경상북도,구미시
산업로-6,산업로-21,15.002,0.499924,경상북도,구미시
31270-CW-00849,31270-TL-00461-02,13.498,0.550054,경기도,포천시
31270-CW-00849,31270-TL-00459-03,13.645,0.545167,경기도,포천시
4452,13330,12.087,0.597105,대전광역시,서구
4452,13329,12.811,0.572952,대전광역시,서구
4454,13317,12.828,0.572408,대전광역시,서구
4454,13312,13.159,0.561375,대전광역시,서구
4455,13311,12.279,0.590709,대전광역시,서구
4455,13325,12.738,0.575385,대전광역시,서구
4457,7171,9.005,0.699823,대전광역시,중구
4457,7178,9.054,0.6982,대전광역시,중구
4462,13894,16.221,0.459315,대전광역시,서구
4462,13879,16.394,0.453523,대전광역시,서구
4463,13733,11.845,0.605172,대전광역시,서구
4463,13762,12.183,0.593901,대전광역시,서구
4464,13769,11.418,0.619404,대전광역시,서구
4464,13772,12.466,0.584477,대전광역시,서구
4465,13766,11.377,0.62078,대전광역시,서구
4465,13775,12.019,0.599373,대전광역시,서구
4466,13736,12.029,0.599017,대전광역시,서구
4466,13759,12.468,0.584406,대전광역시,서구
4469,15521,14.819,0.506032,대전광역시,유성구
4469,15524,17.013,0.432889,대전광역시,유성구
4470,13018,26.635,0.112158,대전광역시,유성구
4470,13019,26.635,0.112158,대전광역시,유성구
4471,13006,15.825,0.472492,대전광역시,유성구
4471,13007,15.825,0.472492,대전광역시,유성구
4417,4622,8.284,0.723871,대전광역시,중구
4417,4625,10.325,0.655827,대전광역시,중구
4418,4686,10.734,0.642205,대전광역시,중구
4418,4689,16.75,0.441663,대전광역시,중구
4426,3973,15.066,0.497799,대전광역시,중구
4426,3993,15.575,0.480828,대전광역시,중구
4428,3947,14.174,0.527522,대전광역시,동구
4428,3944,18.374,0.387546,대전광역시,동구
4429,8645,12.502,0.583261,대전광역시,중구
4429,8643,12.833,0.572241,대전광역시,중구
4431,4502,11.36,0.621347,대전광역시,동구
4431,4499,15.234,0.492184,대전광역시,동구
4433,2842,3.68,0.877317,대전광역시,동구
4433,2846,8.784,0.707194,대전광역시,동구
4434,4037,11.88,0.603985,대전광역시,동구
4434,4036,15.18,0.493992,대전광역시,동구
4435,4689,11.604,0.613206,대전광역시,중구
4435,4685,13.028,0.565749,대전광역시,중구
4436,4735,11.039,0.632038,대전광역시,중구
4436,4728,13.864,0.537873,대전광역시,중구
4437,4682,13.77,0.541013,대전광역시,중구
4437,4735,18.629,0.379024,대전광역시,중구
4384,2556,8.57,0.714337,대전광역시,서구
4384,2559,24.535,0.182163,대전광역시,서구
4387,2559,8.495,0.716829,대전광역시,서구
4387,2556,24.51,0.183012,대전광역시,서구
4390,2491,10.767,0.641113,대전광역시,유성구
4390,2487,11.613,0.612893,대전광역시,유성구
4391,1773,9.249,0.691712,대전광역시,유성구
4391,1796,10.396,0.653478,대전광역시,유성구
4392,17456,14.877,0.504095,대전광역시,유성구
4392,17453,16.126,0.462452,대전광역시,유성구
4393,17442,19.539,0.348702,대전광역시,유성구
4399,14886,11.468,0.617738,대전광역시,유성구
4399,14912,12.532,0.582263,대전광역시,유성구
4400,14911,19.267,0.357767,대전광역시,유성구
4400,14872,19.993,0.333572,대전광역시,유성구
4401,14915,8.982,0.700587,대전광역시,유성구
4401,14885,10.123,0.662582,대전광역시,유성구
4402,9027,13.549,0.548361,대전광역시,중구
4402,9010,14.354,0.521542,대전광역시,중구
4403,9030,12.986,0.567144,대전광역시,중구
4403,9033,15.222,0.4926,대전광역시,중구
4404,9033,13.178,0.560744,대전광역시,중구
4404,9003,15.638,0.478721,대전광역시,중구
4405,4824,14.829,0.5057,대전광역시,동구
4405,4817,16.067,0.464429,대전광역시,동구
4354,11726,9.609,0.679695,대전광역시,대덕구
4354,11781,17.8,0.406663,대전광역시,대덕구
4355,11758,19.394,0.353535,대전광역시,대덕구
4355,11776,20.821,0.305955,대전광역시,대덕구
4356,11785,19.879,0.337376,대전광역시,대덕구
4356,11747,19.955,0.33482,대전광역시,대덕구
4359,12294,13.242,0.558587,대전광역시,대덕구
4359,12290,13.965,0.534497,대전광역시,대덕구
4362,12250,13.211,0.559641,대전광역시,대덕구
4365,11581,7.804,0.739869,대전광역시,대덕구
4365,11586,9.004,0.699868,대전광역시,대덕구
4366,11598,7.809,0.739692,대전광역시,대덕구
4366,11595,9.402,0.686583,대전광역시,대덕구
4367,11609,6.148,0.795069,대전광역시,대덕구
4367,11612,9.251,0.691636,대전광역시,대덕구
4369,11628,6.69,0.776996,대전광역시,대덕구
4369,11627,7.493,0.750245,대전광역시,대덕구
4370,157,7.803,0.739893,대전광역시,대덕구
4370,152,13.142,0.56195,대전광역시,대덕구
4372,15944,18.506,0.383126,대전광역시,동구
4372,15982,18.985,0.367181,대전광역시,동구
