sido,sigungu,doro,address,crosswalk_id,crosswalk_type,highland,crosswalk_lat,crosswalk_lon,roadnum,crosswalk_width,crosswalk_length,signal,button,sound_signal,bump,braille_block,spotlight,org_code
전북특별자치도,군산시,내항2길,전북특별자치도 군산시 장미동 22-1,군산시-00148,1,N,35.988556,126.714934,4,3.0,23.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 장미동 22-1,군산시-00157,1,N,35.988556,126.714934,2,3.0,9.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 장미동 22-1,군산시-00158,1,N,35.988556,126.714934,2,3.0,9.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,궁멀길,전북특별자치도 군산시 내흥동 863-77,군산시-00161,4,N,35.988731,126.7441597,2,3.0,6.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,계남1길,전북특별자치도 군산시 임피면 축산리 634-1,군산시-00121,4,N,35.99109565,126.8590402,2,4.0,9.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,동군산로,전북특별자치도 군산시 임피면 축산리 172-1,군산시-00092,4,N,35.99267819,126.859028,2,3.0,20.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 장미동 22-1,군산시-00109,1,N,35.988556,126.714934,2,3.0,11.0,Y, , ,Y,Y, ,4671000
대전광역시,대덕구,대덕대로1486번길,대전광역시 대덕구 목상동 853,1356,1,Y,36.44595979,127.4128578,2,5.0,6.8,Y, , ,Y,Y,N,6300000
대전광역시,대덕구,대덕대로1486번길,대전광역시 대덕구 목상동 853,1370,1,Y,36.44610434,127.4126197,2,4.2,6.0,Y, , ,Y,Y,N,6300000
대전광역시,대덕구,신일동로,대전광역시 대덕구 문평동 1704,1371,1,N,36.44465262,127.4047695,8,8.1,24.1,Y, , ,Y,Y,N,6300000
대전광역시,대덕구,대덕대로,대전광역시 대덕구 문평동 1702,1372,1,N,36.44468938,127.4042393,9,8.2,37.7,Y, , ,Y,Y,N,6300000
전북특별자치도,군산시,금강로,전북특별자치도 군산시 성산면 성덕리 438-41,군산시-00068,4,N,36.011377,126.758802,2,4.0,9.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,강변로,전북특별자치도 군산시 성산면 성덕리 471-17,군산시-00070,4,N,36.011327,126.759147,5,6.0,21.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,강변로,전북특별자치도 군산시 내흥동 320-12,군산시-00078,1,N,36.00898075,126.758706,6,8.0,25.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,강변로,전북특별자치도 군산시 내흥동 287-11,군산시-00084,1,Y,36.00910684,126.7584166,3,2.0,9.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,중앙로,전북특별자치도 군산시 해망동 1000-2,군산시-00087,1,N,35.991871,126.703912,1,2.0,9.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,군산창길,전북특별자치도 군산시 금동 55-12,군산시-00088,4,N,35.992666,126.7090918,2,4.0,7.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,군산창길,전북특별자치도 군산시 금동 55-12,군산시-00089,1,N,35.992666,126.7090918,2,4.0,14.0,Y, , ,Y,Y, ,4671000
경기도,포천시,영북로,경기도 포천시 영북면 운천리 334-18,31270-CW-00568,1,N,38.0865275,127.2748741,7,6.1,24.6,Y,N,N,Y,Y,Y,5600000
경기도,포천시,호국로,경기도 포천시 영중면 금주리 899-1,31270-CW-00571,1,N,37.9706169,127.2496598,6,8.0,24.5,Y,N,Y,N,N,Y,5600000
경기도,포천시,호국로,경기도 포천시 신북면 만세교리 251-5,31270-CW-00574,1,N,37.9562092,127.2407926,5,8.4,18.0,Y,N,N,N,N,Y,5600000
경기도,포천시,호국로,경기도 포천시 신북면 만세교리 264-6,31270-CW-00576,4,N,37.9539006,127.2396928,4,6.1,18.8,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,호국로,경기도 포천시 신북면 만세교리 364-1,31270-CW-00578,4,N,37.9538401,127.239502,3,4.9,12.0,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,영북로,경기도 포천시 영북면 운천리 298-2,31270-CW-00563,1,N,38.0846267,127.2748128,7,4.1,24.6,Y,N,N,Y,Y,Y,5600000
경기도,포천시,호국로,경기도 포천시 영중면 금주리 707-4,31270-CW-00566,1,N,37.9850446,127.2435647,7,8.5,24.2,Y,N,N,N,N,Y,5600000
경기도,포천시,새낭로,경기도 포천시 이동면 노곡리 841-17,31270-CW-00531,4,N,38.0061074,127.3306621,3,6.7,14.5,Y,N,N,Y,N,Y,5600000
경기도,포천시,성장로,경기도 포천시 이동면 노곡리 845-2,31270-CW-00535,1,N,38.0072643,127.3357001,2,4.1,8.0,Y,N,N,N,N,Y,5600000
전북특별자치도,군산시,철새로,전북특별자치도 군산시 성산면 성덕리 470-8,군산시-00060,4,N,36.01174219,126.7594635,5,6.0,23.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,철새로,전북특별자치도 군산시 성산면 성덕리 471-10,군산시-00062,4,N,36.011787,126.7591661,2,4.0,8.0,Y, , ,Y,N, ,4671000
강원특별자치도,동해시,공단4로,강원특별자치도 동해시 구호동 278,D00664,1,N,37.477836,129.142991,4,6.0,16.3,Y, , ,Y,N, ,4211000
강원특별자치도,동해시,공단7로,강원특별자치도 동해시 구호동 273,D00666,1,N,37.477845,129.142621,4,5.8,12.0,Y, , ,Y,N, ,4211000
강원특별자치도,동해시,동해대로,강원특별자치도 동해시 대구동 540,D00686,1,N,37.470855,129.140391,5,8.3,20.9,Y, , ,Y,N, ,4211000
전북특별자치도,군산시,철새로,전북특별자치도 군산시 성산면 성덕리 421-14,군산시-00028,1,N,36.0203043,126.7645056,7,7.0,30.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,함안로,전북특별자치도 군산시 서수면 관원리 165-1,군산시-00034,4,N,36.017557,126.877552,5,4.0,21.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,원관원길,전북특별자치도 군산시 서수면 관원리 164-4,군산시-00035,4,N,36.017679,126.8773171,2,4.0,11.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,함안로,전북특별자치도 군산시 서수면 관원리 164-4,군산시-00037,4,N,36.017679,126.8773171,5,4.0,21.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,함안로,전북특별자치도 군산시 서수면 관원리 165-2,군산시-00038,4,N,36.01746299,126.877564,2,4.0,11.0,Y, , ,Y,N, ,4671000
경기도,이천시,진상미로,경기도 이천시 모가면 진가리 453,188,1,N,37.17477538,127.4799441,2,6.0,8.0,Y,N,N,N,N,N,4070000
경기도,이천시,대월로,경기도 이천시 모가면 진가리 67-33,194,1,N,37.16812152,127.4815277,2,4.0,7.6,Y,N,N,N,N,Y,4070000
경기도,이천시,진상미로,경기도 이천시 모가면 진가리 산44-3,195,1,N,37.16503594,127.4794051,3,4.0,8.8,Y,N,N,N,N,N,4070000
경기도,이천시,진상미로,경기도 이천시 모가면 송곡리 297-2,198,1,Y,37.15184925,127.4832588,2,4.0,6.2,Y,Y,N,Y,Y,Y,4070000
경기도,이천시,노성로,경기도 이천시 설성면 대죽리 산32-5,203,1,N,37.12636896,127.4855722,5,6.0,16.2,Y,N,N,Y,Y,N,4070000
경기도,이천시,설가로,경기도 이천시 설성면 송계리 33-3,210,1,N,37.17611946,127.5138184,3,6.0,9.4,Y,N,N,N,N,Y,4070000
경기도,이천시,설가로,경기도 이천시 대월면 군량리 산4-6,211,1,N,37.18650857,127.5179314,2,4.0,10.0,Y,N,N,Y,Y,N,4070000
경기도,이천시,황무로,경기도 이천시 신둔면 인후리 217,212,1,N,37.30451567,127.3782431,2,4.0,7.0,Y,Y,N,N,N,Y,4070000
경기도,이천시,황무로,경기도 이천시 신둔면 마교리 369-40,214,1,N,37.30190263,127.3875201,2,6.0,7.6,Y,N,N,N,N,Y,4070000
경기도,이천시,마도로,경기도 이천시 마장면 양촌리 80-11,162,1,N,37.25724714,127.3529461,5,5.0,12.8,Y,N,N,Y,N,Y,4070000
경기도,이천시,마도로,경기도 이천시 마장면 양촌리 64-10,163,1,N,37.25643746,127.3525253,5,6.0,17.2,Y,N,N,Y,Y,Y,4070000
경기도,이천시,마도로,경기도 이천시 마장면 양촌리 33-16,164,1,N,37.25591517,127.3524215,5,6.0,21.8,Y,N,N,Y,Y,N,4070000
경기도,이천시,덕평로,경기도 이천시 마장면 이치리 362-5,165,1,N,37.24729183,127.3621635,4,6.0,12.6,Y,N,N,N,N,Y,4070000
경기도,이천시,덕평로,경기도 이천시 마장면 이치리 363-33,166,1,N,37.24624837,127.3623623,5,6.0,17.0,Y,N,N,N,N,N,4070000
경기도,이천시,덕평로,경기도 이천시 마장면 덕평리 318-3,167,1,N,37.23915991,127.363395,6,8.0,20.8,Y,N,N,N,N,Y,4070000
경기도,이천시,덕평로,경기도 이천시 마장면 덕평리 441-1,168,1,N,37.23708181,127.3645,7,6.0,21.6,Y,N,N,Y,N,Y,4070000
경기도,이천시,덕평로,경기도 이천시 마장면 덕평리 503-1,169,1,N,37.23261976,127.3667632,4,6.0,18.2,Y,N,Y,Y,Y,Y,4070000
경기도,이천시,덕평로,경기도 이천시 마장면 덕평리 105-1,170,1,N,37.23075529,127.3665595,2,4.0,7.0,Y,N,N,N,N,Y,4070000
경기도,이천시,덕평로,경기도 이천시 마장면 이평리 267-39,171,1,N,37.22730652,127.3677398,4,4.0,20.2,Y,N,N,N,N,N,4070000
경기도,이천시,덕평로,경기도 이천시 마장면 이평리 541-1,172,1,N,37.22313689,127.3699147,2,4.0,7.0,Y,N,N,N,N,N,4070000
경기도,이천시,덕평로,경기도 이천시 호법면 매곡리 556-13,176,1,N,37.20864035,127.3867157,2,4.0,7.6,Y,N,N,Y,Y,Y,4070000
경기도,이천시,덕평로,경기도 이천시 호법면 매곡리 617,178,1,N,37.20542231,127.3843266,4,6.0,16.2,Y,N,N,N,N,Y,4070000
경기도,이천시,덕평로,경기도 이천시 호법면 매곡리 1087-8,179,1,N,37.19887925,127.384568,2,6.0,7.4,Y,N,N,N,N,Y,4070000
경기도,이천시,진상미로,경기도 이천시 대포동 928,180,1,N,37.20895369,127.4535457,2,4.0,7.2,Y,N,N,N,N,N,4070000
경기도,이천시,진상미로,경기도 이천시 대포동 547-1,182,1,N,37.2017274,127.458521,4,4.0,15.4,Y,N,N,Y,Y,Y,4070000
경기도,이천시,진상미로,경기도 이천시 모가면 소고리 380-4,183,1,N,37.19524626,127.4664614,2,4.0,5.8,Y,N,N,N,N,Y,4070000
경기도,이천시,진상미로,경기도 이천시 모가면 원두리 616-1,185,1,N,37.18472612,127.4762621,2,6.0,6.2,Y,Y,N,N,N,Y,4070000
경기도,이천시,진상미로,경기도 이천시 모가면 진가리 199-4,187,1,N,37.17992174,127.4791101,2,6.0,8.0,Y,N,N,N,N,Y,4070000
경기도,포천시,영북로,경기도 포천시 영북면 운천리 306-1,31270-CW-00468,1,N,38.0835289,127.2751963,7,8.1,24.8,Y,N,N,Y,Y,Y,5600000
경기도,포천시,화동로,경기도 포천시 이동면 도평리 721-3,31270-CW-00469,1,N,38.0583349,127.385712,2,3.9,8.3,Y,N,N,Y,N,Y,5600000
경기도,포천시,영북로,경기도 포천시 영북면 운천리 270-5,31270-CW-00470,1,N,38.0801215,127.2760355,5,4.0,18.5,Y,N,N,Y,Y,Y,5600000
경기도,포천시,영북로,경기도 포천시 영북면 문암리 1-3,31270-CW-00475,1,N,38.0782995,127.2750086,5,6.6,17.7,Y,N,N,Y,Y,Y,5600000
경기도,포천시,영북로,경기도 포천시 영북면 문암리 226-4,31270-CW-00485,4,N,38.0749639,127.2740615,5,6.1,20.9,Y,N,N,Y,Y,Y,5600000
경기도,포천시,호국로,경기도 포천시 영북면 문암리 231-21,31270-CW-00487,4,N,38.0750567,127.2738396,5,6.4,18.8,Y,N,N,Y,Y,Y,5600000
경기도,포천시,포천로,경기도 포천시 창수면 주원리 산 217-3,31270-CW-00436,4,N,38.0162313,127.1552814,3,6.1,12.0,Y,N,N,N,N,Y,5600000
경기도,포천시,영북로,경기도 포천시 영북면 운천리 496-23,31270-CW-00458,1,N,38.0937631,127.2733394,5,6.3,27.0,Y,Y,Y,Y,Y,Y,5600000
경기도,포천시,영북로,경기도 포천시 영북면 운천리 499-4,31270-CW-00459,1,N,38.0933438,127.2735231,5,8.2,27.3,Y,Y,Y,Y,Y,Y,5600000
경기도,포천시,영북로,경기도 포천시 영북면 운천리 347-3,31270-CW-00461,1,N,38.0922751,127.2739951,5,6.4,27.3,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,영북로,경기도 포천시 영북면 운천리 347-3,31270-CW-00462,1,N,38.0914386,127.2743539,5,6.1,26.7,Y,N,N,Y,Y,Y,5600000
경기도,포천시,오성한음로,경기도 포천시 가산면 마산리 791-5,31270-CW-00409,1,N,37.8533258,127.1714605,3,6.0,12.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,마정로,경기도 포천시 가산면 마산리 337-8,31270-CW-00415,4,N,37.8434237,127.1809213,2,5.5,9.5,Y,N,N,Y,Y,N,5600000
경기도,포천시,전영로,경기도 포천시 창수면 주원리 산 217-3,31270-CW-00435,4,N,38.0163934,127.1553074,5,6.3,17.9,Y,N,N,N,N,Y,5600000
강원특별자치도,동해시,서동로,강원특별자치도 동해시 쇄운동 1030-32,D00640,4,N,37.484012,129.103058,4,4.1,5.1,Y, , ,Y,Y, ,4211000
강원특별자치도,동해시,효가로,강원특별자치도 동해시 효가동 220-4,D00657,1,N,37.495675,129.108498,3,6.1,12.7,Y, , ,Y,Y, ,4211000
강원특별자치도,동해시,효가로,강원특별자치도 동해시 효가동 220-4,D00658,1,N,37.495602,129.108411,4,20.0,6.0,Y, , ,Y,Y, ,4211000
강원특별자치도,동해시,공단4로,강원특별자치도 동해시 구호동 278,D00660,1,N,37.479684,129.141032,4,6.2,16.2,Y, , ,Y,Y, ,4211000
강원특별자치도,동해시,공단7로,강원특별자치도 동해시 구호동 280-2,D00662,1,N,37.478081,129.143073,4,6.1,12.5,Y, , ,Y,Y, ,4211000
강원특별자치도,동해시,공단4로,강원특별자치도 동해시 구호동 278,D00663,1,N,37.478147,129.142665,4,6.2,16.4,Y, , ,Y,Y, ,4211000
경상북도,구미시,봉곡남로25길,경상북도 구미시 봉곡동 574,봉곡남로25길-1,1,N,36.15165285,128.3175809,1,4.4,5.8,Y, , , ,Y, ,5080000
경기도,포천시,금강로,경기도 포천시 내촌면 내리 152-6,31270-CW-00381,1,N,37.7964819,127.2405912,6,7.2,25.5,Y,N,N,Y,N,Y,5600000
경기도,포천시,금강로,경기도 포천시 내촌면 소학리 50-8,31270-CW-00382,1,N,37.8219726,127.2625903,7,6.6,25.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,금강로,경기도 포천시 내촌면 신팔리 117-5,31270-CW-00383,1,N,37.8459846,127.2790262,6,8.3,29.1,Y,N,N,Y,Y,Y,5600000
경기도,포천시,유교로,경기도 포천시 가산면 감암리 539-19,31270-CW-00394,1,N,37.8706175,127.1847639,2,3.5,6.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,오성한음로,경기도 포천시 가산면 감암리 539-7,31270-CW-00395,4,N,37.8706757,127.1849629,3,4.0,11.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,오성한음로,경기도 포천시 가산면 감암리 539-2,31270-CW-00396,4,N,37.8705183,127.1847807,3,4.5,12.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,유교로,경기도 포천시 가산면 감암리 539-17,31270-CW-00397,4,N,37.870545,127.1850109,2,4.0,9.5,Y,N,N,Y,Y,Y,5600000
경기도,포천시,탑동가산로,경기도 포천시 가산면 감암리 189-5,31270-CW-00400,4,N,37.8484267,127.1920398,5,5.5,22.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,가산로,경기도 포천시 가산면 마산리 143-9,31270-CW-00401,4,N,37.8482511,127.1919826,4,6.0,16.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,포천로,경기도 포천시 가산면 마산리 141-5,31270-CW-00402,4,N,37.8483722,127.192318,4,6.0,17.5,Y,N,N,Y,Y,Y,5600000
경기도,포천시,포천로,경기도 포천시 가산면 마산리 141-5,31270-CW-00403,4,N,37.8482101,127.1922438,5,5.5,19.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,포천로,경기도 포천시 군내면 유교리 1049-6,31270-CW-00405,4,N,37.8497591,127.1967472,6,6.0,19.0,Y,Y,Y,Y,Y,Y,5600000
경기도,포천시,오성한음로,경기도 포천시 가산면 마산리 788-13,31270-CW-00407,1,N,37.8534742,127.1716795,3,4.0,13.5,Y,N,N,Y,Y,Y,5600000
경기도,포천시,선마로,경기도 포천시 가산면 마산리 789-5,31270-CW-00408,1,N,37.8533661,127.1716907,1,3.5,8.0,Y,N,N,Y,Y,Y,5600000
강원특별자치도,동해시,이원길,강원특별자치도 동해시 이도동 257,D00625,1,N,37.479853,129.109658,4,4.4,15.2,Y, , ,Y,N, ,4211000
강원특별자치도,동해시,이원길,강원특별자치도 동해시 이도동 257,D00626,1,N,37.479726,129.109489,4,4.0,12.6,Y, , ,Y,N, ,4211000
강원특별자치도,동해시,이원길,강원특별자치도 동해시 이도동 381-4,D00630,1,N,37.479845,129.103035,4,6.0,16.6,Y, , ,Y,Y, ,4211000
강원특별자치도,동해시,청운로,강원특별자치도 동해시 이도동 376-3,D00632,1,N,37.479935,129.103177,4,3.9,2.3,Y, , ,Y,Y, ,4211000
강원특별자치도,동해시,이원길,강원특별자치도 동해시 이도동 381-4,D00634,1,N,37.479846,129.103319,4,4.2,3.2,Y, , ,Y,Y, ,4211000
경기도,이천시,이여로,경기도 이천시 백사면 모전리 82-3,135,1,N,37.30493414,127.4632427,5,6.0,17.4,Y,N,Y,Y,N,Y,4070000
경기도,이천시,이여로,경기도 이천시 백사면 모전리 970,136,1,N,37.3063795,127.4635453,6,6.0,20.2,Y,N,N,Y,N,Y,4070000
경기도,이천시,이여로,경기도 이천시 백사면 모전리 968-13,137,1,N,37.30722136,127.4640124,5,6.0,18.8,Y,N,N,Y,Y,Y,4070000
경기도,이천시,이여로,경기도 이천시 백사면 모전리 966-5,138,1,N,37.30814456,127.4643323,5,6.0,19.2,Y,N,Y,Y,N,Y,4070000
경기도,이천시,이여로,경기도 이천시 백사면 모전리 23,139,1,N,37.31177586,127.4659829,7,6.0,29.4,Y,N,Y,N,N,Y,4070000
경기도,이천시,이여로,경기도 이천시 백사면 모전리 산1,141,1,N,37.31914991,127.4694679,3,6.0,10.8,Y,N,N,Y,N,Y,4070000
경기도,이천시,이여로,경기도 이천시 백사면 조읍리 산103,144,1,N,37.32346456,127.4744791,2,6.0,7.0,Y,Y,N,Y,N,Y,4070000
경기도,이천시,이여로,경기도 이천시 백사면 조읍리 572,145,1,N,37.32484703,127.4759178,3,6.0,10.6,Y,N,N,N,N,N,4070000
경기도,이천시,이여로,경기도 이천시 백사면 조읍리 산78-1,146,1,N,37.33061911,127.4813174,2,6.0,6.2,Y,N,N,N,N,Y,4070000
경기도,이천시,이여로,경기도 이천시 백사면 송말리 96-1,148,1,N,37.33573713,127.4865548,3,6.0,9.6,Y,N,N,N,N,Y,4070000
경기도,이천시,이여로,경기도 이천시 백사면 송말리 56-2,149,1,N,37.34064344,127.487926,3,6.0,11.6,Y,N,N,Y,Y,Y,4070000
경기도,이천시,일생로,경기도 이천시 율면 산양리 392-8,153,1,N,37.06403556,127.5136273,2,4.0,6.8,Y,N,N,N,N,N,4070000
경기도,이천시,원설로,경기도 이천시 설성면 대죽리 184-5,154,1,N,37.13421714,127.4906003,4,4.0,15.4,Y,N,N,N,N,N,4070000
경기도,이천시,원설로,경기도 이천시 설성면 대죽리 679-2,155,1,N,37.13537685,127.4731075,3,4.0,13.2,Y,N,N,N,N,N,4070000
경기도,이천시,원설로,경기도 이천시 설성면 대죽리 678-1,156,1,N,37.13555844,127.4726023,3,4.0,13.2,Y,N,N,N,N,N,4070000
경기도,이천시,원설로,경기도 이천시 설성면 대죽리 산119-1,157,1,N,37.13652261,127.4657089,3,4.0,9.2,Y,N,N,N,N,N,4070000
경기도,이천시,마도로,경기도 이천시 마장면 관리 산168-2,161,1,N,37.26519535,127.3541323,2,4.0,7.2,Y,N,N,N,N,N,4070000
경기도,포천시,부흥로,경기도 포천시 내촌면 진목리 산 39-8,31270-CW-00358,4,N,37.810466,127.2099054,5,5.8,20.3,Y,N,N,Y,N,Y,5600000
경기도,포천시,포천로,경기도 포천시 가산면 금현리 291-4,31270-CW-00360,4,N,37.838184,127.2001345,5,14.0,30.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,금강로,경기도 포천시 내촌면 음현리 521-4,31270-CW-00361,1,N,37.7602244,127.2219786,9,8.1,32.4,Y,N,N,Y,Y,Y,5600000
경기도,포천시,금강로,경기도 포천시 내촌면 음현리 561-9,31270-CW-00362,4,N,37.7614373,127.2231781,7,7.8,30.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,매봉길,경기도 포천시 내촌면 음현리 522-10,31270-CW-00364,4,N,37.7612985,127.2232982,2,4.1,10.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,금강로,경기도 포천시 내촌면 음현리 554-8,31270-CW-00365,1,N,37.7644717,127.225335,8,7.8,32.6,Y,N,N,Y,Y,Y,5600000
경기도,포천시,금강로,경기도 포천시 내촌면 음현리 598-8,31270-CW-00366,4,N,37.7674664,127.226428,7,7.9,29.8,Y,N,N,Y,Y,Y,5600000
경기도,포천시,금강로2110번길,경기도 포천시 내촌면 음현리 602-1,31270-CW-00369,4,N,37.7673829,127.2265114,3,3.8,15.3,Y,N,N,Y,Y,N,5600000
경기도,포천시,금강로,경기도 포천시 내촌면 음현리 616-2,31270-CW-00370,1,N,37.7697615,127.2276281,8,7.8,32.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,금강로,경기도 포천시 내촌면 음현리 224-11,31270-CW-00371,1,N,37.7745741,127.2274939,8,8.2,29.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,금강로2194번길,경기도 포천시 내촌면 음현리 223-4,31270-CW-00372,1,N,37.7747823,127.227547,2,3.8,18.8,Y,N,N,Y,N,N,5600000
경기도,포천시,금강로,경기도 포천시 내촌면 음현리 644-6,31270-CW-00373,1,N,37.7747018,127.227263,2,2.0,21.8,Y,N,N,Y,N,N,5600000
경기도,포천시,내촌로,경기도 포천시 내촌면 음현리 723-16,31270-CW-00374,4,N,37.7805507,127.2264097,3,4.6,24.5,Y,N,N,Y,Y,Y,5600000
경기도,포천시,포천로,경기도 포천시 내촌면 내리 483-2,31270-CW-00375,1,N,37.7856829,127.2268993,5,6.8,35.3,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,내촌로,경기도 포천시 내촌면 내리 483-3,31270-CW-00376,1,N,37.7853958,127.2269027,5,8.2,19.0,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,내촌로,경기도 포천시 내촌면 내리 484-1,31270-CW-00378,1,N,37.7858174,127.2272374,5,6.0,20.8,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,금강로,경기도 포천시 내촌면 내리 264-9,31270-CW-00380,1,N,37.794697,127.2321098,5,8.8,18.5,Y,N,N,Y,N,Y,5600000
경기도,이천시,사실로,경기도 이천시 모가면 두미리 813,110,1,N,37.16118038,127.438518,3,6.0,8.6,Y,N,N,N,N,Y,4070000
경기도,이천시,사실로,경기도 이천시 모가면 두미리 812,111,1,N,37.16684021,127.4392372,2,6.0,5.8,Y,N,N,N,N,Y,4070000
경기도,이천시,사실로,경기도 이천시 모가면 어농리 687,112,1,N,37.17503146,127.4388302,2,4.0,9.8,Y,N,N,N,N,N,4070000
경기도,이천시,사실로,경기도 이천시 모가면 어농리 675-1,113,1,N,37.17881702,127.4393584,4,6.0,14.6,Y,N,Y,Y,Y,N,4070000
경기도,이천시,사실로,경기도 이천시 모가면 어농리 671-2,114,1,N,37.17916419,127.4394053,3,6.0,12.6,Y,N,Y,Y,Y,N,4070000
경기도,이천시,사실로,경기도 이천시 모가면 어농리 산119,115,1,N,37.1817432,127.4395215,2,6.0,7.4,Y,N,N,N,N,Y,4070000
경기도,이천시,사실로,경기도 이천시 모가면 어농리 631,116,1,N,37.18530748,127.4401281,2,6.0,5.6,Y,N,N,N,N,Y,4070000
경기도,이천시,사실로,경기도 이천시 모가면 신갈리 372-2,117,1,N,37.1970904,127.4456813,3,4.0,10.2,Y,N,N,N,N,Y,4070000
경기도,이천시,사실로,경기도 이천시 모가면 신갈리 640,121,1,Y,37.19975418,127.4474469,2,5.0,6.0,Y,N,N,Y,N,N,4070000
경기도,이천시,사실로,경기도 이천시 대포동 585-4,123,1,N,37.20894224,127.453021,2,4.0,9.8,Y,N,N,N,N,N,4070000
경기도,이천시,진상미로,경기도 이천시 대포동 925-2,124,1,N,37.21090703,127.4533121,2,4.0,8.0,Y,N,N,N,N,Y,4070000
경기도,이천시,진상미로,경기도 이천시 대포동 935-5,125,1,N,37.21474925,127.4511345,3,4.0,11.0,Y,N,N,Y,N,Y,4070000
경기도,이천시,진상미로,경기도 이천시 대포동 935-5,126,1,N,37.21474925,127.4511345,3,4.0,11.0,Y,N,N,Y,N,N,4070000
경기도,이천시,진상미로,경기도 이천시 단월동 555-5,127,1,N,37.21933217,127.4493264,6,10.0,19.2,Y,N,N,N,N,Y,4070000
경기도,이천시,진상미로,경기도 이천시 고담동 467-4,128,1,N,37.24260848,127.4533519,2,4.0,6.6,Y,N,N,N,N,N,4070000
경기도,이천시,진상미로,경기도 이천시 고담동 430-1,131,1,N,37.2450275,127.4551241,2,4.0,6.2,Y,N,N,N,N,N,4070000
경기도,이천시,진상미로,경기도 이천시 장록동 290-9,132,1,N,37.25436281,127.4567696,2,4.0,9.8,Y,N,N,Y,Y,Y,4070000
경기도,이천시,이여로,경기도 이천시 증포동 13-1,133,1,N,37.29756386,127.4600953,6,8.0,25.8,Y,N,N,Y,Y,Y,4070000
경기도,이천시,이여로,경기도 이천시 백사면 모전리 832-1,134,1,N,37.30133785,127.4612546,6,8.0,23.2,Y,N,N,Y,Y,Y,4070000
경상남도,거제시,거제북로,경상남도 거제시 연초면 죽토리 1148-2,292,1,N,34.91216871,128.6530134,2,4.0,9.0,Y,N,N,Y,Y,N,5370000
경상남도,거제시,거제북로,경상남도 거제시 연초면 죽토리 1106-3,296,1,N,34.91393279,128.6555557,4,6.0,12.5,Y,N,N,Y,N,Y,5370000
경상남도,거제시,거제북로,경상남도 거제시 연초면 죽토리 1101-3,297,1,N,34.91425375,128.6555707,2,4.0,15.0,Y,N,N,Y,N,Y,5370000
경상남도,거제시,거제북로,경상남도 거제시 연초면 죽토리 782-8,298,1,N,34.91370055,128.6549247,2,4.0,8.0,Y,N,N,Y,N,Y,5370000
경상남도,거제시,거제북로,경상남도 거제시 연초면 죽토리 1087-5,303,1,N,34.91611421,128.6548401,3,4.0,11.5,Y,N,N,Y,N,Y,5370000
경상남도,거제시,거제북로,경상남도 거제시 연초면 죽토리 1080-2,304,1,N,34.91601859,128.6539684,3,4.0,11.0,Y,N,N,Y,N,Y,5370000
경상남도,거제시,거제북로,경상남도 거제시 연초면 다공리 226-2,308,1,N,34.93532972,128.6564101,3,4.0,10.0,Y,N,N,N,N,Y,5370000
경상북도,구미시,원남로,경상북도 구미시 남통동 363-49,원남로-7,4,N,36.13119408,128.3221209,4,4.9,7.3,Y, , , ,Y, ,5080000
경상북도,구미시,박정희로,경상북도 구미시 상모동 445-7,박정희로-2,1,N,36.08347638,128.3515056,4,6.0,12.7,Y, , , ,Y, ,5080000
