sido,sigungu,doro,address,crosswalk_id,crosswalk_type,highland,crosswalk_lat,crosswalk_lon,roadnum,crosswalk_width,crosswalk_length,signal,button,sound_signal,bump,braille_block,spotlight,org_code
경상남도,양산시,백동길,경상남도 양산시 소주동 1253-12,웅상신-2018,99,N,35.4073061,129.1548824,2,4.0,8.0,Y,N,N,Y,N,N,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 금산리 1495,양산신-8002,1,N,35.30341335,129.0245685,3,8.0,9.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 금산리 1495,양산신-8002,1,N,35.30341335,129.0245685,10,8.0,34.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 금산리 1495,양산신-8002,1,N,35.30341335,129.0245685,10,8.0,31.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 금산리 1485,양산신-8003,1,N,35.30460125,129.0244083,2,4.0,19.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 금산리 1484,양산신-8004,1,N,35.30862109,129.026948,6,8.0,22.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 금산리 1484,양산신-8004,1,N,35.30862109,129.026948,10,8.0,33.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 금산리 1484,양산신-8005,1,N,35.30862109,129.026948,9,8.0,27.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 금산리 1484,양산신-8005,1,N,35.30862109,129.026948,4,8.0,14.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 석산리 1505,양산신-8006,1,N,35.3155797,129.0277709,7,8.0,29.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 석산리 1505,양산신-8006,1,N,35.3155797,129.0277709,6,8.0,35.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 석산리 1505,양산신-8006,1,N,35.3155797,129.0277709,3,8.0,12.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 석산리 1505,양산신-8006,1,N,35.3155797,129.0277709,5,8.0,32.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 석산리 1505,양산신-8007,1,N,35.3155797,129.0277709,9,8.0,30.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 석산리 1430-4,양산신-8008,1,N,35.32827735,129.034015,4,8.0,15.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,강변로,경상남도 양산시 동면 석산리 1516,양산신-8009,1,N,35.32432485,129.0221815,4,8.0,34.0,Y,N,N,Y,N,N,5380000
경상남도,양산시,강변로,경상남도 양산시 동면 석산리 1516,양산신-8009,1,N,35.32432485,129.0221815,4,8.0,13.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,강변로,경상남도 양산시 동면 석산리 1524,양산신-8010,1,N,35.31840596,129.0211938,4,8.0,13.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,금오13길,경상남도 양산시 동면 석산리 1487,양산신-8011,1,N,35.31944193,129.0253379,5,8.0,14.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,금오13길,경상남도 양산시 동면 석산리 1487,양산신-8011,1,N,35.31944193,129.0253379,5,8.0,13.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,금오13길,경상남도 양산시 동면 석산리 1487,양산신-8011,1,N,35.31944193,129.0253379,2,4.0,12.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,금오13길,경상남도 양산시 동면 석산리 1487,양산신-8012,1,N,35.31944193,129.0253379,4,8.0,12.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,금오13길,경상남도 양산시 동면 석산리 1487,양산신-8012,1,N,35.31944193,129.0253379,4,8.0,13.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,금오16길,경상남도 양산시 동면 석산리 1485,양산신-8013,1,N,35.3218342,129.0263565,2,4.0,12.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,금오16길,경상남도 양산시 동면 석산리 1485,양산신-8013,1,N,35.3218342,129.0263565,5,8.0,12.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,양산역로,경상남도 양산시 중부동 698-9,양산신-7014,1,N,35.33987275,129.0326683,4,8.0,17.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양주로,경상남도 양산시 남부동 612,양산신-7015,1,N,35.3321626,129.0266852,4,8.0,13.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양주로,경상남도 양산시 남부동 612,양산신-7015,1,N,35.3321626,129.0266852,2,4.0,9.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양주로,경상남도 양산시 남부동 612,양산신-7015,1,N,35.3321626,129.0266852,4,8.0,14.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양주로,경상남도 양산시 남부동 613,양산신-7016,1,N,35.33336552,129.031681,4,8.0,13.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양주로,경상남도 양산시 남부동 611,양산신-7017,1,N,35.334515,129.0308618,4,8.0,13.0,Y,N,Y,Y,Y,Y,5380000
경상남도,양산시,양주로,경상남도 양산시 남부동 611,양산신-7017,1,N,35.334515,129.0308618,6,8.0,21.0,Y,N,Y,Y,Y,Y,5380000
경상남도,양산시,양주로,경상남도 양산시 남부동 611,양산신-7017,1,N,35.334515,129.0308618,4,8.0,12.0,Y,N,Y,Y,Y,Y,5380000
경상남도,양산시,양주로,경상남도 양산시 남부동 611,양산신-7017,1,N,35.334515,129.0308618,6,8.0,23.0,Y,N,Y,Y,Y,Y,5380000
경상남도,양산시,양주로,경상남도 양산시 중부동 698-18,양산신-7018,1,Y,35.33732091,129.0321408,4,8.0,13.0,Y,N,Y,Y,Y,N,5380000
경상남도,양산시,양주로,경상남도 양산시 중부동 698-9,양산신-7019,1,N,35.33987275,129.0326683,2,4.0,9.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양주로,경상남도 양산시 중부동 698-9,양산신-7019,1,N,35.33987275,129.0326683,4,8.0,17.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양주로,경상남도 양산시 중부동 698-9,양산신-7019,1,N,35.33987275,129.0326683,4,8.0,13.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,삽량로,경상남도 양산시 남부동 884,양산신-7020,1,N,35.33259685,129.023362,5,8.0,17.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,삽량로,경상남도 양산시 남부동 884,양산신-7020,1,N,35.33259685,129.023362,6,8.0,23.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,삽량로,경상남도 양산시 남부동 884,양산신-7020,1,N,35.33259685,129.023362,8,8.0,30.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산역1길,경상남도 양산시 중부동 698-14,양산신-7021,1,N,35.33611128,129.027261,6,8.0,19.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산역1길,경상남도 양산시 중부동 698-14,양산신-7021,1,N,35.33611128,129.027261,5,8.0,20.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산역1길,경상남도 양산시 중부동 698-13,양산신-7022,1,N,35.33736377,129.0269922,5,8.0,17.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산역1길,경상남도 양산시 중부동 698-13,양산신-7022,1,N,35.33736377,129.0269922,6,8.0,23.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산역1길,경상남도 양산시 중부동 698-13,양산신-7022,1,N,35.33736377,129.0269922,8,8.0,30.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양주로,경상남도 양산시 남부동 613,양산신-7024,1,Y,35.33336552,129.0316258,4,8.0,13.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산역로,경상남도 양산시 중부동 698-16,양산신-7025,1,N,35.33694477,129.0292438,5,8.0,17.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 금산리 1099-2,양산신-8001,1,N,35.30168533,129.0225549,4,8.0,15.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 동면 금산리 1099-2,양산신-8001,1,N,35.30168533,129.0225549,9,8.0,34.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,증산역로,경상남도 양산시 물금읍 가촌리 1279-8,양산신-9077,1,N,35.3135016,128.9986725,9,8.0,33.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,강변로,경상남도 양산시 중부동 704,양산신-7005,1,N,35.33949081,129.0273431,6,8.0,19.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,강변로,경상남도 양산시 중부동 704,양산신-7006,1,N,35.33949081,129.0273431,5,8.0,16.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,강변로,경상남도 양산시 중부동 704,양산신-7006,1,N,35.33949081,129.0273431,4,8.0,17.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,강변로,경상남도 양산시 중부동 704,양산신-7006,1,N,35.33949081,129.0273431,6,8.0,19.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,강변로,경상남도 양산시 중부동 704,양산신-7007,1,N,35.339466,129.027385,4,8.0,19.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,강변로,경상남도 양산시 중부동 704,양산신-7007,1,N,35.339466,129.027385,4,8.0,14.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,강변로,경상남도 양산시 중부동 704,양산신-7007,1,N,35.339466,129.027385,5,8.0,18.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,강변로,경상남도 양산시 중부동 704,양산신-7008,1,N,35.33949081,129.0273431,4,8.0,13.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,강변로,경상남도 양산시 중부동 704,양산신-7008,1,N,35.33949081,129.0273431,2,4.0,8.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,강변로,경상남도 양산시 중부동 704,양산신-7008,1,N,35.33949081,129.0273431,4,8.0,12.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,강변로,경상남도 양산시 북부동 536-2,양산신-7009,1,N,35.34346184,129.0331258,7,8.0,21.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,강변로,경상남도 양산시 북부동 536-2,양산신-7009,1,N,35.34346184,129.0331258,4,8.0,14.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,강변로,경상남도 양산시 북부동 536-2,양산신-7009,1,N,35.34346184,129.0331258,6,8.0,23.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산역로,경상남도 양산시 남부동 615,양산신-7010,1,N,35.32940254,129.0286187,6,8.0,25.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,양산역로,경상남도 양산시 남부동 615,양산신-7010,1,N,35.32940254,129.0286187,8,8.0,32.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,양산역로,경상남도 양산시 남부동 615,양산신-7010,1,N,35.32940254,129.0286187,8,8.0,28.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,양산역로,경상남도 양산시 남부동 567,양산신-7011,1,N,35.33287927,129.0287143,4,8.0,17.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산역로,경상남도 양산시 남부동 567,양산신-7011,1,N,35.33287927,129.0287143,4,8.0,14.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산역로,경상남도 양산시 남부동 567,양산신-7011,1,N,35.33287927,129.0287143,4,8.0,13.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산역로,경상남도 양산시 남부동 611,양산신-7012,1,N,35.33459667,129.0308618,6,8.0,21.0,Y,N,Y,Y,Y,N,5380000
경상남도,양산시,양산역로,경상남도 양산시 남부동 611,양산신-7012,1,N,35.33459667,129.0308618,8,8.0,28.0,Y,N,Y,Y,Y,N,5380000
경상남도,양산시,양산역로,경상남도 양산시 남부동 611,양산신-7012,1,N,35.33459667,129.0308618,6,8.0,24.0,Y,N,Y,Y,Y,N,5380000
경상남도,양산시,양산역로,경상남도 양산시 남부동 611,양산신-7012,1,N,35.33459667,129.0308618,7,8.0,15.0,Y,N,Y,Y,Y,N,5380000
경상남도,양산시,양산역로,경상남도 양산시 중부동 698-16,양산신-7013,1,N,35.33694477,129.0292438,5,8.0,16.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산역로,경상남도 양산시 중부동 698-16,양산신-7013,1,N,35.33694477,129.0292438,4,8.0,14.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산역로,경상남도 양산시 중부동 698-9,양산신-7014,1,N,35.33987275,129.0326683,2,4.0,10.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산역로,경상남도 양산시 중부동 698-9,양산신-7014,1,N,35.33987275,129.0326683,5,8.0,19.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산역로,경상남도 양산시 중부동 698-9,양산신-7014,1,N,35.33987275,129.0326683,6,8.0,20.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,청운로,경상남도 양산시 물금읍 가촌리 1279-8,양산신-9076,1,N,35.3135016,128.9986725,6,8.0,23.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산대로,경상남도 양산시 하북면 순지리 723-3,양산신-1017,1,N,35.488347,129.088151,1,4.0,14.0,Y,N,N,Y,N,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 144-7,웅상신-1028,1,N,35.41382636,129.177792,4,8.0,13.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 902-2,웅상신-1029,1,N,35.41434382,129.1789361,4,8.0,15.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 135-13,웅상신-1030,1,N,35.41593839,129.178046,2,4.0,8.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 135-14,웅상신-1030,1,N,35.416123,129.178046,4,8.0,16.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 135-15,웅상신-1030,1,N,35.416123,129.178046,5,8.0,19.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 902-1,웅상신-1031,1,N,35.41815887,129.1772347,2,4.0,15.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 902-1,웅상신-1031,1,N,35.41815887,129.1772347,4,8.0,15.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 902-1,웅상신-1032,1,N,35.41815887,129.1772347,2,4.0,11.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 902-1,웅상신-1032,1,N,35.41815887,129.1772347,2,4.0,10.0,Y,N,N,Y,N,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 902-1,웅상신-1032,1,N,35.41815887,129.1772347,4,8.0,16.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 1017,웅상신-1033,1,N,35.41498384,129.1694112,3,8.0,14.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 1017,웅상신-1033,3,N,35.41498384,129.1694112,1,4.0,10.0,Y,N,N,N,N,N,5380000
경상남도,양산시,웅상대로,경상남도 양산시 주진동 171-27,웅상신-2001,99,N,35.387145,129.1556653,4,8.0,16.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,웅상대로,경상남도 양산시 주진동 171-25,웅상신-2001,99,N,35.38691858,129.155789,7,8.0,24.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,웅상대로,경상남도 양산시 주진동 161-3,웅상신-2002,99,N,35.38894635,129.1566495,2,4.0,10.0,Y,Y,N,Y,Y,Y,5380000
경상남도,양산시,웅상대로,경상남도 양산시 주진동 161-3,웅상신-2002,99,N,35.38894635,129.1566495,6,8.0,24.0,Y,Y,N,Y,Y,Y,5380000
경상남도,양산시,웅상대로,경상남도 양산시 주진동 87-44,웅상신-2003,99,N,35.3919461,129.1582313,2,4.0,10.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,웅상대로,경상남도 양산시 주진동 106-3,웅상신-2003,99,N,35.39175812,129.1582652,7,8.0,24.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,웅상대로,경상남도 양산시 주진동 39-7,웅상신-2004,99,N,35.39482073,129.1595633,5,8.0,20.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,웅상대로,경상남도 양산시 주진동 51-4,웅상신-2004,99,N,35.3945857,129.1595308,8,8.0,29.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,웅상대로,경상남도 양산시 주진동 34-15,웅상신-2005,4,N,35.3969317,129.1605894,4,8.0,11.0,Y,N,N,Y,N,Y,5380000
경상남도,양산시,웅상대로,경상남도 양산시 주진동 20-1,웅상신-2005,4,N,35.39738955,129.1612771,7,8.0,25.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,번영로,경상남도 양산시 소주동 870-7,웅상신-2006,99,N,35.40682306,129.1570468,4,8.0,13.0,Y,N,Y,Y,Y,Y,5380000
경상남도,양산시,번영로,경상남도 양산시 소주동 870-1,웅상신-2007,99,N,35.40980297,129.1574475,4,8.0,13.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,신명동로,경상남도 양산시 삼호동 567-1,웅상신-1019,1,N,35.41498081,129.1728895,2,4.0,23.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,신명동로,경상남도 양산시 삼호동 567-1,웅상신-1019,1,N,35.41498081,129.1728895,3,8.0,13.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,신명동로,경상남도 양산시 삼호동 567-1,웅상신-1019,1,N,35.41498081,129.1728895,3,8.0,8.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,대운로,경상남도 양산시 명동 82-7,웅상신-1020,1,N,35.40011315,129.171019,3,8.0,10.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,대운로,경상남도 양산시 명동 82-7,웅상신-1020,1,N,35.40011315,129.171019,4,8.0,16.0,Y,N,N,Y,N,Y,5380000
경상남도,양산시,대운로,경상남도 양산시 명동 82-7,웅상신-1020,1,N,35.40011315,129.171019,2,4.0,13.0,Y,N,N,Y,N,N,5380000
경상남도,양산시,대운로,경상남도 양산시 명동 71-4,웅상신-1021,1,N,35.40114104,129.171324,2,4.0,11.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,대운로,경상남도 양산시 명동 71-4,웅상신-1021,1,N,35.40114104,129.171324,3,8.0,17.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,대운로,경상남도 양산시 명동 71-4,웅상신-1021,1,N,35.40114104,129.171324,6,8.0,18.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,대운로,경상남도 양산시 명동 71-4,웅상신-1021,1,N,35.40114104,129.171324,6,8.0,21.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,대운로,경상남도 양산시 용당동 563,웅상신-1022,4,N,35.4282436,129.1830779,2,4.0,13.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 용당동 563,웅상신-1022,4,N,35.4282436,129.1830779,5,8.0,17.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 명동 1082-10,웅상신-1023,1,N,35.40406895,129.171016,4,8.0,14.0,Y,N,N,Y,N,N,5380000
경상남도,양산시,대운로,경상남도 양산시 용당동 산13-3,웅상신-1024,1,N,35.4278197,129.1919861,4,8.0,14.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 용당동 산13-3,웅상신-1024,1,N,35.4278197,129.1919861,4,8.0,16.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 용당동 산13-3,웅상신-1024,1,N,35.4278197,129.1919861,4,8.0,18.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 902-3,웅상신-1025,1,N,35.4103832,129.1736822,2,4.0,10.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 902-3,웅상신-1025,1,N,35.4103832,129.1736822,2,4.0,11.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 902-3,웅상신-1025,1,N,35.4103832,129.1736822,4,8.0,15.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 902-3,웅상신-1026,1,N,35.4103832,129.1736822,4,8.0,13.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 902-3,웅상신-1026,1,N,35.4103832,129.1736822,4,8.0,15.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 902-3,웅상신-1027,1,N,35.4103832,129.1736822,2,4.0,12.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 902-3,웅상신-1027,1,N,35.4103832,129.1736822,2,4.0,11.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 902-3,웅상신-1027,1,N,35.4103832,129.1736822,4,8.0,15.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 144-7,웅상신-1028,1,N,35.41382636,129.177792,2,4.0,8.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 144-7,웅상신-1028,1,N,35.41382636,129.177792,2,4.0,9.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,대운로,경상남도 양산시 삼호동 144-7,웅상신-1028,1,N,35.41382636,129.177792,4,8.0,14.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,양산대로,경상남도 양산시 하북면 백록리 1040-1,양산신-1007,1,N,35.45295292,129.0760185,6,8.0,21.0,Y,N,N,Y,N,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 하북면 백록리 1009-3,양산신-1008,1,N,35.45902803,129.0784378,6,8.0,27.0,Y,N,N,Y,N,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 하북면 백록리 718-4,양산신-1010,1,N,35.470157,129.084607,5,8.0,17.0,Y,Y,N,Y,N,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 하북면 백록리 654-56,양산신-1011,1,N,35.472799,129.0857358,5,8.0,16.0,Y,N,N,Y,N,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 하북면 초산리 322-149,양산신-1014,1,N,35.48385793,129.086414,4,8.0,15.0,Y,N,N,Y,N,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 하북면 초산리 73-6,양산신-1015,1,N,35.48778024,129.0859516,5,8.0,17.0,Y,N,N,Y,N,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 하북면 순지리 808,양산신-1015,1,N,35.48890883,129.0879065,5,8.0,18.0,Y,N,N,Y,N,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 하북면 순지리 725-2,양산신-1016,1,N,35.48868816,129.088091,5,8.0,23.0,Y,N,N,Y,N,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 하북면 순지리 725-2,양산신-1016,1,N,35.48868816,129.088091,5,8.0,21.0,Y,N,N,Y,N,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 하북면 순지리 725-2,양산신-1016,1,N,35.48868816,129.088091,3,8.0,11.0,Y,N,N,Y,N,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 하북면 순지리 725-2,양산신-1016,1,N,35.48868816,129.088091,3,8.0,10.0,Y,N,N,Y,N,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 하북면 순지리 723-3,양산신-1017,1,N,35.488347,129.088151,2,4.0,9.0,Y,N,N,Y,N,N,5380000
경상남도,양산시,서창로,경상남도 양산시 명동 703-14,웅상신-1012,1,N,35.40874127,129.1683582,2,4.0,8.0,Y,N,N,Y,N,N,5380000
경상남도,양산시,서창로,경상남도 양산시 명동 703-14,웅상신-1012,1,N,35.40874127,129.1683582,4,8.0,13.0,Y,N,N,Y,N,N,5380000
경상남도,양산시,서창로,경상남도 양산시 명동 703-14,웅상신-1012,1,N,35.40874127,129.1683582,4,8.0,13.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,삼호동부로,경상남도 양산시 명동 700-2,웅상신-1013,1,N,35.40972949,129.1665329,3,8.0,15.0,Y,N,N,Y,N,N,5380000
경상남도,양산시,삼호동부로,경상남도 양산시 명동 700-2,웅상신-1013,1,N,35.40972949,129.1665329,2,4.0,9.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,삼호동부로,경상남도 양산시 명동 700-2,웅상신-1013,1,N,35.40972949,129.1665329,4,8.0,12.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,삼호동부로,경상남도 양산시 명동 700-2,웅상신-1013,1,N,35.40972949,129.1665329,2,4.0,9.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,삼호동부로,경상남도 양산시 삼호동 794-1,웅상신-1014,1,N,35.41206074,129.172909,2,4.0,8.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,삼호동부로,경상남도 양산시 삼호동 794-1,웅상신-1014,1,N,35.41206074,129.172909,2,4.0,9.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,삼호동부로,경상남도 양산시 삼호동 794-1,웅상신-1014,1,N,35.41206074,129.172909,4,8.0,13.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,삼호로,경상남도 양산시 삼호동 861-1,웅상신-1015,1,N,35.40753852,129.171882,4,8.0,14.0,Y,Y,N,Y,N,Y,5380000
경상남도,양산시,신명동로,경상남도 양산시 용당동 608-2,웅상신-1018,1,N,35.4221275,129.1795855,2,4.0,12.0,Y,N,N,Y,N,N,5380000
경상남도,양산시,신명동로,경상남도 양산시 용당동 608-2,웅상신-1018,1,N,35.4221275,129.1795855,3,8.0,16.0,Y,N,N,Y,N,N,5380000
경상남도,양산시,신명동로,경상남도 양산시 용당동 608-2,웅상신-1018,1,N,35.4221275,129.1795855,2,4.0,9.0,Y,N,N,Y,Y,N,5380000
경상남도,양산시,신명동로,경상남도 양산시 용당동 608-2,웅상신-1018,1,N,35.4221275,129.1795855,3,8.0,11.0,Y,N,N,Y,N,N,5380000
경상남도,양산시,신명동로,경상남도 양산시 삼호동 567-1,웅상신-1019,1,N,35.41498081,129.1728895,3,8.0,10.0,Y,N,N,Y,Y,Y,5380000
경상남도,양산시,양산대로,경상남도 양산시 평산동 132,웅상신-4018,1,N,35.38179918,129.1519354,4,8.0,14.0,Y,N,N,Y,Y,N,5380000
경기도,이천시,경충대로,경기도 이천시 장호원읍 진암리 11-8,52,1,N,37.1155207,127.6224634,3,8.0,28.0,Y,N,N,Y,Y,Y,4070000
경기도,이천시,장감로,경기도 이천시 장호원읍 진암리 703,53,1,N,37.11563608,127.6236562,3,6.0,12.0,Y,N,N,Y,Y,Y,4070000
경기도,이천시,장감로,경기도 이천시 장호원읍 장호원리107-2,56,1,N,37.116462,127.6277338,2,4.0,10.0,Y,Y,N,Y,N,Y,4070000
경기도,이천시,장감로,경기도 이천시 장호원읍 장호원리101-17,57,1,N,37.11670959,127.6293421,2,6.0,10.0,Y,N,N,Y,N,N,4070000
경기도,이천시,장감로,경기도 이천시 장호원읍 장호원리120-20,58,1,N,37.11762713,127.6279207,2,6.0,10.0,Y,N,N,Y,N,Y,4070000
