sido,sigungu,year,month,minor_injury_count,casualty_count,reported_injury_count,accident_count,fatality_count,serious_injury_count,district_id
경기도,안성시,2024,8,3,7,0,7,0,4,41550
경기도,안성시,2024,9,5,9,1,10,1,3,41550
경기도,안성시,2024,10,2,10,1,13,3,7,41550
경기도,안성시,2024,11,8,13,1,14,1,4,41550
경기도,안성시,2024,12,6,11,1,13,2,4,41550
경기도,안양시,2022,1,7,20,2,19,0,11,41170
경기도,안양시,2022,2,4,11,0,11,0,7,41170
경기도,안양시,2022,3,10,17,1,16,0,6,41170
경기도,안양시,2022,4,11,26,1,25,0,14,41170
경기도,안양시,2022,5,18,27,0,25,1,9,41170
경기도,안양시,2022,6,15,26,0,26,1,11,41170
경기도,안양시,2022,7,10,23,0,23,0,13,41170
경기도,안양시,2022,8,6,12,0,12,0,6,41170
경기도,안양시,2022,9,14,22,0,22,1,8,41170
경기도,안양시,2022,10,9,18,0,18,0,9,41170
경기도,안양시,2022,11,12,19,0,20,1,7,41170
경기도,안양시,2022,12,11,23,2,23,0,10,41170
경기도,안양시,2023,1,12,20,0,23,3,8,41170
경기도,안양시,2023,2,10,18,0,18,0,8,41170
경기도,안양시,2023,3,9,17,0,17,0,8,41170
경기도,안양시,2023,4,16,25,0,25,0,9,41170
경기도,안양시,2023,5,13,19,0,19,1,6,41170
경기도,안양시,2023,6,8,16,0,16,1,8,41170
경기도,안양시,2023,7,7,15,0,14,0,8,41170
경기도,안양시,2023,8,6,23,0,23,1,17,41170
경기도,안양시,2023,9,9,17,2,17,1,6,41170
경기도,안양시,2023,10,10,27,0,26,1,17,41170
경기도,안양시,2023,11,14,24,2,21,1,8,41170
경기도,안양시,2023,12,8,17,1,17,0,8,41170
경기도,안양시,2024,1,7,15,1,15,0,7,41170
경기도,안양시,2024,2,8,22,1,22,0,13,41170
경기도,안양시,2024,3,7,13,0,14,1,6,41170
경기도,안양시,2024,4,5,15,1,15,0,9,41170
경기도,안양시,2024,5,19,29,0,29,0,10,41170
경기도,안양시,2024,6,8,18,1,18,0,9,41170
경기도,안양시,2024,7,12,24,3,25,1,9,41170
경기도,안양시,2024,8,15,22,0,22,1,7,41170
경기도,안양시,2024,9,10,21,1,20,0,10,41170
경기도,안양시,2024,10,11,17,0,17,0,6,41170
경기도,안양시,2024,11,6,13,0,13,0,7,41170
경기도,안양시,2024,12,7,12,0,11,0,5,41170
경기도,양주시,2022,1,7,13,0,12,2,6,41630
경기도,양주시,2022,2,8,9,0,9,0,1,41630
경기도,양주시,2022,3,5,13,0,12,0,8,41630
경기도,양주시,2022,4,5,9,1,9,0,3,41630
경기도,양주시,2022,5,6,12,1,12,0,5,41630
경기도,양주시,2022,6,6,13,4,13,1,3,41630
경기도,양주시,2022,7,5,9,1,7,0,3,41630
경기도,양주시,2022,8,5,9,1,10,1,3,41630
경기도,양주시,2022,9,10,13,1,13,0,2,41630
경기도,양주시,2022,10,12,16,0,14,0,4,41630
경기도,양주시,2022,11,11,19,4,19,0,4,41630
경기도,양주시,2022,12,10,12,0,12,0,2,41630
경기도,양주시,2023,1,6,8,0,9,1,2,41630
경기도,양주시,2023,2,7,11,0,11,0,4,41630
경기도,양주시,2023,3,8,14,1,13,0,5,41630
경기도,양주시,2023,4,10,16,5,14,0,1,41630
경기도,양주시,2023,5,7,13,3,11,0,3,41630
경기도,양주시,2023,6,8,16,2,16,0,6,41630
경기도,양주시,2023,7,2,7,2,7,0,3,41630
경기도,양주시,2023,8,5,8,1,9,1,2,41630
경기도,양주시,2023,9,11,17,1,16,0,5,41630
경기도,양주시,2023,10,6,11,2,12,1,3,41630
경기도,양주시,2023,11,10,15,0,15,0,5,41630
경기도,양주시,2023,12,5,7,1,7,0,1,41630
경기도,양주시,2024,1,5,8,0,7,0,3,41630
경기도,양주시,2024,2,4,11,1,11,0,6,41630
경기도,양주시,2024,3,8,13,0,13,0,5,41630
경기도,양주시,2024,4,7,13,1,12,0,5,41630
경기도,양주시,2024,5,11,20,6,20,0,3,41630
경기도,양주시,2024,6,8,15,4,14,0,3,41630
경기도,양주시,2024,7,7,11,1,10,0,3,41630
경기도,양주시,2024,8,5,15,4,16,1,6,41630
경기도,양주시,2024,9,7,12,2,12,0,3,41630
경기도,양주시,2024,10,7,19,2,18,0,10,41630
경기도,양주시,2024,11,11,19,2,20,1,6,41630
경기도,양주시,2024,12,7,11,2,11,0,2,41630
경기도,양평군,2022,1,1,2,0,2,0,1,41830
경기도,양평군,2022,2,2,5,0,5,0,3,41830
경기도,양평군,2022,3,2,6,1,6,0,3,41830
경기도,양평군,2022,4,1,5,1,6,1,3,41830
경기도,양평군,2022,5,1,5,1,5,0,3,41830
경기도,양평군,2022,6,5,8,0,8,0,3,41830
경기도,양평군,2022,7,1,5,2,7,2,2,41830
경기도,양평군,2022,8,4,8,0,8,0,4,41830
경기도,양평군,2022,9,7,15,1,17,2,7,41830
경기도,양평군,2022,10,4,8,0,8,0,4,41830
경기도,양평군,2022,11,2,6,1,6,1,3,41830
경기도,양평군,2022,12,7,10,0,10,0,3,41830
경기도,양평군,2023,1,1,2,0,2,0,1,41830
경기도,양평군,2023,2,1,1,0,1,0,0,41830
경기도,양평군,2023,3,3,8,2,9,1,3,41830
경기도,양평군,2023,4,5,9,1,10,1,3,41830
경기도,양평군,2023,5,3,5,0,5,0,2,41830
경기도,양평군,2023,6,5,8,0,8,0,3,41830
경기도,양평군,2023,7,0,2,0,3,1,2,41830
경기도,양평군,2023,8,5,7,0,7,0,2,41830
경기도,양평군,2023,9,3,8,2,9,1,3,41830
경기도,양평군,2023,10,4,9,1,8,0,4,41830
경기도,양평군,2023,11,1,2,1,2,0,0,41830
경기도,양평군,2023,12,0,4,0,5,1,4,41830
경기도,양평군,2024,1,4,8,0,8,0,4,41830
경기도,양평군,2024,2,3,7,1,8,1,3,41830
경기도,양평군,2024,3,4,8,1,9,1,3,41830
경기도,양평군,2024,4,6,8,0,7,0,2,41830
경기도,양평군,2024,5,5,6,0,6,0,1,41830
경기도,양평군,2024,6,2,5,0,5,0,3,41830
경기도,양평군,2024,7,2,5,1,5,0,2,41830
경기도,양평군,2024,8,5,6,0,6,0,1,41830
경기도,양평군,2024,9,2,4,1,4,0,1,41830
경기도,양평군,2024,10,4,9,0,9,0,5,41830
경기도,양평군,2024,11,7,15,2,13,1,6,41830
경기도,양평군,2024,12,4,6,0,6,0,2,41830
경기도,여주시,2022,1,6,9,0,9,0,3,41670
경기도,여주시,2022,2,3,3,0,3,0,0,41670
경기도,여주시,2022,3,6,11,2,11,0,3,41670
경기도,여주시,2022,4,2,2,0,2,0,0,41670
경기도,여주시,2022,5,3,7,1,8,1,3,41670
경기도,여주시,2022,6,3,4,1,5,1,0,41670
경기도,여주시,2022,7,3,9,2,8,0,4,41670
경기도,여주시,2022,8,4,8,0,8,0,4,41670
경기도,여주시,2022,9,5,5,0,5,1,0,41670
경기도,여주시,2022,10,5,7,0,6,0,2,41670
경기도,여주시,2022,11,0,5,0,5,0,5,41670
경기도,여주시,2022,12,2,6,1,6,0,3,41670
경기도,여주시,2023,1,2,3,0,3,0,1,41670
경기도,여주시,2023,2,6,8,0,7,0,2,41670
경기도,여주시,2023,3,4,7,1,7,0,2,41670
경기도,여주시,2023,4,4,5,0,5,0,1,41670
경기도,여주시,2023,5,5,8,1,9,1,2,41670
경기도,여주시,2023,6,4,5,0,5,0,1,41670
경기도,여주시,2023,7,1,4,0,5,1,3,41670
경기도,여주시,2023,8,1,4,0,4,0,3,41670
경기도,여주시,2023,9,8,12,0,11,0,4,41670
경기도,여주시,2023,10,3,7,0,7,0,4,41670
경기도,여주시,2023,11,1,4,1,4,0,2,41670
경기도,여주시,2023,12,3,5,0,5,0,2,41670
경기도,여주시,2024,1,6,9,1,10,1,2,41670
경기도,여주시,2024,2,3,6,0,6,0,3,41670
경기도,여주시,2024,3,1,3,0,4,1,2,41670
경기도,여주시,2024,4,7,10,1,10,0,2,41670
경기도,여주시,2024,5,2,2,0,2,0,0,41670
경기도,여주시,2024,6,5,7,0,7,0,2,41670
경기도,여주시,2024,7,4,7,0,7,0,3,41670
경기도,여주시,2024,8,2,7,1,7,0,4,41670
경기도,여주시,2024,9,6,10,0,10,0,4,41670
경기도,여주시,2024,10,0,0,0,0,0,0,41670
경기도,여주시,2024,11,4,6,0,6,0,2,41670
경기도,여주시,2024,12,4,7,1,8,1,2,41670
경기도,연천군,2022,1,1,2,0,2,0,1,41800
경기도,연천군,2022,2,1,1,0,1,0,0,41800
경기도,연천군,2022,3,1,2,0,2,0,1,41800
경기도,연천군,2022,4,0,1,0,1,0,1,41800
경기도,연천군,2022,5,0,1,0,1,0,1,41800
경기도,연천군,2022,6,2,3,0,3,0,1,41800
경기도,연천군,2022,7,1,1,0,1,0,0,41800
경기도,연천군,2022,8,4,5,0,4,0,1,41800
경기도,연천군,2022,9,2,3,0,3,0,1,41800
경기도,연천군,2022,10,2,3,0,3,0,1,41800
경기도,연천군,2022,11,1,1,0,2,1,0,41800
경기도,연천군,2022,12,1,1,0,2,1,0,41800
경기도,연천군,2023,1,1,3,0,3,0,2,41800
경기도,연천군,2023,2,0,0,0,0,0,0,41800
경기도,연천군,2023,3,0,3,1,3,0,2,41800
경기도,연천군,2023,4,1,1,0,1,0,0,41800
경기도,연천군,2023,5,1,3,0,3,0,2,41800
경기도,연천군,2023,6,0,0,0,0,0,0,41800
경기도,연천군,2023,7,1,3,0,3,0,2,41800
경기도,연천군,2023,8,0,0,0,0,0,0,41800
경기도,연천군,2023,9,2,4,0,5,1,2,41800
경기도,연천군,2023,10,0,1,1,1,0,0,41800
경기도,연천군,2023,11,1,4,0,4,0,3,41800
경기도,연천군,2023,12,0,1,1,1,0,0,41800
경기도,연천군,2024,1,0,2,0,2,0,2,41800
경기도,연천군,2024,2,3,6,0,5,0,3,41800
경기도,연천군,2024,3,0,0,0,0,0,0,41800
경기도,연천군,2024,4,0,3,0,2,0,3,41800
경기도,연천군,2024,5,2,4,1,4,0,1,41800
경기도,연천군,2024,6,2,5,0,5,0,3,41800
경기도,연천군,2024,7,2,3,0,3,0,1,41800
경기도,연천군,2024,8,1,1,0,1,0,0,41800
경기도,연천군,2024,9,1,2,0,2,0,1,41800
경기도,연천군,2024,10,1,2,0,2,0,1,41800
경기도,연천군,2024,11,2,5,0,4,0,3,41800
경기도,연천군,2024,12,2,2,0,2,0,0,41800
경기도,오산시,2022,1,5,11,3,10,0,3,41370
경기도,오산시,2022,2,6,10,1,10,0,3,41370
경기도,오산시,2022,3,2,4,1,4,0,1,41370
경기도,오산시,2022,4,4,11,1,10,0,6,41370
경기도,오산시,2022,5,6,15,3,15,0,6,41370
경기도,오산시,2022,6,6,17,2,17,0,9,41370
경기도,오산시,2022,7,11,20,3,19,0,6,41370
경기도,오산시,2022,8,8,16,3,16,0,5,41370
경기도,오산시,2022,9,3,8,1,8,0,4,41370
경기도,오산시,2022,10,10,16,2,15,0,4,41370
경기도,오산시,2022,11,13,19,1,18,0,5,41370
경기도,오산시,2022,12,7,11,0,12,1,4,41370
경기도,오산시,2023,1,7,17,0,17,1,10,41370
경기도,오산시,2023,2,3,9,1,8,0,5,41370
경기도,오산시,2023,3,6,14,2,15,1,6,41370
경기도,오산시,2023,4,10,17,3,17,0,4,41370
경기도,오산시,2023,5,5,7,1,7,0,1,41370
경기도,오산시,2023,6,5,14,6,12,1,3,41370
경기도,오산시,2023,7,6,14,0,14,0,8,41370
경기도,오산시,2023,8,11,16,2,17,1,3,41370
경기도,오산시,2023,9,5,15,4,15,0,6,41370
경기도,오산시,2023,10,10,14,2,13,0,2,41370
경기도,오산시,2023,11,13,25,4,25,0,8,41370
경기도,오산시,2023,12,7,15,1,15,0,7,41370
경기도,오산시,2024,1,9,18,5,17,0,4,41370
경기도,오산시,2024,2,5,11,2,9,0,4,41370
경기도,오산시,2024,3,4,8,0,8,0,4,41370
경기도,오산시,2024,4,6,13,2,13,0,5,41370
경기도,오산시,2024,5,10,16,1,16,0,5,41370
경기도,오산시,2024,6,11,18,3,18,0,4,41370
경기도,오산시,2024,7,10,22,3,22,1,9,41370
경기도,오산시,2024,8,6,12,3,10,1,3,41370
경기도,오산시,2024,9,6,13,1,14,1,6,41370
경기도,오산시,2024,10,7,14,0,13,0,7,41370
경기도,오산시,2024,11,9,18,3,19,1,6,41370
경기도,오산시,2024,12,4,10,3,10,0,3,41370
경기도,용인시,2022,1,24,42,2,41,1,16,41460
경기도,용인시,2022,2,22,31,0,31,0,9,41460
경기도,용인시,2022,3,28,39,2,40,1,9,41460
경기도,용인시,2022,4,21,34,2,34,1,11,41460
경기도,용인시,2022,5,41,58,3,58,2,14,41460
경기도,용인시,2022,6,23,35,4,35,0,8,41460
경기도,용인시,2022,7,20,40,5,39,0,15,41460
경기도,용인시,2022,8,20,33,4,34,2,9,41460
경기도,용인시,2022,9,31,53,7,53,2,15,41460
경기도,용인시,2022,10,25,43,6,41,1,12,41460
경기도,용인시,2022,11,28,46,5,47,2,13,41460
경기도,용인시,2022,12,22,39,2,41,2,15,41460
경기도,용인시,2023,1,16,26,0,25,0,10,41460
경기도,용인시,2023,2,27,43,4,41,1,12,41460
경기도,용인시,2023,3,22,45,5,44,0,18,41460
경기도,용인시,2023,4,26,47,8,46,0,13,41460
경기도,용인시,2023,5,26,45,4,45,1,15,41460
경기도,용인시,2023,6,29,51,7,50,0,15,41460
경기도,용인시,2023,7,31,51,5,49,1,15,41460
경기도,용인시,2023,8,22,32,0,32,1,10,41460
경기도,용인시,2023,9,24,55,9,56,1,22,41460
경기도,용인시,2023,10,23,49,9,48,1,17,41460
경기도,용인시,2023,11,26,41,5,36,0,10,41460
경기도,용인시,2023,12,17,34,2,34,0,15,41460
경기도,용인시,2024,1,26,46,7,43,1,13,41460
경기도,용인시,2024,2,23,38,0,37,0,15,41460
경기도,용인시,2024,3,31,50,7,48,1,12,41460
경기도,용인시,2024,4,25,42,1,45,5,16,41460
경기도,용인시,2024,5,30,45,5,44,1,10,41460
경기도,용인시,2024,6,27,46,3,46,0,16,41460
경기도,용인시,2024,7,16,33,3,33,0,14,41460
경기도,용인시,2024,8,19,36,3,37,1,14,41460
경기도,용인시,2024,9,23,34,2,35,1,9,41460
경기도,용인시,2024,10,29,49,4,50,1,16,41460
경기도,용인시,2024,11,20,46,9,47,2,17,41460
경기도,용인시,2024,12,22,43,5,39,0,16,41460
경기도,의왕시,2022,1,1,4,0,4,0,3,41430
경기도,의왕시,2022,2,0,1,0,1,0,1,41430
경기도,의왕시,2022,3,1,3,1,4,1,1,41430
경기도,의왕시,2022,4,0,2,0,3,1,2,41430
경기도,의왕시,2022,5,0,3,1,4,1,2,41430
경기도,의왕시,2022,6,0,1,0,2,1,1,41430
경기도,의왕시,2022,7,1,2,0,2,0,1,41430
경기도,의왕시,2022,8,2,3,0,4,1,1,41430
경기도,의왕시,2022,9,2,3,0,3,0,1,41430
경기도,의왕시,2022,10,1,3,0,3,0,2,41430
경기도,의왕시,2022,11,0,5,0,4,0,5,41430
경기도,의왕시,2022,12,2,3,0,3,0,1,41430
경기도,의왕시,2023,1,1,1,0,1,0,0,41430
경기도,의왕시,2023,2,1,2,0,2,0,1,41430
경기도,의왕시,2023,3,2,6,0,6,0,4,41430
경기도,의왕시,2023,4,0,2,0,2,0,2,41430
경기도,의왕시,2023,5,4,6,0,6,0,2,41430
경기도,의왕시,2023,6,2,4,0,4,0,2,41430
경기도,의왕시,2023,7,1,3,1,3,0,1,41430
경기도,의왕시,2023,8,2,4,0,5,1,2,41430
경기도,의왕시,2023,9,1,1,0,1,0,0,41430
경기도,의왕시,2023,10,2,9,0,9,0,7,41430
경기도,의왕시,2023,11,3,4,0,4,0,1,41430
경기도,의왕시,2023,12,2,9,0,9,0,7,41430
경기도,의왕시,2024,1,1,4,0,4,0,3,41430
경기도,의왕시,2024,2,4,5,0,4,0,1,41430
경기도,의왕시,2024,3,3,3,0,3,0,0,41430
경기도,의왕시,2024,4,2,6,0,6,0,4,41430
경기도,의왕시,2024,5,2,4,0,4,0,2,41430
경기도,의왕시,2024,6,1,5,0,5,0,4,41430
경기도,의왕시,2024,7,1,2,0,2,0,1,41430
경기도,의왕시,2024,8,1,3,0,3,0,2,41430
경기도,의왕시,2024,9,3,4,0,4,0,1,41430
경기도,의왕시,2024,10,4,5,0,5,0,1,41430
경기도,의왕시,2024,11,1,5,0,5,0,4,41430
경기도,의왕시,2024,12,3,6,0,6,0,3,41430
경기도,의정부시,2022,1,19,29,2,29,0,8,41150
경기도,의정부시,2022,2,17,24,3,25,1,4,41150
경기도,의정부시,2022,3,17,31,2,31,0,12,41150
경기도,의정부시,2022,4,20,33,8,33,1,5,41150
경기도,의정부시,2022,5,19,36,5,36,0,12,41150
경기도,의정부시,2022,6,13,27,7,27,1,7,41150
경기도,의정부시,2022,7,24,34,6,32,0,4,41150
경기도,의정부시,2022,8,13,29,10,29,0,6,41150
경기도,의정부시,2022,9,21,35,3,34,1,11,41150
경기도,의정부시,2022,10,32,46,8,43,0,6,41150
경기도,의정부시,2022,11,28,38,2,35,1,8,41150
경기도,의정부시,2022,12,23,35,2,35,0,10,41150
경기도,의정부시,2023,1,17,33,5,33,0,11,41150
경기도,의정부시,2023,2,7,18,4,18,0,7,41150
경기도,의정부시,2023,3,23,37,5,39,2,9,41150
경기도,의정부시,2023,4,15,26,6,27,1,5,41150
경기도,의정부시,2023,5,15,22,2,22,0,5,41150
경기도,의정부시,2023,6,8,28,10,28,0,10,41150
경기도,의정부시,2023,7,16,24,4,23,0,4,41150
경기도,의정부시,2023,8,14,25,6,24,0,5,41150
경기도,의정부시,2023,9,19,29,4,27,0,6,41150
경기도,의정부시,2023,10,10,27,5,26,1,12,41150
경기도,의정부시,2023,11,13,23,2,22,0,8,41150
경기도,의정부시,2023,12,14,26,5,27,2,7,41150
경기도,의정부시,2024,1,13,23,4,23,0,6,41150
경기도,의정부시,2024,2,11,30,8,30,0,11,41150
경기도,의정부시,2024,3,22,35,3,34,0,10,41150
경기도,의정부시,2024,4,13,21,4,21,1,4,41150
경기도,의정부시,2024,5,18,27,4,27,0,5,41150
경기도,의정부시,2024,6,10,27,8,27,0,9,41150
경기도,의정부시,2024,7,18,31,6,26,0,7,41150
경기도,의정부시,2024,8,7,11,1,12,1,3,41150
경기도,의정부시,2024,9,14,31,7,31,1,10,41150
경기도,의정부시,2024,10,11,24,8,25,1,5,41150
경기도,의정부시,2024,11,9,23,7,25,2,7,41150
경기도,의정부시,2024,12,16,29,6,27,0,7,41150
경기도,이천시,2022,1,7,13,2,12,0,4,41500
경기도,이천시,2022,2,3,5,0,4,0,2,41500
경기도,이천시,2022,3,10,11,0,9,0,1,41500
경기도,이천시,2022,4,8,12,0,12,1,4,41500
경기도,이천시,2022,5,11,20,0,21,1,9,41500
경기도,이천시,2022,6,9,12,0,11,0,3,41500
경기도,이천시,2022,7,10,13,1,13,0,2,41500
경기도,이천시,2022,8,8,17,2,17,0,7,41500
경기도,이천시,2022,9,6,12,1,13,1,5,41500
경기도,이천시,2022,10,10,17,3,19,2,4,41500
경기도,이천시,2022,11,15,20,1,20,1,4,41500
경기도,이천시,2022,12,7,11,0,13,2,4,41500
경기도,이천시,2023,1,7,13,0,11,0,6,41500
경기도,이천시,2023,2,5,13,0,13,0,8,41500
경기도,이천시,2023,3,10,15,2,15,1,3,41500
경기도,이천시,2023,4,2,7,0,7,0,5,41500
경기도,이천시,2023,5,6,12,0,11,0,6,41500
경기도,이천시,2023,6,4,8,1,8,0,3,41500
경기도,이천시,2023,7,4,7,0,9,2,3,41500
경기도,이천시,2023,8,5,8,1,10,3,2,41500
경기도,이천시,2023,9,11,21,1,20,1,9,41500
경기도,이천시,2023,10,10,13,1,12,1,2,41500
경기도,이천시,2023,11,7,13,0,13,0,6,41500
경기도,이천시,2023,12,8,19,3,18,0,8,41500
경기도,이천시,2024,1,5,9,0,9,0,4,41500
경기도,이천시,2024,2,4,9,0,9,0,5,41500
경기도,이천시,2024,3,3,8,0,8,0,5,41500
경기도,이천시,2024,4,3,13,1,13,0,9,41500
경기도,이천시,2024,5,14,20,0,18,0,6,41500
경기도,이천시,2024,6,10,13,1,13,0,2,41500
경기도,이천시,2024,7,10,15,1,13,0,4,41500
경기도,이천시,2024,8,5,12,2,12,0,5,41500
경기도,이천시,2024,9,7,14,1,14,1,6,41500
경기도,이천시,2024,10,7,18,2,17,0,9,41500
경기도,이천시,2024,11,13,18,1,18,1,4,41500
경기도,이천시,2024,12,10,16,1,16,0,5,41500
경기도,파주시,2022,1,12,27,1,24,0,14,41480
경기도,파주시,2022,2,5,16,0,17,1,11,41480
경기도,파주시,2022,3,12,19,2,20,1,5,41480
경기도,파주시,2022,4,9,20,2,19,0,9,41480
경기도,파주시,2022,5,10,23,1,24,2,12,41480
경기도,파주시,2022,6,19,31,5,31,0,7,41480
경기도,파주시,2022,7,20,33,3,32,0,10,41480
경기도,파주시,2022,8,18,26,0,27,1,8,41480
경기도,파주시,2022,9,17,31,5,27,0,9,41480
경기도,파주시,2022,10,7,24,3,25,2,14,41480
경기도,파주시,2022,11,12,27,6,27,0,9,41480
경기도,파주시,2022,12,17,33,5,32,3,11,41480
경기도,파주시,2023,1,7,21,4,20,0,10,41480
경기도,파주시,2023,2,14,32,1,32,0,17,41480
경기도,파주시,2023,3,9,18,1,19,2,8,41480
경기도,파주시,2023,4,11,23,3,23,0,9,41480
경기도,파주시,2023,5,17,26,3,25,0,6,41480
경기도,파주시,2023,6,17,33,2,32,1,14,41480
경기도,파주시,2023,7,12,22,7,22,0,3,41480
경기도,파주시,2023,8,10,21,3,21,1,8,41480
경기도,파주시,2023,9,5,19,3,20,1,11,41480
경기도,파주시,2023,10,7,26,4,26,0,15,41480
경기도,파주시,2023,11,23,34,3,33,0,8,41480
경기도,파주시,2023,12,17,37,7,35,1,13,41480
경기도,파주시,2024,1,11,25,2,25,0,12,41480
경기도,파주시,2024,2,8,21,4,19,0,9,41480
경기도,파주시,2024,3,7,23,1,23,1,15,41480
경기도,파주시,2024,4,10,22,5,22,0,7,41480
경기도,파주시,2024,5,16,28,4,26,1,8,41480
경기도,파주시,2024,6,10,18,2,18,0,6,41480
경기도,파주시,2024,7,9,19,4,19,0,6,41480
경기도,파주시,2024,8,11,21,5,20,0,5,41480
경기도,파주시,2024,9,15,27,3,27,0,9,41480
경기도,파주시,2024,10,9,24,2,26,2,13,41480
경기도,파주시,2024,11,16,46,6,42,1,24,41480
경기도,파주시,2024,12,10,19,2,19,1,7,41480
경기도,평택시,2022,1,29,45,2,46,1,14,41220
경기도,평택시,2022,2,23,35,4,34,1,8,41220
경기도,평택시,2022,3,12,25,5,26,2,8,41220
경기도,평택시,2022,4,36,49,1,47,1,12,41220
경기도,평택시,2022,5,32,58,14,57,2,12,41220
경기도,평택시,2022,6,19,50,6,49,0,25,41220
경기도,평택시,2022,7,21,36,5,40,6,10,41220
경기도,평택시,2022,8,31,56,4,55,1,21,41220
경기도,평택시,2022,9,35,54,6,52,0,13,41220
경기도,평택시,2022,10,37,54,1,54,0,16,41220
경기도,평택시,2022,11,36,60,5,56,0,19,41220
경기도,평택시,2022,12,26,44,7,45,1,11,41220
경기도,평택시,2023,1,27,44,9,45,2,8,41220
경기도,평택시,2023,2,26,44,3,43,0,15,41220
경기도,평택시,2023,3,23,51,5,52,2,23,41220
경기도,평택시,2023,4,32,47,3,47,1,12,41220
경기도,평택시,2023,5,30,44,5,45,2,9,41220
경기도,평택시,2023,6,26,42,6,41,0,10,41220
경기도,평택시,2023,7,25,34,3,34,1,6,41220
경기도,평택시,2023,8,23,45,9,44,1,13,41220
경기도,평택시,2023,9,25,40,4,39,1,11,41220
경기도,평택시,2023,10,27,45,2,44,1,16,41220
경기도,평택시,2023,11,29,50,5,50,1,16,41220
경기도,평택시,2023,12,17,37,6,37,1,14,41220
경기도,평택시,2024,1,20,32,2,34,3,10,41220
경기도,평택시,2024,2,23,36,1,34,1,12,41220
경기도,평택시,2024,3,20,34,1,33,0,13,41220
경기도,평택시,2024,4,24,39,2,39,1,13,41220
경기도,평택시,2024,5,21,44,9,44,1,14,41220
경기도,평택시,2024,6,16,32,5,32,0,11,41220
경기도,평택시,2024,7,26,41,6,40,0,9,41220
경기도,평택시,2024,8,17,34,9,30,0,8,41220
경기도,평택시,2024,9,14,29,4,30,2,11,41220
경기도,평택시,2024,10,30,58,5,56,0,23,41220
경기도,평택시,2024,11,16,36,7,35,0,13,41220
경기도,평택시,2024,12,11,30,5,31,1,14,41220
경기도,포천시,2022,1,6,9,1,9,0,2,41650
경기도,포천시,2022,2,1,3,0,3,0,2,41650
경기도,포천시,2022,3,2,3,0,3,0,1,41650
경기도,포천시,2022,4,5,7,0,8,1,2,41650
경기도,포천시,2022,5,7,12,0,11,0,5,41650
경기도,포천시,2022,6,4,9,2,10,1,3,41650
경기도,포천시,2022,7,7,11,1,11,0,3,41650
경기도,포천시,2022,8,8,13,0,13,0,5,41650
경기도,포천시,2022,9,7,10,0,10,0,3,41650
경기도,포천시,2022,10,9,20,2,18,0,9,41650
경기도,포천시,2022,11,4,11,1,11,1,6,41650
경기도,포천시,2022,12,7,15,0,15,0,8,41650
경기도,포천시,2023,1,3,7,0,6,0,4,41650
경기도,포천시,2023,2,5,6,0,7,1,1,41650
경기도,포천시,2023,3,3,7,0,4,0,4,41650
경기도,포천시,2023,4,6,7,1,7,0,0,41650
경기도,포천시,2023,5,0,4,0,4,0,4,41650
경기도,포천시,2023,6,1,3,0,3,0,2,41650
경기도,포천시,2023,7,2,7,0,7,0,5,41650
경기도,포천시,2023,8,4,8,1,8,0,3,41650
경기도,포천시,2023,9,4,8,0,9,1,4,41650
경기도,포천시,2023,10,5,5,0,5,0,0,41650
경기도,포천시,2023,11,4,11,0,11,0,7,41650
경기도,포천시,2023,12,2,4,0,4,0,2,41650
경기도,포천시,2024,1,4,5,0,4,0,1,41650
경기도,포천시,2024,2,3,4,0,4,0,1,41650
경기도,포천시,2024,3,6,10,0,9,0,4,41650
경기도,포천시,2024,4,2,5,0,5,0,3,41650
경기도,포천시,2024,5,2,4,0,4,0,2,41650
경기도,포천시,2024,6,3,5,0,5,0,2,41650
경기도,포천시,2024,7,1,1,0,1,0,0,41650
경기도,포천시,2024,8,7,11,0,4,0,4,41650
경기도,포천시,2024,9,4,6,0,6,0,2,41650
경기도,포천시,2024,10,4,11,0,8,0,7,41650
경기도,포천시,2024,11,5,10,0,10,0,5,41650
경기도,포천시,2024,12,6,11,1,11,0,4,41650
경기도,하남시,2022,1,4,9,1,9,0,4,41450
경기도,하남시,2022,2,6,11,2,8,0,3,41450
경기도,하남시,2022,3,3,7,1,7,0,3,41450
경기도,하남시,2022,4,7,13,1,14,1,5,41450
경기도,하남시,2022,5,7,14,3,14,0,4,41450
경기도,하남시,2022,6,9,13,1,13,0,3,41450
경기도,하남시,2022,7,10,21,2,20,0,9,41450
경기도,하남시,2022,8,10,15,0,14,0,5,41450
경기도,하남시,2022,9,10,14,1,14,0,3,41450
경기도,하남시,2022,10,7,13,1,12,0,5,41450
경기도,하남시,2022,11,9,13,2,12,0,2,41450
경기도,하남시,2022,12,8,17,0,17,0,9,41450
경기도,하남시,2023,1,6,12,2,10,0,4,41450
경기도,하남시,2023,2,9,15,0,13,0,6,41450
경기도,하남시,2023,3,9,17,2,17,0,6,41450
경기도,하남시,2023,4,6,14,1,14,0,7,41450
경기도,하남시,2023,5,3,13,5,13,0,5,41450
경기도,하남시,2023,6,10,14,1,12,0,3,41450
경기도,하남시,2023,7,7,10,1,10,0,2,41450
경기도,하남시,2023,8,5,9,1,9,0,3,41450
경기도,하남시,2023,9,8,20,4,20,0,8,41450
경기도,하남시,2023,10,9,19,5,18,1,5,41450
