sido,sigungu,year,month,minor_injury_count,casualty_count,reported_injury_count,accident_count,fatality_count,serious_injury_count,district_id
강원특별자치도,강릉시,2022,1,4,10,0,10,1,6,42150
강원특별자치도,강릉시,2022,2,10,12,0,10,0,2,42150
강원특별자치도,강릉시,2022,3,3,4,0,4,0,1,42150
강원특별자치도,강릉시,2022,4,6,11,0,11,0,5,42150
강원특별자치도,강릉시,2022,5,8,15,0,15,0,7,42150
강원특별자치도,강릉시,2022,6,8,13,0,12,0,5,42150
강원특별자치도,강릉시,2022,7,13,22,0,22,0,9,42150
강원특별자치도,강릉시,2022,8,8,14,1,14,0,5,42150
강원특별자치도,강릉시,2022,9,13,15,0,15,0,2,42150
강원특별자치도,강릉시,2022,10,9,19,0,19,0,10,42150
강원특별자치도,강릉시,2022,11,6,19,0,18,2,13,42150
강원특별자치도,강릉시,2022,12,9,12,0,12,0,3,42150
강원특별자치도,강릉시,2023,1,9,14,0,15,2,5,42150
강원특별자치도,강릉시,2023,2,8,12,0,12,0,4,42150
강원특별자치도,강릉시,2023,3,7,18,0,17,0,11,42150
강원특별자치도,강릉시,2023,4,4,6,0,7,1,2,42150
강원특별자치도,강릉시,2023,5,8,16,0,16,0,8,42150
강원특별자치도,강릉시,2023,6,12,19,0,19,0,7,42150
강원특별자치도,강릉시,2023,7,5,9,0,9,0,4,42150
강원특별자치도,강릉시,2023,8,11,19,2,19,0,6,42150
강원특별자치도,강릉시,2023,9,6,12,0,12,0,6,42150
강원특별자치도,강릉시,2023,10,6,16,0,17,1,10,42150
강원특별자치도,강릉시,2023,11,6,11,0,14,3,5,42150
강원특별자치도,강릉시,2023,12,5,15,0,14,0,10,42150
강원특별자치도,강릉시,2024,1,8,12,0,12,0,4,42150
강원특별자치도,강릉시,2024,2,4,9,0,9,0,5,42150
강원특별자치도,강릉시,2024,3,6,8,0,9,1,2,42150
강원특별자치도,강릉시,2024,4,4,12,0,12,0,8,42150
강원특별자치도,강릉시,2024,5,8,11,0,12,1,3,42150
강원특별자치도,강릉시,2024,6,1,6,0,6,0,5,42150
강원특별자치도,강릉시,2024,7,3,7,0,7,0,4,42150
강원특별자치도,강릉시,2024,8,7,18,0,15,0,11,42150
강원특별자치도,강릉시,2024,9,5,9,0,9,0,4,42150
강원특별자치도,강릉시,2024,10,8,15,0,14,0,7,42150
강원특별자치도,강릉시,2024,11,10,15,0,15,0,5,42150
강원특별자치도,강릉시,2024,12,4,6,0,6,0,2,42150
강원특별자치도,고성군,2022,1,0,1,0,1,0,1,42820
강원특별자치도,고성군,2022,2,1,1,0,1,0,0,42820
강원특별자치도,고성군,2022,3,3,3,0,3,0,0,42820
강원특별자치도,고성군,2022,4,1,2,0,2,0,1,42820
강원특별자치도,고성군,2022,5,0,0,0,0,0,0,42820
강원특별자치도,고성군,2022,6,4,6,0,4,0,2,42820
강원특별자치도,고성군,2022,7,3,6,0,6,0,3,42820
강원특별자치도,고성군,2022,8,1,1,0,1,0,0,42820
강원특별자치도,고성군,2022,9,0,0,0,0,0,0,42820
강원특별자치도,고성군,2022,10,1,1,0,1,0,0,42820
강원특별자치도,고성군,2022,11,1,1,0,1,0,0,42820
강원특별자치도,고성군,2022,12,0,1,0,1,0,1,42820
강원특별자치도,고성군,2023,1,1,1,0,1,0,0,42820
강원특별자치도,고성군,2023,2,0,1,0,1,0,1,42820
강원특별자치도,고성군,2023,3,0,1,0,1,0,1,42820
강원특별자치도,고성군,2023,4,0,0,0,0,0,0,42820
강원특별자치도,고성군,2023,5,1,1,0,1,0,0,42820
강원특별자치도,고성군,2023,6,0,2,0,2,0,2,42820
강원특별자치도,고성군,2023,7,1,1,0,1,0,0,42820
강원특별자치도,고성군,2023,8,0,1,0,1,0,1,42820
강원특별자치도,고성군,2023,9,0,0,0,0,0,0,42820
강원특별자치도,고성군,2023,10,0,0,0,0,0,0,42820
강원특별자치도,고성군,2023,11,0,1,0,1,0,1,42820
강원특별자치도,고성군,2023,12,1,2,0,2,0,1,42820
강원특별자치도,고성군,2024,1,0,0,0,0,0,0,42820
강원특별자치도,고성군,2024,2,0,2,1,2,0,1,42820
강원특별자치도,고성군,2024,3,1,2,0,2,0,1,42820
강원특별자치도,고성군,2024,4,1,2,0,3,1,1,42820
강원특별자치도,고성군,2024,5,0,0,0,1,1,0,42820
강원특별자치도,고성군,2024,6,1,1,0,1,0,0,42820
강원특별자치도,고성군,2024,7,0,0,0,0,0,0,42820
강원특별자치도,고성군,2024,8,1,1,0,1,0,0,42820
강원특별자치도,고성군,2024,9,0,0,0,0,0,0,42820
강원특별자치도,고성군,2024,10,1,2,1,2,1,0,42820
강원특별자치도,고성군,2024,11,0,0,0,0,0,0,42820
강원특별자치도,고성군,2024,12,1,2,0,2,0,1,42820
강원특별자치도,동해시,2022,1,2,7,0,7,0,5,42170
강원특별자치도,동해시,2022,2,0,0,0,0,0,0,42170
강원특별자치도,동해시,2022,3,0,0,0,0,0,0,42170
강원특별자치도,동해시,2022,4,3,3,0,3,0,0,42170
강원특별자치도,동해시,2022,5,4,7,0,7,0,3,42170
강원특별자치도,동해시,2022,6,3,6,0,5,0,3,42170
강원특별자치도,동해시,2022,7,4,5,1,5,0,0,42170
강원특별자치도,동해시,2022,8,2,5,0,6,1,3,42170
강원특별자치도,동해시,2022,9,3,4,0,4,0,1,42170
강원특별자치도,동해시,2022,10,5,6,0,5,0,1,42170
강원특별자치도,동해시,2022,11,6,7,0,7,0,1,42170
강원특별자치도,동해시,2022,12,2,4,0,4,0,2,42170
강원특별자치도,동해시,2023,1,2,5,0,5,0,3,42170
강원특별자치도,동해시,2023,2,2,5,1,5,0,2,42170
강원특별자치도,동해시,2023,3,5,8,0,7,0,3,42170
강원특별자치도,동해시,2023,4,1,4,0,4,0,3,42170
강원특별자치도,동해시,2023,5,3,6,0,6,0,3,42170
강원특별자치도,동해시,2023,6,6,8,0,8,0,2,42170
강원특별자치도,동해시,2023,7,2,6,1,5,0,3,42170
강원특별자치도,동해시,2023,8,4,8,0,8,0,4,42170
강원특별자치도,동해시,2023,9,4,7,0,7,0,3,42170
강원특별자치도,동해시,2023,10,5,9,0,7,0,4,42170
강원특별자치도,동해시,2023,11,1,5,0,5,0,4,42170
강원특별자치도,동해시,2023,12,2,6,0,7,1,4,42170
강원특별자치도,동해시,2024,1,4,6,0,6,0,2,42170
강원특별자치도,동해시,2024,2,2,5,0,6,1,3,42170
강원특별자치도,동해시,2024,3,2,3,0,3,0,1,42170
강원특별자치도,동해시,2024,4,1,3,0,3,0,2,42170
강원특별자치도,동해시,2024,5,2,7,0,7,0,5,42170
강원특별자치도,동해시,2024,6,1,2,0,2,0,1,42170
강원특별자치도,동해시,2024,7,3,3,0,3,0,0,42170
강원특별자치도,동해시,2024,8,4,4,0,4,0,0,42170
강원특별자치도,동해시,2024,9,2,4,0,4,0,2,42170
강원특별자치도,동해시,2024,10,2,8,0,6,1,6,42170
강원특별자치도,동해시,2024,11,0,4,1,4,0,3,42170
강원특별자치도,동해시,2024,12,4,8,1,6,0,3,42170
강원특별자치도,삼척시,2022,1,2,3,0,3,0,1,42230
강원특별자치도,삼척시,2022,2,2,3,0,3,0,1,42230
강원특별자치도,삼척시,2022,3,3,5,0,5,0,2,42230
강원특별자치도,삼척시,2022,4,2,5,0,5,0,3,42230
강원특별자치도,삼척시,2022,5,1,2,0,2,0,1,42230
강원특별자치도,삼척시,2022,6,2,3,0,3,0,1,42230
강원특별자치도,삼척시,2022,7,3,5,0,5,0,2,42230
강원특별자치도,삼척시,2022,8,3,5,0,6,1,2,42230
강원특별자치도,삼척시,2022,9,0,1,0,1,0,1,42230
강원특별자치도,삼척시,2022,10,1,7,0,7,0,6,42230
강원특별자치도,삼척시,2022,11,6,9,0,10,2,3,42230
강원특별자치도,삼척시,2022,12,1,4,0,4,0,3,42230
강원특별자치도,삼척시,2023,1,2,2,0,2,0,0,42230
강원특별자치도,삼척시,2023,2,1,2,0,2,0,1,42230
강원특별자치도,삼척시,2023,3,1,3,0,3,0,2,42230
강원특별자치도,삼척시,2023,4,0,1,0,1,0,1,42230
강원특별자치도,삼척시,2023,5,4,8,1,8,0,3,42230
강원특별자치도,삼척시,2023,6,1,3,0,4,1,2,42230
강원특별자치도,삼척시,2023,7,0,1,0,1,0,1,42230
강원특별자치도,삼척시,2023,8,2,3,0,3,0,1,42230
강원특별자치도,삼척시,2023,9,2,4,0,5,1,2,42230
강원특별자치도,삼척시,2023,10,3,3,0,4,1,0,42230
강원특별자치도,삼척시,2023,11,1,2,0,2,0,1,42230
강원특별자치도,삼척시,2023,12,4,8,0,8,0,4,42230
강원특별자치도,삼척시,2024,1,0,0,0,0,0,0,42230
강원특별자치도,삼척시,2024,2,2,2,0,2,0,0,42230
강원특별자치도,삼척시,2024,3,6,6,0,6,0,0,42230
강원특별자치도,삼척시,2024,4,1,3,0,3,0,2,42230
강원특별자치도,삼척시,2024,5,2,5,0,5,0,3,42230
강원특별자치도,삼척시,2024,6,3,3,0,3,1,0,42230
강원특별자치도,삼척시,2024,7,1,3,0,3,0,2,42230
강원특별자치도,삼척시,2024,8,2,6,0,5,0,4,42230
강원특별자치도,삼척시,2024,9,0,3,0,3,0,3,42230
강원특별자치도,삼척시,2024,10,3,4,0,4,0,1,42230
강원특별자치도,삼척시,2024,11,2,6,0,7,1,4,42230
강원특별자치도,삼척시,2024,12,1,3,0,3,0,2,42230
강원특별자치도,속초시,2022,1,2,9,0,8,0,7,42210
강원특별자치도,속초시,2022,2,2,5,0,5,0,3,42210
강원특별자치도,속초시,2022,3,0,3,0,3,0,3,42210
강원특별자치도,속초시,2022,4,2,6,1,6,0,3,42210
강원특별자치도,속초시,2022,5,5,9,1,10,1,3,42210
강원특별자치도,속초시,2022,6,4,6,0,6,0,2,42210
강원특별자치도,속초시,2022,7,6,8,0,7,0,2,42210
강원특별자치도,속초시,2022,8,6,12,0,11,0,6,42210
강원특별자치도,속초시,2022,9,2,7,0,7,0,5,42210
강원특별자치도,속초시,2022,10,4,12,0,10,1,8,42210
강원특별자치도,속초시,2022,11,1,8,0,9,1,7,42210
강원특별자치도,속초시,2022,12,4,5,0,5,0,1,42210
강원특별자치도,속초시,2023,1,4,6,0,6,0,2,42210
강원특별자치도,속초시,2023,2,1,2,0,2,0,1,42210
강원특별자치도,속초시,2023,3,3,5,1,5,0,1,42210
강원특별자치도,속초시,2023,4,0,4,0,4,0,4,42210
강원특별자치도,속초시,2023,5,2,3,0,3,0,1,42210
강원특별자치도,속초시,2023,6,1,5,0,5,0,4,42210
강원특별자치도,속초시,2023,7,2,5,0,5,1,3,42210
강원특별자치도,속초시,2023,8,2,7,0,7,0,5,42210
강원특별자치도,속초시,2023,9,4,6,0,5,0,2,42210
강원특별자치도,속초시,2023,10,2,16,0,13,1,14,42210
강원특별자치도,속초시,2023,11,1,4,0,4,0,3,42210
강원특별자치도,속초시,2023,12,3,10,0,9,0,7,42210
강원특별자치도,속초시,2024,1,5,9,0,6,0,4,42210
강원특별자치도,속초시,2024,2,4,8,0,5,0,4,42210
강원특별자치도,속초시,2024,3,3,10,0,10,0,7,42210
강원특별자치도,속초시,2024,4,2,7,0,7,0,5,42210
강원특별자치도,속초시,2024,5,3,6,0,6,0,3,42210
강원특별자치도,속초시,2024,6,7,9,0,9,0,2,42210
강원특별자치도,속초시,2024,7,2,10,0,7,2,8,42210
강원특별자치도,속초시,2024,8,4,4,0,4,0,0,42210
강원특별자치도,속초시,2024,9,1,4,0,4,0,3,42210
강원특별자치도,속초시,2024,10,5,9,0,9,0,4,42210
강원특별자치도,속초시,2024,11,2,3,0,3,0,1,42210
강원특별자치도,속초시,2024,12,2,3,0,3,0,1,42210
강원특별자치도,양구군,2022,1,0,0,0,0,0,0,42800
강원특별자치도,양구군,2022,2,0,0,0,0,0,0,42800
강원특별자치도,양구군,2022,3,0,0,0,1,1,0,42800
강원특별자치도,양구군,2022,4,1,2,1,2,0,0,42800
강원특별자치도,양구군,2022,5,2,2,0,2,0,0,42800
강원특별자치도,양구군,2022,6,0,0,0,0,0,0,42800
강원특별자치도,양구군,2022,7,1,2,0,2,0,1,42800
강원특별자치도,양구군,2022,8,1,2,0,2,0,1,42800
강원특별자치도,양구군,2022,9,0,0,0,0,0,0,42800
강원특별자치도,양구군,2022,10,1,1,0,1,0,0,42800
강원특별자치도,양구군,2022,11,2,3,0,3,0,1,42800
강원특별자치도,양구군,2022,12,0,0,0,0,0,0,42800
강원특별자치도,양구군,2023,1,0,0,0,0,0,0,42800
강원특별자치도,양구군,2023,2,0,0,0,0,0,0,42800
강원특별자치도,양구군,2023,3,0,0,0,0,0,0,42800
강원특별자치도,양구군,2023,4,1,1,0,1,0,0,42800
강원특별자치도,양구군,2023,5,0,3,0,3,0,3,42800
강원특별자치도,양구군,2023,6,0,3,0,3,0,3,42800
강원특별자치도,양구군,2023,7,0,1,1,1,0,0,42800
강원특별자치도,양구군,2023,8,0,0,0,0,0,0,42800
강원특별자치도,양구군,2023,9,3,3,0,3,0,0,42800
강원특별자치도,양구군,2023,10,0,2,0,2,0,2,42800
강원특별자치도,양구군,2023,11,0,1,0,1,0,1,42800
강원특별자치도,양구군,2023,12,0,1,0,1,0,1,42800
강원특별자치도,양구군,2024,1,0,0,0,0,0,0,42800
강원특별자치도,양구군,2024,2,0,0,0,0,0,0,42800
강원특별자치도,양구군,2024,3,0,0,0,0,0,0,42800
강원특별자치도,양구군,2024,4,0,0,0,0,0,0,42800
강원특별자치도,양구군,2024,5,0,1,0,1,0,1,42800
강원특별자치도,양구군,2024,6,0,0,0,0,0,0,42800
강원특별자치도,양구군,2024,7,1,1,0,1,0,0,42800
강원특별자치도,양구군,2024,8,0,0,0,0,0,0,42800
강원특별자치도,양구군,2024,9,2,2,0,3,1,0,42800
강원특별자치도,양구군,2024,10,1,3,1,3,0,1,42800
강원특별자치도,양구군,2024,11,1,2,0,2,0,1,42800
강원특별자치도,양구군,2024,12,0,1,0,1,0,1,42800
강원특별자치도,양양군,2022,1,1,1,0,1,0,0,42830
강원특별자치도,양양군,2022,2,3,3,0,2,0,0,42830
강원특별자치도,양양군,2022,3,2,2,0,2,0,0,42830
강원특별자치도,양양군,2022,4,0,0,0,0,0,0,42830
강원특별자치도,양양군,2022,5,1,3,0,3,0,2,42830
강원특별자치도,양양군,2022,6,2,4,0,5,1,2,42830
강원특별자치도,양양군,2022,7,3,5,1,3,0,1,42830
강원특별자치도,양양군,2022,8,3,5,0,6,1,2,42830
강원특별자치도,양양군,2022,9,2,3,0,3,0,1,42830
강원특별자치도,양양군,2022,10,2,5,0,5,1,3,42830
강원특별자치도,양양군,2022,11,0,0,0,0,0,0,42830
강원특별자치도,양양군,2022,12,0,0,0,1,1,0,42830
강원특별자치도,양양군,2023,1,0,1,0,1,0,1,42830
강원특별자치도,양양군,2023,2,0,2,1,2,0,1,42830
강원특별자치도,양양군,2023,3,0,0,0,0,0,0,42830
강원특별자치도,양양군,2023,4,3,4,0,4,0,1,42830
강원특별자치도,양양군,2023,5,0,0,0,0,0,0,42830
강원특별자치도,양양군,2023,6,2,4,0,4,0,2,42830
강원특별자치도,양양군,2023,7,2,2,0,2,0,0,42830
강원특별자치도,양양군,2023,8,4,6,0,6,0,2,42830
강원특별자치도,양양군,2023,9,3,5,0,5,0,2,42830
강원특별자치도,양양군,2023,10,2,2,0,2,0,0,42830
강원특별자치도,양양군,2023,11,0,0,0,0,0,0,42830
강원특별자치도,양양군,2023,12,2,3,0,2,0,1,42830
강원특별자치도,양양군,2024,1,0,2,0,2,0,2,42830
강원특별자치도,양양군,2024,2,1,2,0,3,1,1,42830
강원특별자치도,양양군,2024,3,1,1,0,1,0,0,42830
강원특별자치도,양양군,2024,4,0,0,0,0,0,0,42830
강원특별자치도,양양군,2024,5,0,1,0,1,0,1,42830
강원특별자치도,양양군,2024,6,1,2,0,2,0,1,42830
강원특별자치도,양양군,2024,7,2,2,0,2,0,0,42830
강원특별자치도,양양군,2024,8,3,7,0,7,1,4,42830
강원특별자치도,양양군,2024,9,1,5,0,5,0,4,42830
강원특별자치도,양양군,2024,10,2,5,0,4,0,3,42830
강원특별자치도,양양군,2024,11,2,2,0,2,0,0,42830
강원특별자치도,양양군,2024,12,2,3,0,3,0,1,42830
강원특별자치도,영월군,2022,1,2,2,0,2,1,0,42750
강원특별자치도,영월군,2022,2,0,1,0,1,0,1,42750
강원특별자치도,영월군,2022,3,1,3,1,3,0,1,42750
강원특별자치도,영월군,2022,4,0,0,0,0,0,0,42750
강원특별자치도,영월군,2022,5,0,2,0,2,0,2,42750
강원특별자치도,영월군,2022,6,0,1,0,1,0,1,42750
강원특별자치도,영월군,2022,7,1,2,1,2,0,0,42750
강원특별자치도,영월군,2022,8,0,0,0,1,1,0,42750
강원특별자치도,영월군,2022,9,2,4,0,4,0,2,42750
강원특별자치도,영월군,2022,10,0,3,2,3,0,1,42750
강원특별자치도,영월군,2022,11,0,2,1,3,1,1,42750
강원특별자치도,영월군,2022,12,1,1,0,1,0,0,42750
강원특별자치도,영월군,2023,1,0,2,1,2,0,1,42750
강원특별자치도,영월군,2023,2,1,3,1,3,0,1,42750
강원특별자치도,영월군,2023,3,0,2,0,2,0,2,42750
강원특별자치도,영월군,2023,4,1,1,0,1,0,0,42750
강원특별자치도,영월군,2023,5,1,3,1,3,0,1,42750
강원특별자치도,영월군,2023,6,0,3,1,3,0,2,42750
강원특별자치도,영월군,2023,7,0,0,0,0,0,0,42750
강원특별자치도,영월군,2023,8,0,1,0,1,0,1,42750
강원특별자치도,영월군,2023,9,0,1,0,2,1,1,42750
강원특별자치도,영월군,2023,10,1,1,0,1,0,0,42750
강원특별자치도,영월군,2023,11,2,3,0,3,0,1,42750
강원특별자치도,영월군,2023,12,2,3,1,4,1,0,42750
강원특별자치도,영월군,2024,1,2,2,0,2,0,0,42750
강원특별자치도,영월군,2024,2,2,2,0,2,0,0,42750
강원특별자치도,영월군,2024,3,2,3,0,3,0,1,42750
강원특별자치도,영월군,2024,4,0,2,1,2,0,1,42750
강원특별자치도,영월군,2024,5,0,2,0,2,0,2,42750
강원특별자치도,영월군,2024,6,0,0,0,0,0,0,42750
강원특별자치도,영월군,2024,7,1,5,1,5,0,3,42750
강원특별자치도,영월군,2024,8,3,6,0,6,0,3,42750
강원특별자치도,영월군,2024,9,2,2,0,2,0,0,42750
강원특별자치도,영월군,2024,10,1,2,0,2,0,1,42750
강원특별자치도,영월군,2024,11,1,3,1,3,0,1,42750
강원특별자치도,영월군,2024,12,0,0,0,1,1,0,42750
강원특별자치도,원주시,2022,1,3,11,0,11,0,8,42130
강원특별자치도,원주시,2022,2,10,17,0,16,0,7,42130
강원특별자치도,원주시,2022,3,16,24,0,25,1,8,42130
강원특별자치도,원주시,2022,4,14,23,0,21,0,9,42130
강원특별자치도,원주시,2022,5,21,35,2,31,0,12,42130
강원특별자치도,원주시,2022,6,9,15,0,16,1,6,42130
강원특별자치도,원주시,2022,7,7,14,1,14,1,6,42130
강원특별자치도,원주시,2022,8,9,17,0,19,3,8,42130
강원특별자치도,원주시,2022,9,23,31,1,27,1,7,42130
강원특별자치도,원주시,2022,10,15,25,0,24,0,10,42130
강원특별자치도,원주시,2022,11,9,20,2,20,0,9,42130
강원특별자치도,원주시,2022,12,18,32,0,32,1,14,42130
강원특별자치도,원주시,2023,1,12,22,0,22,0,10,42130
강원특별자치도,원주시,2023,2,15,19,0,20,2,4,42130
강원특별자치도,원주시,2023,3,6,12,1,13,1,5,42130
강원특별자치도,원주시,2023,4,13,21,2,21,0,6,42130
강원특별자치도,원주시,2023,5,15,27,1,24,1,11,42130
강원특별자치도,원주시,2023,6,16,23,0,20,0,7,42130
강원특별자치도,원주시,2023,7,6,15,1,15,0,8,42130
강원특별자치도,원주시,2023,8,15,24,0,24,2,9,42130
강원특별자치도,원주시,2023,9,11,18,0,17,0,7,42130
강원특별자치도,원주시,2023,10,8,19,3,20,2,8,42130
강원특별자치도,원주시,2023,11,10,18,1,19,2,7,42130
강원특별자치도,원주시,2023,12,5,16,2,16,1,9,42130
강원특별자치도,원주시,2024,1,8,15,0,16,1,7,42130
강원특별자치도,원주시,2024,2,9,16,0,15,1,7,42130
강원특별자치도,원주시,2024,3,9,16,1,16,0,6,42130
강원특별자치도,원주시,2024,4,6,11,0,10,0,5,42130
강원특별자치도,원주시,2024,5,4,12,0,12,0,8,42130
강원특별자치도,원주시,2024,6,3,8,1,7,0,4,42130
강원특별자치도,원주시,2024,7,6,17,2,18,2,9,42130
강원특별자치도,원주시,2024,8,8,13,1,13,1,4,42130
강원특별자치도,원주시,2024,9,8,13,0,13,0,5,42130
강원특별자치도,원주시,2024,10,7,14,1,15,1,6,42130
강원특별자치도,원주시,2024,11,10,17,2,17,1,5,42130
강원특별자치도,원주시,2024,12,13,28,1,25,0,14,42130
강원특별자치도,인제군,2022,1,0,0,0,0,0,0,42810
강원특별자치도,인제군,2022,2,0,0,0,0,0,0,42810
강원특별자치도,인제군,2022,3,0,0,0,0,0,0,42810
강원특별자치도,인제군,2022,4,1,1,0,1,0,0,42810
강원특별자치도,인제군,2022,5,2,3,0,3,0,1,42810
강원특별자치도,인제군,2022,6,0,1,1,1,0,0,42810
강원특별자치도,인제군,2022,7,0,0,0,0,0,0,42810
강원특별자치도,인제군,2022,8,4,5,0,1,0,1,42810
강원특별자치도,인제군,2022,9,0,1,0,1,0,1,42810
강원특별자치도,인제군,2022,10,0,1,1,1,0,0,42810
강원특별자치도,인제군,2022,11,0,1,0,1,0,1,42810
강원특별자치도,인제군,2022,12,1,1,0,1,0,0,42810
강원특별자치도,인제군,2023,1,1,1,0,1,0,0,42810
강원특별자치도,인제군,2023,2,0,0,0,0,0,0,42810
강원특별자치도,인제군,2023,3,0,0,0,1,1,0,42810
강원특별자치도,인제군,2023,4,0,2,0,2,0,2,42810
강원특별자치도,인제군,2023,5,1,1,0,1,0,0,42810
강원특별자치도,인제군,2023,6,0,0,0,0,0,0,42810
강원특별자치도,인제군,2023,7,1,2,0,2,0,1,42810
강원특별자치도,인제군,2023,8,1,1,0,1,0,0,42810
강원특별자치도,인제군,2023,9,1,4,0,5,1,3,42810
강원특별자치도,인제군,2023,10,2,2,0,2,0,0,42810
강원특별자치도,인제군,2023,11,0,1,0,1,0,1,42810
강원특별자치도,인제군,2023,12,0,2,0,2,0,2,42810
강원특별자치도,인제군,2024,1,0,0,0,0,0,0,42810
강원특별자치도,인제군,2024,2,0,1,0,1,0,1,42810
강원특별자치도,인제군,2024,3,0,0,0,0,0,0,42810
강원특별자치도,인제군,2024,4,0,0,0,0,0,0,42810
강원특별자치도,인제군,2024,5,0,0,0,0,0,0,42810
강원특별자치도,인제군,2024,6,1,1,0,1,0,0,42810
강원특별자치도,인제군,2024,7,0,0,0,1,1,0,42810
강원특별자치도,인제군,2024,8,0,1,0,1,0,1,42810
강원특별자치도,인제군,2024,9,0,0,0,0,0,0,42810
강원특별자치도,인제군,2024,10,0,1,0,1,0,1,42810
강원특별자치도,인제군,2024,11,0,0,0,0,0,0,42810
강원특별자치도,인제군,2024,12,1,2,0,2,0,1,42810
강원특별자치도,정선군,2022,1,1,1,0,1,0,0,42770
강원특별자치도,정선군,2022,2,1,1,0,1,0,0,42770
강원특별자치도,정선군,2022,3,1,1,0,1,0,0,42770
강원특별자치도,정선군,2022,4,2,2,0,2,0,0,42770
강원특별자치도,정선군,2022,5,2,3,0,3,0,1,42770
강원특별자치도,정선군,2022,6,0,0,0,0,0,0,42770
강원특별자치도,정선군,2022,7,2,3,0,3,0,1,42770
강원특별자치도,정선군,2022,8,1,5,0,5,0,4,42770
강원특별자치도,정선군,2022,9,1,3,0,3,0,2,42770
강원특별자치도,정선군,2022,10,1,1,0,1,0,0,42770
강원특별자치도,정선군,2022,11,0,2,0,2,0,2,42770
강원특별자치도,정선군,2022,12,0,0,0,0,0,0,42770
강원특별자치도,정선군,2023,1,1,1,0,1,0,0,42770
강원특별자치도,정선군,2023,2,0,2,0,2,0,2,42770
강원특별자치도,정선군,2023,3,1,2,0,2,0,1,42770
강원특별자치도,정선군,2023,4,3,5,0,4,0,2,42770
강원특별자치도,정선군,2023,5,0,2,0,2,0,2,42770
강원특별자치도,정선군,2023,6,2,2,0,2,0,0,42770
강원특별자치도,정선군,2023,7,3,3,0,3,0,0,42770
강원특별자치도,정선군,2023,8,3,5,0,5,0,2,42770
강원특별자치도,정선군,2023,9,2,2,0,2,0,0,42770
강원특별자치도,정선군,2023,10,0,0,0,1,1,0,42770
강원특별자치도,정선군,2023,11,0,0,0,0,0,0,42770
강원특별자치도,정선군,2023,12,0,0,0,0,0,0,42770
강원특별자치도,정선군,2024,1,0,0,0,0,0,0,42770
강원특별자치도,정선군,2024,2,0,2,0,2,0,2,42770
강원특별자치도,정선군,2024,3,0,2,0,3,1,2,42770
강원특별자치도,정선군,2024,4,0,1,0,1,0,1,42770
강원특별자치도,정선군,2024,5,1,1,0,1,0,0,42770
강원특별자치도,정선군,2024,6,0,2,0,2,0,2,42770
강원특별자치도,정선군,2024,7,3,4,0,4,0,1,42770
강원특별자치도,정선군,2024,8,2,6,1,6,0,3,42770
강원특별자치도,정선군,2024,9,3,4,0,4,1,1,42770
강원특별자치도,정선군,2024,10,1,1,0,1,0,0,42770
강원특별자치도,정선군,2024,11,2,2,0,1,0,0,42770
강원특별자치도,정선군,2024,12,1,1,0,1,0,0,42770
강원특별자치도,철원군,2022,1,0,0,0,0,0,0,42780
강원특별자치도,철원군,2022,2,0,0,0,0,0,0,42780
강원특별자치도,철원군,2022,3,0,2,0,1,0,2,42780
강원특별자치도,철원군,2022,4,0,1,0,1,0,1,42780
강원특별자치도,철원군,2022,5,2,2,0,2,0,0,42780
강원특별자치도,철원군,2022,6,0,1,0,1,0,1,42780
강원특별자치도,철원군,2022,7,2,6,0,6,0,4,42780
강원특별자치도,철원군,2022,8,2,3,0,3,0,1,42780
강원특별자치도,철원군,2022,9,1,3,0,3,0,2,42780
강원특별자치도,철원군,2022,10,1,4,0,4,0,3,42780
강원특별자치도,철원군,2022,11,1,4,0,4,0,3,42780
강원특별자치도,철원군,2022,12,2,3,0,3,0,1,42780
강원특별자치도,철원군,2023,1,0,0,0,0,0,0,42780
강원특별자치도,철원군,2023,2,0,1,0,1,0,1,42780
강원특별자치도,철원군,2023,3,1,2,0,3,1,1,42780
강원특별자치도,철원군,2023,4,0,1,1,1,0,0,42780
강원특별자치도,철원군,2023,5,0,1,1,1,0,0,42780
강원특별자치도,철원군,2023,6,1,3,0,3,0,2,42780
강원특별자치도,철원군,2023,7,2,2,0,2,0,0,42780
강원특별자치도,철원군,2023,8,0,0,0,0,0,0,42780
강원특별자치도,철원군,2023,9,1,1,0,1,0,0,42780
강원특별자치도,철원군,2023,10,4,5,0,5,0,1,42780
강원특별자치도,철원군,2023,11,3,8,0,5,0,5,42780
강원특별자치도,철원군,2023,12,2,2,0,2,0,0,42780
강원특별자치도,철원군,2024,1,0,0,0,0,0,0,42780
강원특별자치도,철원군,2024,2,2,2,0,1,0,0,42780
강원특별자치도,철원군,2024,3,3,4,0,4,0,1,42780
강원특별자치도,철원군,2024,4,1,1,0,1,0,0,42780
강원특별자치도,철원군,2024,5,1,2,0,2,0,1,42780
강원특별자치도,철원군,2024,6,1,1,0,1,0,0,42780
강원특별자치도,철원군,2024,7,0,0,0,0,0,0,42780
강원특별자치도,철원군,2024,8,1,3,0,3,0,2,42780
강원특별자치도,철원군,2024,9,0,1,0,1,0,1,42780
강원특별자치도,철원군,2024,10,0,0,0,0,0,0,42780
강원특별자치도,철원군,2024,11,0,0,0,0,0,0,42780
강원특별자치도,철원군,2024,12,0,1,0,2,1,1,42780
강원특별자치도,춘천시,2022,1,15,24,3,25,2,6,42110
