distance_m,confidence,sido,sigungu,cw_uid,sg_uid
26.157,0.128089,대전광역시,대덕구,CW_000073,SG_002556
26.157,0.128089,대전광역시,대덕구,CW_000073,SG_006027
26.157,0.128089,대전광역시,대덕구,CW_013999,SG_002556
26.157,0.128089,대전광역시,대덕구,CW_013999,SG_006027
26.157,0.128089,대전광역시,대덕구,CW_018889,SG_002556
26.157,0.128089,대전광역시,대덕구,CW_018889,SG_006027
26.157,0.128089,대전광역시,대덕구,CW_019984,SG_002556
26.157,0.128089,대전광역시,대덕구,CW_019984,SG_006027
26.157,0.128089,대전광역시,대덕구,CW_032615,SG_002556
26.157,0.128089,대전광역시,대덕구,CW_032615,SG_006027
4.41,0.852996,대전광역시,대덕구,CW_000076,SG_000287
4.41,0.852996,대전광역시,대덕구,CW_000076,SG_000288
4.41,0.852996,대전광역시,대덕구,CW_000076,SG_000289
4.41,0.852996,대전광역시,대덕구,CW_000076,SG_000290
4.41,0.852996,대전광역시,대덕구,CW_000076,SG_004782
4.41,0.852996,대전광역시,대덕구,CW_000076,SG_004783
4.41,0.852996,대전광역시,대덕구,CW_000076,SG_005073
4.41,0.852996,대전광역시,대덕구,CW_000076,SG_005480
4.41,0.852996,대전광역시,대덕구,CW_000076,SG_015161
4.41,0.852996,대전광역시,대덕구,CW_014002,SG_000287
4.41,0.852996,대전광역시,대덕구,CW_014002,SG_000288
4.41,0.852996,대전광역시,대덕구,CW_014002,SG_000289
4.41,0.852996,대전광역시,대덕구,CW_014002,SG_000290
4.41,0.852996,대전광역시,대덕구,CW_014002,SG_004782
4.41,0.852996,대전광역시,대덕구,CW_014002,SG_004783
4.41,0.852996,대전광역시,대덕구,CW_014002,SG_005073
4.41,0.852996,대전광역시,대덕구,CW_014002,SG_005480
4.41,0.852996,대전광역시,대덕구,CW_014002,SG_015161
4.41,0.852996,대전광역시,대덕구,CW_018892,SG_000287
4.41,0.852996,대전광역시,대덕구,CW_018892,SG_000288
4.41,0.852996,대전광역시,대덕구,CW_018892,SG_000289
4.41,0.852996,대전광역시,대덕구,CW_018892,SG_000290
4.41,0.852996,대전광역시,대덕구,CW_018892,SG_004782
4.41,0.852996,대전광역시,대덕구,CW_018892,SG_004783
4.41,0.852996,대전광역시,대덕구,CW_018892,SG_005073
4.41,0.852996,대전광역시,대덕구,CW_018892,SG_005480
4.41,0.852996,대전광역시,대덕구,CW_018892,SG_015161
4.41,0.852996,대전광역시,대덕구,CW_019987,SG_000287
4.41,0.852996,대전광역시,대덕구,CW_019987,SG_000288
4.41,0.852996,대전광역시,대덕구,CW_019987,SG_000289
4.41,0.852996,대전광역시,대덕구,CW_019987,SG_000290
4.41,0.852996,대전광역시,대덕구,CW_019987,SG_004782
4.41,0.852996,대전광역시,대덕구,CW_019987,SG_004783
4.41,0.852996,대전광역시,대덕구,CW_019987,SG_005073
4.41,0.852996,대전광역시,대덕구,CW_019987,SG_005480
4.41,0.852996,대전광역시,대덕구,CW_019987,SG_015161
4.41,0.852996,대전광역시,대덕구,CW_032618,SG_000287
4.41,0.852996,대전광역시,대덕구,CW_032618,SG_000288
4.41,0.852996,대전광역시,대덕구,CW_032618,SG_000289
4.41,0.852996,대전광역시,대덕구,CW_032618,SG_000290
4.41,0.852996,대전광역시,대덕구,CW_032618,SG_004782
4.41,0.852996,대전광역시,대덕구,CW_032618,SG_004783
4.41,0.852996,대전광역시,대덕구,CW_032618,SG_005073
4.41,0.852996,대전광역시,대덕구,CW_032618,SG_005480
4.41,0.852996,대전광역시,대덕구,CW_032618,SG_015161
4.884,0.837199,대전광역시,대덕구,CW_000076,SG_000003
4.884,0.837199,대전광역시,대덕구,CW_000076,SG_003345
4.884,0.837199,대전광역시,대덕구,CW_000076,SG_005479
4.884,0.837199,대전광역시,대덕구,CW_014002,SG_000003
4.884,0.837199,대전광역시,대덕구,CW_014002,SG_003345
4.884,0.837199,대전광역시,대덕구,CW_014002,SG_005479
4.884,0.837199,대전광역시,대덕구,CW_018892,SG_000003
4.884,0.837199,대전광역시,대덕구,CW_018892,SG_003345
4.884,0.837199,대전광역시,대덕구,CW_018892,SG_005479
4.884,0.837199,대전광역시,대덕구,CW_019987,SG_000003
4.884,0.837199,대전광역시,대덕구,CW_019987,SG_003345
4.884,0.837199,대전광역시,대덕구,CW_019987,SG_005479
4.884,0.837199,대전광역시,대덕구,CW_032618,SG_000003
4.884,0.837199,대전광역시,대덕구,CW_032618,SG_003345
4.884,0.837199,대전광역시,대덕구,CW_032618,SG_005479
5.925,0.8025,대전광역시,대덕구,CW_000081,SG_000468
5.925,0.8025,대전광역시,대덕구,CW_000081,SG_005983
5.925,0.8025,대전광역시,대덕구,CW_014007,SG_000468
5.925,0.8025,대전광역시,대덕구,CW_014007,SG_005983
5.925,0.8025,대전광역시,대덕구,CW_018897,SG_000468
5.925,0.8025,대전광역시,대덕구,CW_018897,SG_005983
5.925,0.8025,대전광역시,대덕구,CW_019992,SG_000468
5.925,0.8025,대전광역시,대덕구,CW_019992,SG_005983
5.925,0.8025,대전광역시,대덕구,CW_032624,SG_000468
5.925,0.8025,대전광역시,대덕구,CW_032624,SG_005983
9.04,0.698657,대전광역시,대덕구,CW_000081,SG_006028
9.04,0.698657,대전광역시,대덕구,CW_014007,SG_006028
9.04,0.698657,대전광역시,대덕구,CW_018897,SG_006028
9.04,0.698657,대전광역시,대덕구,CW_019992,SG_006028
9.04,0.698657,대전광역시,대덕구,CW_032624,SG_006028
24.628,0.179074,대전광역시,대덕구,CW_000090,SG_000287
24.628,0.179074,대전광역시,대덕구,CW_000090,SG_000288
24.628,0.179074,대전광역시,대덕구,CW_000090,SG_000289
24.628,0.179074,대전광역시,대덕구,CW_000090,SG_000290
24.628,0.179074,대전광역시,대덕구,CW_000090,SG_004782
24.628,0.179074,대전광역시,대덕구,CW_000090,SG_004783
24.628,0.179074,대전광역시,대덕구,CW_000090,SG_005073
24.628,0.179074,대전광역시,대덕구,CW_000090,SG_005480
24.628,0.179074,대전광역시,대덕구,CW_000090,SG_015161
24.628,0.179074,대전광역시,대덕구,CW_014016,SG_000287
24.628,0.179074,대전광역시,대덕구,CW_014016,SG_000288
24.628,0.179074,대전광역시,대덕구,CW_014016,SG_000289
24.628,0.179074,대전광역시,대덕구,CW_014016,SG_000290
24.628,0.179074,대전광역시,대덕구,CW_014016,SG_004782
24.628,0.179074,대전광역시,대덕구,CW_014016,SG_004783
24.628,0.179074,대전광역시,대덕구,CW_014016,SG_005073
24.628,0.179074,대전광역시,대덕구,CW_014016,SG_005480
24.628,0.179074,대전광역시,대덕구,CW_014016,SG_015161
24.628,0.179074,대전광역시,대덕구,CW_018850,SG_000287
24.628,0.179074,대전광역시,대덕구,CW_018850,SG_000288
24.628,0.179074,대전광역시,대덕구,CW_018850,SG_000289
24.628,0.179074,대전광역시,대덕구,CW_018850,SG_000290
24.628,0.179074,대전광역시,대덕구,CW_018850,SG_004782
24.628,0.179074,대전광역시,대덕구,CW_018850,SG_004783
24.628,0.179074,대전광역시,대덕구,CW_018850,SG_005073
24.628,0.179074,대전광역시,대덕구,CW_018850,SG_005480
24.628,0.179074,대전광역시,대덕구,CW_018850,SG_015161
24.628,0.179074,대전광역시,대덕구,CW_019945,SG_000287
24.628,0.179074,대전광역시,대덕구,CW_019945,SG_000288
24.628,0.179074,대전광역시,대덕구,CW_019945,SG_000289
24.628,0.179074,대전광역시,대덕구,CW_019945,SG_000290
24.628,0.179074,대전광역시,대덕구,CW_019945,SG_004782
24.628,0.179074,대전광역시,대덕구,CW_019945,SG_004783
24.628,0.179074,대전광역시,대덕구,CW_019945,SG_005073
24.628,0.179074,대전광역시,대덕구,CW_019945,SG_005480
24.628,0.179074,대전광역시,대덕구,CW_019945,SG_015161
24.628,0.179074,대전광역시,대덕구,CW_032634,SG_000287
24.628,0.179074,대전광역시,대덕구,CW_032634,SG_000288
24.628,0.179074,대전광역시,대덕구,CW_032634,SG_000289
24.628,0.179074,대전광역시,대덕구,CW_032634,SG_000290
24.628,0.179074,대전광역시,대덕구,CW_032634,SG_004782
24.628,0.179074,대전광역시,대덕구,CW_032634,SG_004783
24.628,0.179074,대전광역시,대덕구,CW_032634,SG_005073
24.628,0.179074,대전광역시,대덕구,CW_032634,SG_005480
24.628,0.179074,대전광역시,대덕구,CW_032634,SG_015161
28.859,0.038045,대전광역시,대덕구,CW_000090,SG_000003
28.859,0.038045,대전광역시,대덕구,CW_000090,SG_003345
28.859,0.038045,대전광역시,대덕구,CW_000090,SG_005479
28.859,0.038045,대전광역시,대덕구,CW_014016,SG_000003
28.859,0.038045,대전광역시,대덕구,CW_014016,SG_003345
28.859,0.038045,대전광역시,대덕구,CW_014016,SG_005479
28.859,0.038045,대전광역시,대덕구,CW_018850,SG_000003
28.859,0.038045,대전광역시,대덕구,CW_018850,SG_003345
28.859,0.038045,대전광역시,대덕구,CW_018850,SG_005479
28.859,0.038045,대전광역시,대덕구,CW_019945,SG_000003
28.859,0.038045,대전광역시,대덕구,CW_019945,SG_003345
28.859,0.038045,대전광역시,대덕구,CW_019945,SG_005479
28.859,0.038045,대전광역시,대덕구,CW_032634,SG_000003
28.859,0.038045,대전광역시,대덕구,CW_032634,SG_003345
28.859,0.038045,대전광역시,대덕구,CW_032634,SG_005479
13.95,0.53499,대전광역시,대덕구,CW_000091,SG_002562
13.95,0.53499,대전광역시,대덕구,CW_000091,SG_006015
13.95,0.53499,대전광역시,대덕구,CW_014017,SG_002562
13.95,0.53499,대전광역시,대덕구,CW_014017,SG_006015
13.95,0.53499,대전광역시,대덕구,CW_018851,SG_002562
13.95,0.53499,대전광역시,대덕구,CW_018851,SG_006015
13.95,0.53499,대전광역시,대덕구,CW_019946,SG_002562
13.95,0.53499,대전광역시,대덕구,CW_019946,SG_006015
13.95,0.53499,대전광역시,대덕구,CW_032635,SG_002562
13.95,0.53499,대전광역시,대덕구,CW_032635,SG_006015
14.002,0.533277,대전광역시,대덕구,CW_000091,SG_002658
14.002,0.533277,대전광역시,대덕구,CW_000091,SG_006014
14.002,0.533277,대전광역시,대덕구,CW_014017,SG_002658
14.002,0.533277,대전광역시,대덕구,CW_014017,SG_006014
14.002,0.533277,대전광역시,대덕구,CW_018851,SG_002658
14.002,0.533277,대전광역시,대덕구,CW_018851,SG_006014
14.002,0.533277,대전광역시,대덕구,CW_019946,SG_002658
14.002,0.533277,대전광역시,대덕구,CW_019946,SG_006014
14.002,0.533277,대전광역시,대덕구,CW_032635,SG_002658
14.002,0.533277,대전광역시,대덕구,CW_032635,SG_006014
16.346,0.455147,대전광역시,대덕구,CW_000092,SG_006032
16.346,0.455147,대전광역시,대덕구,CW_014018,SG_006032
16.346,0.455147,대전광역시,대덕구,CW_018852,SG_006032
16.346,0.455147,대전광역시,대덕구,CW_019947,SG_006032
16.346,0.455147,대전광역시,대덕구,CW_032636,SG_006032
17.279,0.424022,대전광역시,대덕구,CW_000092,SG_006023
17.279,0.424022,대전광역시,대덕구,CW_014018,SG_006023
17.279,0.424022,대전광역시,대덕구,CW_018852,SG_006023
17.279,0.424022,대전광역시,대덕구,CW_019947,SG_006023
17.279,0.424022,대전광역시,대덕구,CW_032636,SG_006023
23.842,0.205274,경기도,포천시,CW_000123,SG_004446
29.928,0.002415,경기도,포천시,CW_000123,SG_001839
7.432,0.752254,경기도,포천시,CW_000126,SG_012817
12.799,0.573374,경기도,포천시,CW_000126,SG_012816
22.234,0.258853,경기도,포천시,CW_000128,SG_012812
5.431,0.818971,경기도,포천시,CW_000130,SG_012812
5.457,0.818087,경기도,포천시,CW_000163,SG_004447
9.762,0.674593,경기도,포천시,CW_000168,SG_002959
25.438,0.152062,경기도,포천시,CW_000168,SG_003005
16.413,0.452913,강원특별자치도,동해시,CW_000228,SG_002085
16.413,0.452913,강원특별자치도,동해시,CW_000228,SG_002084
6.634,0.778868,강원특별자치도,동해시,CW_000240,SG_014221
10.299,0.656715,강원특별자치도,동해시,CW_000240,SG_014206
20.705,0.309843,경기도,포천시,CW_000356,SG_002959
27.913,0.069565,경기도,포천시,CW_000356,SG_003005
4.544,0.848534,경기도,포천시,CW_000366,SG_004450
11.521,0.615965,경기도,포천시,CW_000366,SG_001828
14.782,0.50728,경기도,포천시,CW_000368,SG_001833
19.993,0.333568,경기도,포천시,CW_000368,SG_001828
7.519,0.74936,경기도,포천시,CW_000369,SG_001833
9.191,0.693647,경기도,포천시,CW_000369,SG_001828
16.127,0.462449,경기도,포천시,CW_000403,SG_003612
28.592,0.046949,경기도,포천시,CW_000403,SG_003611
27.83,0.072325,강원특별자치도,동해시,CW_000424,SG_013420
10.581,0.647298,강원특별자치도,동해시,CW_000425,SG_013420
16.357,0.454767,강원특별자치도,동해시,CW_000425,SG_013419
5.788,0.807082,강원특별자치도,동해시,CW_000426,SG_013388
14.251,0.524954,강원특별자치도,동해시,CW_000426,SG_013390
5.201,0.826628,강원특별자치도,동해시,CW_000442,SG_001068
5.201,0.826628,강원특별자치도,동해시,CW_000442,SG_001067
16.366,0.454461,강원특별자치도,동해시,CW_000443,SG_001068
16.366,0.454461,강원특별자치도,동해시,CW_000443,SG_001067
28.146,0.06179,강원특별자치도,동해시,CW_000445,SG_005432
20.851,0.304952,경상북도,구미시,CW_000449,SG_015120
20.996,0.300144,경상북도,구미시,CW_000449,SG_015121
7.755,0.741511,경기도,포천시,CW_000469,SG_003398
24.809,0.173031,경기도,포천시,CW_000469,SG_003395
7.479,0.750713,경기도,포천시,CW_000470,SG_003395
9.912,0.669603,경기도,포천시,CW_000470,SG_003394
10.219,0.65936,경기도,포천시,CW_000471,SG_003396
16.11,0.463011,경기도,포천시,CW_000471,SG_003399
17.655,0.411513,경기도,포천시,CW_000472,SG_003395
21.851,0.271636,경기도,포천시,CW_000472,SG_003394
1.671,0.944293,경기도,포천시,CW_000473,SG_003397
23.121,0.229309,경기도,포천시,CW_000473,SG_003396
8.472,0.717602,경기도,포천시,CW_000474,SG_004029
18.37,0.387651,경기도,포천시,CW_000475,SG_004029
9.445,0.685176,강원특별자치도,동해시,CW_000520,SG_013359
9.445,0.685176,강원특별자치도,동해시,CW_000520,SG_013356
15.003,0.499917,강원특별자치도,동해시,CW_000521,SG_013359
15.003,0.499917,강원특별자치도,동해시,CW_000521,SG_013356
9.379,0.687363,강원특별자치도,동해시,CW_000522,SG_013359
9.379,0.687363,강원특별자치도,동해시,CW_000522,SG_013356
20.326,0.322455,강원특별자치도,동해시,CW_000523,SG_013359
20.326,0.322455,강원특별자치도,동해시,CW_000523,SG_013356
15.725,0.475823,강원특별자치도,동해시,CW_000524,SG_013359
15.725,0.475823,강원특별자치도,동해시,CW_000524,SG_013356
25.681,0.143976,경기도,포천시,CW_000560,SG_001276
25.681,0.143976,경기도,포천시,CW_000560,SG_002849
16.626,0.445808,경기도,포천시,CW_000561,SG_001187
24.971,0.167639,경기도,포천시,CW_000561,SG_001274
15.001,0.499972,경기도,포천시,CW_000562,SG_003387
15.809,0.473034,경기도,포천시,CW_000562,SG_003374
14.337,0.522105,경기도,포천시,CW_000577,SG_001604
23.9,0.203325,경기도,포천시,CW_000577,SG_001603
29.699,0.010025,경기도,포천시,CW_000578,SG_001604
25.456,0.151469,경상북도,구미시,CW_000650,SG_015118
18.653,0.378248,경기도,포천시,CW_000743,SG_000959
15.085,0.497163,경기도,포천시,CW_000744,SG_000959
29.97,0.001011,경기도,포천시,CW_000745,SG_000959
11.308,0.623082,경기도,포천시,CW_000746,SG_000959
14.086,0.530453,경기도,포천시,CW_000753,SG_000963
19.84,0.338671,경기도,포천시,CW_000753,SG_000961
7.076,0.764121,경기도,포천시,CW_000754,SG_000962
7.076,0.764121,경기도,포천시,CW_000754,SG_000961
5.522,0.815929,경기도,포천시,CW_000755,SG_000963
10.756,0.641453,경기도,포천시,CW_000755,SG_015389
5.924,0.802548,경기도,포천시,CW_000756,SG_015389
11.121,0.629287,경기도,포천시,CW_000756,SG_000961
2.62,0.912665,경기도,포천시,CW_000757,SG_000953
2.62,0.912665,경기도,포천시,CW_000757,SG_000954
19.14,0.361996,경기도,포천시,CW_000758,SG_000951
19.14,0.361996,경기도,포천시,CW_000758,SG_000952
22.875,0.237489,경기도,포천시,CW_000759,SG_000953
22.875,0.237489,경기도,포천시,CW_000759,SG_000954
15.785,0.473845,강원특별자치도,동해시,CW_000923,SG_014140
17.245,0.425183,강원특별자치도,동해시,CW_000923,SG_014139
19.289,0.357035,강원특별자치도,동해시,CW_000940,SG_013390
19.289,0.35702,강원특별자치도,동해시,CW_000940,SG_013389
2.484,0.917191,강원특별자치도,동해시,CW_000941,SG_013419
6.593,0.780247,강원특별자치도,동해시,CW_000941,SG_013420
13.706,0.543149,강원특별자치도,동해시,CW_000942,SG_013420
13.752,0.541588,강원특별자치도,동해시,CW_000942,SG_013419
3.894,0.870205,강원특별자치도,동해시,CW_000943,SG_013390
3.9,0.869985,강원특별자치도,동해시,CW_000943,SG_013389
4.562,0.847928,강원특별자치도,동해시,CW_000944,SG_013398
6.396,0.786809,강원특별자치도,동해시,CW_000944,SG_013400
19.856,0.338149,강원특별자치도,동해시,CW_000945,SG_013398
21.393,0.286908,강원특별자치도,동해시,CW_000945,SG_013400
12.721,0.575976,강원특별자치도,동해시,CW_000946,SG_013399
12.845,0.571835,강원특별자치도,동해시,CW_000946,SG_013400
21.582,0.2806,강원특별자치도,동해시,CW_000947,SG_013398
22.208,0.259726,강원특별자치도,동해시,CW_000947,SG_013400
17.999,0.400043,경기도,포천시,CW_001148,SG_012598
17.999,0.400043,경기도,포천시,CW_001148,SG_012597
7.134,0.762195,경기도,포천시,CW_001178,SG_003607
8.542,0.715257,경기도,포천시,CW_001178,SG_003615
27.662,0.077937,경기도,포천시,CW_001195,SG_015387
27.98,0.067328,경기도,포천시,CW_001198,SG_012599
27.98,0.067328,경기도,포천시,CW_001198,SG_001605
8.723,0.709233,경기도,포천시,CW_001441,SG_001289
11.692,0.610272,경기도,포천시,CW_001441,SG_001291
9.775,0.674169,경기도,포천시,CW_001442,SG_001291
21.967,0.267779,경기도,포천시,CW_001442,SG_001289
19.816,0.33948,경기도,포천시,CW_001443,SG_001290
23.868,0.204386,경기도,포천시,CW_001443,SG_001291
5.913,0.802902,경기도,포천시,CW_001444,SG_001290
26.432,0.118926,경기도,포천시,CW_001444,SG_001291
10.67,0.644337,경기도,포천시,CW_001445,SG_001290
21.09,0.297011,경기도,포천시,CW_001449,SG_003637
21.899,0.270045,경기도,포천시,CW_001449,SG_003635
1.381,0.953983,경기도,포천시,CW_001450,SG_003637
2.712,0.909599,경기도,포천시,CW_001450,SG_003635
12.107,0.596441,경기도,포천시,CW_001451,SG_003637
12.302,0.589931,경기도,포천시,CW_001451,SG_003635
8.045,0.731845,경기도,포천시,CW_001452,SG_003623
9.957,0.668093,경기도,포천시,CW_001452,SG_003635
22.4,0.253318,경기도,포천시,CW_001453,SG_003635
22.723,0.242569,경기도,포천시,CW_001453,SG_003623
15.098,0.496727,경기도,포천시,CW_001454,SG_003623
20.716,0.309456,경기도,포천시,CW_001454,SG_003635
6.161,0.794621,경기도,포천시,CW_001455,SG_003623
18.34,0.388655,경기도,포천시,CW_001455,SG_003635
27.706,0.076458,경기도,포천시,CW_001475,SG_000985
20.795,0.306828,경기도,포천시,CW_001481,SG_001290
23.456,0.218131,경기도,포천시,CW_001481,SG_001289
10.341,0.655305,경기도,포천시,CW_001624,SG_000984
12.768,0.574409,경기도,포천시,CW_001624,SG_000983
19.734,0.342216,경기도,포천시,CW_001629,SG_000985
24.195,0.193499,경기도,포천시,CW_001632,SG_000982
24.195,0.193499,경기도,포천시,CW_001632,SG_000980
14.373,0.520888,경기도,포천시,CW_001633,SG_012596
14.373,0.520888,경기도,포천시,CW_001633,SG_012595
14.721,0.509287,경기도,포천시,CW_001634,SG_000978
14.721,0.509287,경기도,포천시,CW_001634,SG_000977
13.75,0.541657,경기도,포천시,CW_001635,SG_000978
13.75,0.541657,경기도,포천시,CW_001635,SG_000977
15.987,0.467103,강원특별자치도,동해시,CW_001638,SG_001106
15.987,0.467103,강원특별자치도,동해시,CW_001638,SG_001079
24.387,0.187115,강원특별자치도,동해시,CW_001640,SG_001088
7.658,0.744727,강원특별자치도,동해시,CW_001641,SG_001106
7.658,0.744727,강원특별자치도,동해시,CW_001641,SG_001079
29.212,0.026274,강원특별자치도,동해시,CW_001642,SG_001106
29.212,0.026274,강원특별자치도,동해시,CW_001642,SG_001079
27.297,0.090085,강원특별자치도,동해시,CW_001643,SG_001106
27.297,0.090085,강원특별자치도,동해시,CW_001643,SG_001079
18.177,0.394091,강원특별자치도,동해시,CW_001644,SG_001106
18.177,0.394091,강원특별자치도,동해시,CW_001644,SG_001079
24.066,0.197802,강원특별자치도,동해시,CW_001646,SG_013364
24.066,0.197802,강원특별자치도,동해시,CW_001646,SG_013363
24.042,0.198589,강원특별자치도,동해시,CW_001648,SG_001090
27.76,0.074662,강원특별자치도,동해시,CW_001648,SG_001089
13.507,0.549759,강원특별자치도,동해시,CW_001673,SG_001313
20.135,0.328834,강원특별자치도,동해시,CW_001673,SG_001314
13.51,0.549661,강원특별자치도,동해시,CW_001674,SG_001313
17.088,0.430406,강원특별자치도,동해시,CW_001674,SG_001314
12.493,0.583578,경기도,포천시,CW_001835,SG_004448
24.542,0.181927,경기도,포천시,CW_001847,SG_004443
21.812,0.272934,경기도,포천시,CW_001892,SG_000965
29.584,0.01388,경기도,포천시,CW_001892,SG_012818
26.422,0.119283,경기도,포천시,CW_001895,SG_000965
11.066,0.63115,경기도,포천시,CW_001896,SG_000965
10.721,0.642625,경기도,포천시,CW_001897,SG_000965
18.739,0.375379,경기도,포천시,CW_001897,SG_012818
28.784,0.040546,경기도,포천시,CW_001919,SG_001271
28.784,0.040546,경기도,포천시,CW_001919,SG_001272
15.91,0.469665,경기도,포천시,CW_001920,SG_001273
24.115,0.196161,경기도,포천시,CW_001921,SG_001273
21.76,0.274662,경기도,포천시,CW_001932,SG_002919
7.245,0.7585,경기도,포천시,CW_001933,SG_002919
8.477,0.717435,경기도,포천시,CW_001935,SG_002919
28.412,0.052937,경기도,포천시,CW_001935,SG_002918
19.624,0.345866,경기도,포천시,CW_001936,SG_002919
11.833,0.605569,경기도,포천시,CW_001937,SG_001259
26.99,0.100344,경기도,포천시,CW_001938,SG_001259
11.917,0.602778,경기도,포천시,CW_001944,SG_002909
29.093,0.030246,경기도,포천시,CW_001944,SG_002920
7.419,0.752711,대전광역시,서구,CW_001950,SG_009365
7.419,0.752711,대전광역시,서구,CW_015951,SG_009365
7.419,0.752711,대전광역시,서구,CW_021418,SG_009365
7.419,0.752711,대전광역시,서구,CW_030393,SG_009365
8.527,0.715778,대전광역시,서구,CW_001950,SG_009376
8.527,0.715778,대전광역시,서구,CW_015951,SG_009376
8.527,0.715778,대전광역시,서구,CW_021418,SG_009376
8.527,0.715778,대전광역시,서구,CW_030393,SG_009376
4.355,0.854844,대전광역시,서구,CW_001954,SG_009347
4.355,0.854844,대전광역시,서구,CW_015955,SG_009347
4.355,0.854844,대전광역시,서구,CW_021422,SG_009347
4.355,0.854844,대전광역시,서구,CW_030344,SG_009347
7.998,0.733395,대전광역시,서구,CW_001954,SG_009346
7.998,0.733395,대전광역시,서구,CW_015955,SG_009346
7.998,0.733395,대전광역시,서구,CW_021422,SG_009346
7.998,0.733395,대전광역시,서구,CW_030344,SG_009346
8.275,0.724159,강원특별자치도,동해시,CW_002066,SG_013405
8.322,0.722594,강원특별자치도,동해시,CW_002066,SG_013408
12.164,0.59452,강원특별자치도,동해시,CW_002081,SG_013325
12.164,0.59452,강원특별자치도,동해시,CW_002081,SG_013324
26.534,0.115531,강원특별자치도,동해시,CW_002083,SG_001159
22.255,0.258181,강원특별자치도,동해시,CW_002086,SG_001131
24.897,0.170097,강원특별자치도,동해시,CW_002086,SG_001130
5.012,0.832949,강원특별자치도,동해시,CW_002094,SG_005434
5.012,0.832949,강원특별자치도,동해시,CW_002094,SG_005436
12.599,0.580036,강원특별자치도,동해시,CW_002098,SG_013328
24.968,0.167747,경기도,포천시,CW_002101,SG_002875
23.855,0.204841,경기도,포천시,CW_002102,SG_001423
23.855,0.204841,경기도,포천시,CW_002102,SG_001144
12.713,0.576219,경기도,포천시,CW_002105,SG_001076
12.713,0.576219,경기도,포천시,CW_002105,SG_001075
17.436,0.418804,경기도,포천시,CW_002106,SG_001076
17.436,0.418804,경기도,포천시,CW_002106,SG_001075
25.852,0.138275,경기도,포천시,CW_002108,SG_001269
7.897,0.736757,경기도,포천시,CW_002128,SG_004481
9.231,0.692306,경기도,포천시,CW_002128,SG_004482
20.398,0.320079,경기도,포천시,CW_002129,SG_004480
23.566,0.214455,경기도,포천시,CW_002129,SG_004482
28.385,0.053831,경기도,포천시,CW_002137,SG_004356
28.385,0.053831,경기도,포천시,CW_002137,SG_004357
6.816,0.772805,경기도,포천시,CW_002138,SG_004352
6.816,0.772805,경기도,포천시,CW_002138,SG_004353
25.091,0.163627,경기도,포천시,CW_002139,SG_004356
25.091,0.163627,경기도,포천시,CW_002139,SG_004357
7.41,0.753016,대전광역시,중구,CW_002468,SG_008975
7.41,0.753016,대전광역시,중구,CW_015948,SG_008975
7.41,0.753016,대전광역시,중구,CW_021415,SG_008975
7.41,0.753016,대전광역시,중구,CW_030390,SG_008975
8.214,0.726187,대전광역시,중구,CW_002468,SG_009059
8.214,0.726187,대전광역시,중구,CW_015948,SG_009059
8.214,0.726187,대전광역시,중구,CW_021415,SG_009059
8.214,0.726187,대전광역시,중구,CW_030390,SG_009059
6.534,0.782202,경기도,포천시,CW_002989,SG_015392
14.29,0.523666,경기도,포천시,CW_002989,SG_015393
24.167,0.194423,경기도,포천시,CW_002991,SG_000226
10.989,0.633696,대전광역시,서구,CW_003397,SG_012080
10.989,0.633696,대전광역시,서구,CW_007809,SG_012080
10.989,0.633696,대전광역시,서구,CW_017482,SG_012080
10.989,0.633696,대전광역시,서구,CW_021461,SG_012080
11.858,0.604738,대전광역시,서구,CW_003397,SG_012083
11.858,0.604738,대전광역시,서구,CW_007809,SG_012083
11.858,0.604738,대전광역시,서구,CW_017482,SG_012083
11.858,0.604738,대전광역시,서구,CW_021461,SG_012083
11.151,0.628309,대전광역시,중구,CW_002755,SG_009543
11.151,0.628309,대전광역시,중구,CW_002787,SG_009543
11.151,0.628309,대전광역시,중구,CW_003446,SG_009543
11.151,0.628309,대전광역시,중구,CW_008719,SG_009543
11.151,0.628309,대전광역시,중구,CW_009520,SG_009543
11.151,0.628309,대전광역시,중구,CW_014443,SG_009543
11.151,0.628309,대전광역시,중구,CW_017928,SG_009543
13.591,0.546975,대전광역시,중구,CW_002755,SG_009534
13.591,0.546975,대전광역시,중구,CW_002787,SG_009534
13.591,0.546975,대전광역시,중구,CW_003446,SG_009534
13.591,0.546975,대전광역시,중구,CW_008719,SG_009534
13.591,0.546975,대전광역시,중구,CW_009520,SG_009534
13.591,0.546975,대전광역시,중구,CW_014443,SG_009534
13.591,0.546975,대전광역시,중구,CW_017928,SG_009534
4.345,0.855173,대전광역시,중구,CW_002788,SG_009541
4.345,0.855173,대전광역시,중구,CW_003447,SG_009541
4.345,0.855173,대전광역시,중구,CW_008720,SG_009541
4.345,0.855173,대전광역시,중구,CW_009521,SG_009541
4.345,0.855173,대전광역시,중구,CW_017929,SG_009541
5.827,0.805771,대전광역시,중구,CW_002788,SG_009542
5.827,0.805771,대전광역시,중구,CW_003447,SG_009542
5.827,0.805771,대전광역시,중구,CW_008720,SG_009542
5.827,0.805771,대전광역시,중구,CW_009521,SG_009542
5.827,0.805771,대전광역시,중구,CW_017929,SG_009542
12.073,0.597562,대전광역시,중구,CW_002756,SG_009540
12.073,0.597562,대전광역시,중구,CW_002789,SG_009540
