distance_m,confidence,sido,sigungu,cw_uid,sg_uid,fk_cw_ok,fk_sg_ok,sg_sido,sg_sigungu,sg_region_mismatch
21.791784188709443,0.7820821581129056,대전광역시,중구,CW_010572,SG_009409,True,True,대전광역시,서구,True
32.561685294911754,0.6743831470508825,대전광역시,중구,CW_010572,SG_009408,True,True,대전광역시,서구,True
34.5937370537671,0.6540626294623291,대전광역시,중구,CW_010572,SG_009399,True,True,대전광역시,서구,True
34.728300764207084,0.6527169923579292,대전광역시,중구,CW_010572,SG_009400,True,True,대전광역시,서구,True
38.01041418232299,0.6198958581767702,대전광역시,중구,CW_010572,SG_009407,True,True,대전광역시,서구,True
9.548250396532794,0.904517496034672,대전광역시,중구,CW_010573,SG_009407,True,True,대전광역시,서구,True
10.46048297576644,0.8953951702423356,대전광역시,중구,CW_010573,SG_009400,True,True,대전광역시,서구,True
20.47034174898743,0.7952965825101257,대전광역시,중구,CW_010573,SG_009399,True,True,대전광역시,서구,True
20.60028543221707,0.7939971456778293,대전광역시,중구,CW_010573,SG_009408,True,True,대전광역시,서구,True
34.03812313559222,0.6596187686440778,대전광역시,중구,CW_010573,SG_009409,True,True,대전광역시,서구,True
35.52055737389618,0.6447944262610381,대전광역시,중구,CW_010573,SG_009398,True,True,대전광역시,서구,True
36.84988818327895,0.6315011181672106,대전광역시,중구,CW_010573,SG_009397,True,True,대전광역시,서구,True
90.89266194484672,0.0910733805515328,대전광역시,중구,CW_010573,SG_009401,True,True,대전광역시,서구,True
91.9014563774114,0.0809854362258859,대전광역시,중구,CW_010573,SG_009406,True,True,대전광역시,서구,True
11.092094779262217,0.8890790522073778,대전광역시,중구,CW_010574,SG_009409,True,True,대전광역시,서구,True
12.25947584361933,0.8774052415638067,대전광역시,중구,CW_010574,SG_009408,True,True,대전광역시,서구,True
23.194124359240192,0.768058756407598,대전광역시,중구,CW_010574,SG_009407,True,True,대전광역시,서구,True
31.11394635863112,0.6888605364136888,대전광역시,중구,CW_010574,SG_009400,True,True,대전광역시,서구,True
31.357868679246614,0.6864213132075339,대전광역시,중구,CW_010574,SG_009397,True,True,대전광역시,서구,True
36.60934310968101,0.6339065689031899,대전광역시,중구,CW_010574,SG_009398,True,True,대전광역시,서구,True
37.226658539086856,0.6277334146091315,대전광역시,중구,CW_010574,SG_009399,True,True,대전광역시,서구,True
10.06710113446395,0.8993289886553605,대전광역시,중구,CW_010812,SG_008785,True,True,대전광역시,서구,True
14.49961123063508,0.8550038876936492,대전광역시,중구,CW_010812,SG_008786,True,True,대전광역시,서구,True
29.92327486866199,0.70076725131338,대전광역시,중구,CW_010812,SG_008780,True,True,대전광역시,서구,True
34.07433712966108,0.6592566287033892,대전광역시,중구,CW_010812,SG_008781,True,True,대전광역시,서구,True
68.69688412666898,0.3130311587333102,대전광역시,중구,CW_010812,SG_008787,True,True,대전광역시,서구,True
13.093192122371727,0.8690680787762828,대전광역시,중구,CW_010870,SG_008781,True,True,대전광역시,서구,True
21.49379147161494,0.7850620852838506,대전광역시,중구,CW_010870,SG_008785,True,True,대전광역시,서구,True
27.21192197934665,0.7278807802065335,대전광역시,중구,CW_010870,SG_008780,True,True,대전광역시,서구,True
29.04821245611596,0.7095178754388404,대전광역시,중구,CW_010870,SG_008786,True,True,대전광역시,서구,True
88.00959849911813,0.1199040150088187,대전광역시,중구,CW_010870,SG_008787,True,True,대전광역시,서구,True
11.146428869329648,0.8885357113067035,대전광역시,중구,CW_010871,SG_008780,True,True,대전광역시,서구,True
11.733300351406823,0.8826669964859317,대전광역시,중구,CW_010871,SG_008786,True,True,대전광역시,서구,True
28.70905286713597,0.7129094713286404,대전광역시,중구,CW_010871,SG_008785,True,True,대전광역시,서구,True
32.219689015790685,0.6778031098420931,대전광역시,중구,CW_010871,SG_008781,True,True,대전광역시,서구,True
83.80816039546502,0.1619183960453497,대전광역시,중구,CW_010871,SG_008787,True,True,대전광역시,서구,True
97.90710182372544,0.0209289817627454,대전광역시,중구,CW_010882,SG_008771,True,True,대전광역시,서구,True
60.16196645171316,0.3983803354828684,대전광역시,중구,CW_010883,SG_008745,True,True,대전광역시,서구,True
61.726789074644536,0.3827321092535546,대전광역시,중구,CW_010883,SG_008744,True,True,대전광역시,서구,True
74.61564677914089,0.2538435322085911,대전광역시,중구,CW_010883,SG_008751,True,True,대전광역시,서구,True
90.08643232526524,0.0991356767473474,대전광역시,중구,CW_010883,SG_008752,True,True,대전광역시,서구,True
99.09634760009332,0.0090365239990668,대전광역시,중구,CW_010884,SG_008755,True,True,대전광역시,서구,True
8.310200191155547,0.9168979980884444,대전광역시,중구,CW_010885,SG_008753,True,True,대전광역시,서구,True
8.511462615159921,0.9148853738484009,대전광역시,중구,CW_010885,SG_008750,True,True,대전광역시,서구,True
21.67324606249573,0.7832675393750427,대전광역시,중구,CW_010885,SG_008771,True,True,대전광역시,서구,True
27.077573839211546,0.7292242616078846,대전광역시,중구,CW_010885,SG_008770,True,True,대전광역시,서구,True
12.641141420240404,0.8735885857975959,대전광역시,중구,CW_010886,SG_008792,True,True,대전광역시,서구,True
13.89281283994218,0.8610718716005782,대전광역시,중구,CW_010886,SG_008789,True,True,대전광역시,서구,True
12.639526318956364,0.8736047368104364,대전광역시,중구,CW_010898,SG_008791,True,True,대전광역시,서구,True
14.353349387663588,0.8564665061233641,대전광역시,중구,CW_010898,SG_008790,True,True,대전광역시,서구,True
63.54635160890234,0.3645364839109766,대전광역시,중구,CW_010899,SG_008791,True,True,대전광역시,서구,True
68.16650077891966,0.3183349922108034,대전광역시,중구,CW_010899,SG_008790,True,True,대전광역시,서구,True
67.45468400840485,0.3254531599159515,대전광역시,중구,CW_010900,SG_008790,True,True,대전광역시,서구,True
76.90256873485728,0.2309743126514272,대전광역시,중구,CW_010900,SG_008791,True,True,대전광역시,서구,True
3.614613114041674,0.9638538688595832,대전광역시,중구,CW_010901,SG_008797,True,True,대전광역시,서구,True
6.547480406381843,0.9345251959361816,대전광역시,중구,CW_010901,SG_008798,True,True,대전광역시,서구,True
