sido,sigungu,road_type,road_direction,address,signal_lat,signal_lon,road_shape,is_main_road,signal_type,has_ped_button,has_time_show,has_sound_signal,org_code,sg_uid
경상남도,거제시,지방도,3,경상남도 거제시 고현동 979-2,34.89026283,128.6243405,2,1,2,0,1,0,5370000,SG_000001
경상남도,거제시,지방도,3,경상남도 거제시 고현동 979-2,34.89026283,128.6243405,2,1,2,0,1,0,5370000,SG_000002
경상남도,거제시,지방도,3,경상남도 거제시 고현동 29-21,34.88884189,128.6253381,1,1,2,0,1,0,5370000,SG_000003
경상남도,거제시,지방도,3,경상남도 거제시 고현동 29-21,34.88884189,128.6253381,1,1,2,0,1,0,5370000,SG_000004
경상남도,거제시,지방도,3,경상남도 거제시 거제면 서정리 734-19,34.85020872,128.5856485,2,1,2,0,0,0,5370000,SG_000005
경상남도,거제시,지방도,3,경상남도 거제시 거제면 서정리 734-19,34.85020872,128.5856485,2,1,2,0,1,0,5370000,SG_000006
경상남도,거제시,지방도,3,경상남도 거제시 거제면 서정리 731-37,34.84951132,128.5864072,2,1,2,0,1,0,5370000,SG_000007
경상남도,거제시,지방도,3,경상남도 거제시 거제면 서정리 731-37,34.84951132,128.5864072,2,1,2,0,1,0,5370000,SG_000008
경상남도,거제시,지방도,3,경상남도 거제시 거제면 서정리 731-37,34.84951132,128.5864072,2,1,2,0,1,0,5370000,SG_000009
경상남도,거제시,지방도,3,경상남도 거제시 거제면 외간리 620-8,34.85900757,128.5757791,2,1,2,0,1,0,5370000,SG_000010
경상남도,거제시,지방도,3,경상남도 거제시 거제면 외간리 620-8,34.85900757,128.5757791,2,1,2,0,1,0,5370000,SG_000011
충청남도,아산시,기타,3,충청남도 아산시 탕정면 매곡리 1516,36.78815367,127.0825985,2,1,2,0,1,1,4520000,SG_000012
충청남도,아산시,기타,3,충청남도 아산시 탕정면 매곡리 1515,36.78825632,127.0826195,2,1,2,0,1,1,4520000,SG_000013
충청남도,아산시,기타,3,충청남도 아산시 탕정면 매곡리 1516,36.78826506,127.0829242,2,1,2,0,1,1,4520000,SG_000014
충청남도,아산시,기타,3,충청남도 아산시 탕정면 매곡리 1516,36.7883071,127.0830596,2,1,2,0,1,1,4520000,SG_000015
충청남도,아산시,기타,3,충청남도 아산시 탕정면 매곡리 808-8,36.79165784,127.0788468,2,1,2,0,1,1,4520000,SG_000016
충청남도,아산시,기타,3,충청남도 아산시 탕정면 매곡리 808-8,36.79165784,127.0788468,2,1,2,0,1,1,4520000,SG_000017
충청남도,아산시,기타,3,충청남도 아산시 탕정면 매곡리 600-1,36.79177805,127.0791817,2,1,2,0,1,1,4520000,SG_000018
충청남도,아산시,기타,3,충청남도 아산시 탕정면 매곡리 807-7,36.79194734,127.0790412,2,1,2,0,1,1,4520000,SG_000019
경기도,구리시,시도,3,경기도 구리시 갈매동 585,37.62956014,127.1160394,2,0,2,0,1,1,3980000,SG_000020
경기도,구리시,시도,3,경기도 구리시 갈매동 585,37.62956014,127.1160394,2,0,2,0,1,1,3980000,SG_000021
경기도,구리시,시도,3,경기도 구리시 갈매동 585,37.62956014,127.1160394,2,1,2,0,1,1,3980000,SG_000022
경기도,구리시,시도,3,경기도 구리시 갈매동 585,37.62956014,127.1160394,2,1,2,0,1,1,3980000,SG_000023
경기도,구리시,시도,3,경기도 구리시 갈매동 579,37.63518038,127.1197176,2,0,2,0,1,1,3980000,SG_000024
충청남도,아산시,기타,3,충청남도 아산시 배방읍 북수리 1939,36.77119805,127.081312,2,1,2,0,1,1,4520000,SG_000025
경기도,구리시,시도,3,경기도 구리시 갈매동 585,37.62956014,127.1160394,2,1,2,0,1,1,3980000,SG_000026
경기도,구리시,시도,3,경기도 구리시 갈매동 585,37.62956014,127.1160394,2,1,2,0,1,1,3980000,SG_000027
경기도,구리시,시도,3,경기도 구리시 갈매동 585,37.62956014,127.1160394,2,1,2,0,1,1,3980000,SG_000028
경기도,구리시,시도,3,경기도 구리시 갈매동 585,37.62956014,127.1160394,2,1,2,0,1,1,3980000,SG_000029
경기도,구리시,시도,3,경기도 구리시 토평동 961-3,37.58793146,127.1432542,2,1,2,0,1,1,3980000,SG_000030
경기도,구리시,시도,3,경기도 구리시 토평동 961-2,37.58720115,127.1427423,2,1,2,0,1,1,3980000,SG_000031
경기도,구리시,시도,3,경기도 구리시 인창동 690-1,37.6012359,127.1413721,2,1,2,0,1,1,3980000,SG_000032
경기도,구리시,일반국도,3,경기도 구리시 수택동 360,37.60191483,127.1436575,2,1,2,0,1,1,3980000,SG_000033
경기도,구리시,시도,3,경기도 구리시 수택동 360,37.60191483,127.1436575,2,1,2,0,1,1,3980000,SG_000034
경기도,구리시,시도,3,경기도 구리시 토평동 960-1,37.5873584,127.1439195,2,1,2,0,1,1,3980000,SG_000035
경기도,구리시,시도,3,경기도 구리시 토평동 960-1,37.5873584,127.1439195,2,0,2,0,1,1,3980000,SG_000036
경기도,구리시,일반국도,3,경기도 구리시 인창동 690-4,37.60298411,127.145253,2,1,2,0,1,1,3980000,SG_000037
경기도,구리시,일반국도,3,경기도 구리시 인창동 690-4,37.60298411,127.145253,2,1,2,0,1,1,3980000,SG_000038
경기도,구리시,일반국도,3,경기도 구리시 인창동 690-3,37.60181883,127.1426541,1,1,2,0,1,1,3980000,SG_000039
경기도,구리시,일반국도,3,경기도 구리시 인창동 260-14,37.602177,127.1435928,1,1,2,0,1,1,3980000,SG_000040
경기도,구리시,일반국도,3,경기도 구리시 인창동 260-14,37.602177,127.1435928,1,1,2,0,1,1,3980000,SG_000041
경기도,구리시,시도,3,경기도 구리시 토평동 961-2,37.58720115,127.1427423,2,1,2,0,1,1,3980000,SG_000042
경기도,구리시,일반국도,3,경기도 구리시 수택동 360,37.60191483,127.1436575,1,1,2,0,1,1,3980000,SG_000043
경기도,구리시,일반국도,3,경기도 구리시 수택동 360,37.60191483,127.1436575,1,1,2,0,1,1,3980000,SG_000044
경기도,구리시,일반국도,3,경기도 구리시 수택동 360,37.6019944,127.1436575,1,1,2,0,1,1,3980000,SG_000045
경기도,구리시,시도,3,경기도 구리시 갈매동 568,37.63201702,127.1216241,2,0,2,0,1,1,3980000,SG_000046
경기도,구리시,시도,3,경기도 구리시 수택동 878-1,37.58739466,127.1408379,2,1,2,0,1,0,3980000,SG_000047
경기도,구리시,시도,3,경기도 구리시 수택동 430-2,37.59694656,127.1384792,2,0,2,0,1,1,3980000,SG_000048
경기도,구리시,시도,3,경기도 구리시 수택동 878-1,37.58739466,127.1408634,2,1,2,0,1,1,3980000,SG_000049
경기도,구리시,시도,3,경기도 구리시 수택동 360,37.60191483,127.1436575,2,0,2,0,1,1,3980000,SG_000050
경기도,구리시,시도,3,경기도 구리시 수택동 360,37.60191483,127.1436575,2,0,2,0,1,1,3980000,SG_000051
경기도,남양주시,시도,1,경기도 남양주시 별내동 917,37.657661,127.1211609,2,1,2,0,0,0,3990000,SG_000052
경기도,남양주시,시도,2,경기도 남양주시 별내동 917,37.657661,127.1211609,2,1,2,0,1,0,3990000,SG_000053
경기도,남양주시,시도,2,경기도 남양주시 별내동 917,37.65765731,127.1211609,2,1,2,1,1,0,3990000,SG_000054
경기도,남양주시,시도,2,경기도 남양주시 별내동 917,37.65765731,127.1211609,2,1,2,1,1,0,3990000,SG_000055
경기도,남양주시,시도,1,경기도 남양주시 별내동 898,37.659886,127.1284182,2,1,2,1,1,0,3990000,SG_000056
경기도,남양주시,시도,1,경기도 남양주시 별내동 44-2,37.664609,127.1325911,2,1,2,1,1,0,3990000,SG_000057
경기도,남양주시,시도,2,경기도 남양주시 별내동 1098-1,37.64575459,127.1110636,2,1,2,0,1,0,3990000,SG_000058
경기도,남양주시,시도,1,경기도 남양주시 별내동 1098-1,37.64575459,127.1110636,2,1,2,0,1,0,3990000,SG_000059
경기도,남양주시,시도,1,경기도 남양주시 별내동 1098-1,37.64575459,127.1110636,2,1,2,1,1,0,3990000,SG_000060
경기도,남양주시,시도,2,경기도 남양주시 별내동 1150-6,37.66403404,127.1128138,2,1,2,1,1,0,3990000,SG_000061
경기도,남양주시,시도,1,경기도 남양주시 별내동 1150-6,37.66403404,127.1128138,2,1,2,0,1,0,3990000,SG_000062
경기도,남양주시,시도,2,경기도 남양주시 별내동 1150-6,37.66403404,127.1128138,2,1,2,0,0,0,3990000,SG_000063
경기도,남양주시,시도,1,경기도 남양주시 별내동 924,37.65379678,127.1252656,1,1,2,0,1,0,3990000,SG_000064
경기도,남양주시,시도,2,경기도 남양주시 별내동 924,37.65379678,127.1252656,1,1,2,0,0,0,3990000,SG_000065
경기도,남양주시,시도,2,경기도 남양주시 별내동 907,37.66066185,127.1238133,2,1,2,1,1,0,3990000,SG_000066
경기도,남양주시,시도,2,경기도 남양주시 별내동 907,37.66066185,127.1238133,2,1,2,1,1,0,3990000,SG_000067
경기도,남양주시,시도,1,경기도 남양주시 별내동 912,37.65971498,127.1209634,2,1,2,0,0,0,3990000,SG_000068
경기도,남양주시,시도,2,경기도 남양주시 별내동 912,37.65971498,127.1209634,2,1,2,0,1,0,3990000,SG_000069
경기도,남양주시,시도,1,경기도 남양주시 별내동 924,37.65379678,127.1252656,2,1,2,0,1,0,3990000,SG_000070
경기도,남양주시,시도,1,경기도 남양주시 별내동 924,37.65379678,127.1252656,2,1,2,0,1,0,3990000,SG_000071
경기도,남양주시,시도,2,경기도 남양주시 별내동 924,37.65379678,127.1252656,2,1,2,0,1,0,3990000,SG_000072
경기도,남양주시,시도,2,경기도 남양주시 별내동 917,37.65765731,127.1211609,2,1,2,0,1,0,3990000,SG_000073
경기도,남양주시,시도,2,경기도 남양주시 별내동 917,37.65765731,127.1211609,2,1,2,0,1,0,3990000,SG_000074
경기도,남양주시,시도,1,경기도 남양주시 별내동 902,37.66098403,127.124967,2,1,2,0,1,0,3990000,SG_000075
경기도,남양주시,시도,2,경기도 남양주시 별내동 902,37.66098403,127.124967,2,1,2,0,1,0,3990000,SG_000076
경기도,남양주시,시도,2,경기도 남양주시 별내동 902,37.66098403,127.1249051,2,1,2,1,1,0,3990000,SG_000077
경기도,남양주시,시도,1,경기도 남양주시 별내동 902,37.66098403,127.1249051,2,1,2,1,1,0,3990000,SG_000078
경기도,남양주시,시도,1,경기도 남양주시 별내동 912,37.65971498,127.1209634,1,1,2,0,1,0,3990000,SG_000079
경기도,남양주시,시도,2,경기도 남양주시 별내동 912,37.65971498,127.1209634,1,1,2,0,0,0,3990000,SG_000080
경기도,남양주시,시도,2,경기도 남양주시 별내동 917,37.65765731,127.1211609,2,1,2,0,0,0,3990000,SG_000081
경기도,남양주시,시도,2,경기도 남양주시 별내동 917,37.65765731,127.1211609,2,1,2,0,0,0,3990000,SG_000082
경기도,남양주시,시도,2,경기도 남양주시 별내동 902-1,37.662321,127.128305,2,1,2,0,1,0,3990000,SG_000083
경기도,남양주시,시도,2,경기도 남양주시 별내동 902-1,37.662321,127.128305,2,1,2,0,1,0,3990000,SG_000084
경기도,남양주시,시도,1,경기도 남양주시 별내동 906-1,37.65898927,127.1242246,2,1,2,1,1,0,3990000,SG_000085
경기도,남양주시,시도,2,경기도 남양주시 별내동 907,37.66066185,127.1238133,2,1,2,1,1,0,3990000,SG_000086
경기도,남양주시,시도,1,경기도 남양주시 별내동 907,37.660668,127.123818,2,1,2,0,1,0,3990000,SG_000087
경기도,남양주시,시도,2,경기도 남양주시 별내동 907,37.660668,127.123818,2,1,2,0,0,0,3990000,SG_000088
경기도,남양주시,시도,2,경기도 남양주시 별내동 917,37.65765731,127.1211609,2,1,2,1,1,0,3990000,SG_000089
경기도,남양주시,시도,1,경기도 남양주시 별내동 924,37.65379678,127.1252656,2,1,2,1,1,0,3990000,SG_000090
충청남도,아산시,기타,3,충청남도 아산시 탕정면 매곡리 1516,36.7878482,127.0826083,2,1,2,0,1,1,4520000,SG_000091
대구광역시,달서구,특별시도,1,대구광역시 달서구 대천동 597-12,35.82710983,128.5068243,2,1,2,0,1,0,6270000,SG_000092
대구광역시,달서구,특별시도,1,대구광역시 달서구 월암동 912-6,35.82782,128.5064126,2,1,2,0,1,0,6270000,SG_000093
대구광역시,달서구,특별시도,2,대구광역시 달서구 월암동 914-9,35.82822678,128.5079192,2,1,2,0,1,0,6270000,SG_000094
경기도,구리시,시도,3,경기도 구리시 토평동 1009-2,37.59344011,127.1556808,2,0,2,0,1,0,3980000,SG_000095
경기도,구리시,일반국도,3,경기도 구리시 교문동 257-1,37.60110094,127.1307277,2,1,2,0,1,1,3980000,SG_000096
경기도,하남시,시도,3,경기도 하남시 신장동 600-1,37.54442639,127.2176603,2,0,2,0,1,1,4040000,SG_000097
경상남도,거제시,지방도,3,경상남도 거제시 고현동 979-2,34.89026283,128.6243405,2,1,2,0,1,0,5370000,SG_000098
충청남도,아산시,기타,3,충청남도 아산시 탕정면 명암리 1349,36.81349988,127.068874,2,1,2,0,0,0,4520000,SG_000099
충청남도,아산시,기타,3,충청남도 아산시 탕정면 명암리 1349,36.81349988,127.068874,2,1,2,0,1,1,4520000,SG_000100
충청남도,아산시,기타,3,충청남도 아산시 탕정면 명암리 1348-1,36.81618531,127.0705966,2,1,2,0,1,1,4520000,SG_000101
충청남도,아산시,기타,3,충청남도 아산시 탕정면 매곡리 1516,36.78800967,127.083074,2,1,2,0,1,1,4520000,SG_000102
충청남도,아산시,기타,3,충청남도 아산시 탕정면 매곡리 1517,36.78786726,127.082746,2,1,2,0,1,1,4520000,SG_000103
충청남도,아산시,기타,3,충청남도 아산시 탕정면 명암리 1354,36.81072633,127.0632725,2,1,2,0,1,1,4520000,SG_000104
충청남도,아산시,기타,3,충청남도 아산시 탕정면 명암리 1349,36.81349988,127.068874,2,1,2,0,1,1,4520000,SG_000105
충청남도,아산시,기타,3,충청남도 아산시 탕정면 명암리 1349,36.81349988,127.068874,2,1,2,0,0,1,4520000,SG_000106
충청남도,아산시,기타,3,충청남도 아산시 탕정면 명암리 1349,36.81349988,127.068874,2,1,2,0,1,1,4520000,SG_000107
경기도,구리시,시도,3,경기도 구리시 갈매동 662,37.62546459,127.1120605,2,1,2,0,1,1,3980000,SG_000108
경기도,구리시,시도,3,경기도 구리시 갈매동 648,37.63102784,127.1175621,2,1,2,0,1,1,3980000,SG_000109
경기도,구리시,시도,3,경기도 구리시 갈매동 585,37.62956014,127.1160394,2,1,2,0,1,1,3980000,SG_000110
경기도,구리시,시도,3,경기도 구리시 갈매동 606,37.6317643,127.1158594,2,1,2,0,1,1,3980000,SG_000111
경기도,구리시,시도,3,경기도 구리시 갈매동 606,37.63170754,127.1158594,2,1,2,0,1,1,3980000,SG_000112
경기도,구리시,시도,3,경기도 구리시 갈매동 606,37.6317354,127.1158594,2,0,2,0,1,1,3980000,SG_000113
경기도,구리시,시도,3,경기도 구리시 갈매동 606,37.6317873,127.1158594,2,1,2,0,1,1,3980000,SG_000114
경기도,구리시,시도,3,경기도 구리시 갈매동 606,37.63170754,127.1158594,2,1,2,0,1,1,3980000,SG_000115
경기도,구리시,시도,3,경기도 구리시 갈매동 602,37.63235538,127.1161203,2,1,2,0,1,1,3980000,SG_000116
경기도,구리시,시도,3,경기도 구리시 갈매동 622,37.63057906,127.1149822,2,0,2,0,1,1,3980000,SG_000117
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 829-1,35.8392876,128.6839862,1,1,2,0,0,0,6270000,SG_000118
대구광역시,수성구,특별시도,2,대구광역시 수성구 대흥동 829-1,35.8392876,128.6839862,1,1,2,0,0,0,6270000,SG_000119
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 833-1,35.8376978,128.6837239,2,0,2,0,0,0,6270000,SG_000120
대구광역시,수성구,특별시도,2,대구광역시 수성구 대흥동 843-1,35.83694469,128.6834904,2,0,2,0,0,0,6270000,SG_000121
대구광역시,수성구,특별시도,2,대구광역시 수성구 대흥동 843-1,35.83693,128.6834904,2,1,2,0,0,0,6270000,SG_000122
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 843-1,35.83695,128.6834904,2,0,2,0,0,0,6270000,SG_000123
대구광역시,수성구,특별시도,2,대구광역시 수성구 대흥동 843-1,35.83694469,128.6834904,2,1,2,0,0,0,6270000,SG_000124
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 833-1,35.8376978,128.6837239,2,1,2,0,0,0,6270000,SG_000125
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 833-1,35.8376978,128.6837239,2,1,2,0,0,0,6270000,SG_000126
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 833-1,35.8376978,128.6837239,2,0,2,0,0,0,6270000,SG_000127
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 829-1,35.8392876,128.6839862,2,1,2,0,0,0,6270000,SG_000128
대구광역시,수성구,특별시도,2,대구광역시 수성구 대흥동 829-1,35.8392876,128.6839862,2,1,2,0,0,0,6270000,SG_000129
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 829-1,35.8392876,128.6839862,2,1,2,0,0,0,6270000,SG_000130
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 829-1,35.8392876,128.6839862,2,0,2,0,0,0,6270000,SG_000131
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 829-3,35.8388346,128.6834518,2,1,2,0,0,0,6270000,SG_000132
대구광역시,수성구,특별시도,2,대구광역시 수성구 대흥동 829-3,35.8388346,128.6834518,2,1,2,0,0,0,6270000,SG_000133
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 829-3,35.8388346,128.6834518,2,0,2,0,0,0,6270000,SG_000134
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 830,35.83852742,128.6822603,2,1,2,0,0,0,6270000,SG_000135
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 830-1,35.83786243,128.6820517,2,1,2,0,0,0,6270000,SG_000136
대구광역시,수성구,특별시도,2,대구광역시 수성구 대흥동 830-1,35.83786243,128.6820517,2,1,2,0,0,0,6270000,SG_000137
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 830-1,35.83786243,128.6820517,2,0,2,0,0,0,6270000,SG_000138
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 841-1,35.83692735,128.6818629,2,1,2,0,0,0,6270000,SG_000139
대구광역시,달성군,군도,2,대구광역시 달성군 유가읍 상리 919-2,35.6830042,128.4587113,2,1,2,0,1,0,6270000,SG_000140
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 892-6,35.83415649,128.6872975,2,0,2,0,0,0,6270000,SG_000141
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 894-2,35.83406769,128.6882695,2,0,2,0,0,0,6270000,SG_000142
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 894-2,35.83406769,128.6882695,2,1,2,0,0,0,6270000,SG_000143
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 903-1,35.83494994,128.6902726,2,1,2,0,0,0,6270000,SG_000144
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 903-1,35.83494994,128.6902726,2,0,2,0,0,0,6270000,SG_000145
대구광역시,수성구,특별시도,2,대구광역시 수성구 대흥동 903-1,35.83494994,128.6902726,2,1,2,0,0,0,6270000,SG_000146
대구광역시,수성구,특별시도,2,대구광역시 수성구 대흥동 903-1,35.83494994,128.6902726,2,1,2,0,0,0,6270000,SG_000147
대구광역시,수성구,특별시도,2,대구광역시 수성구 대흥동 204-5,35.83694854,128.6878638,1,1,2,0,0,0,6270000,SG_000148
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 204-5,35.83694854,128.6878638,1,1,2,0,0,0,6270000,SG_000149
대구광역시,수성구,특별시도,2,대구광역시 수성구 대흥동 877,35.83947444,128.68778,2,1,2,0,0,0,6270000,SG_000150
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 877,35.83947444,128.68778,2,1,2,0,0,0,6270000,SG_000151
대구광역시,수성구,특별시도,2,대구광역시 수성구 대흥동 877,35.83947444,128.68778,2,1,2,0,0,0,6270000,SG_000152
대구광역시,수성구,특별시도,2,대구광역시 수성구 대흥동 877,35.83947444,128.68778,2,1,2,0,0,0,6270000,SG_000153
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 877,35.83947444,128.687752,2,1,2,0,0,0,6270000,SG_000154
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 877,35.83947444,128.68778,2,0,2,0,0,0,6270000,SG_000155
대구광역시,수성구,특별시도,2,대구광역시 수성구 대흥동 877,35.83947444,128.68778,2,0,2,0,0,0,6270000,SG_000156
경기도,하남시,시도,3,경기도 하남시 미사동 272-1,37.56991093,127.1996048,2,1,2,1,0,0,4040000,SG_000157
경기도,하남시,시도,3,경기도 하남시 미사동 321-3,37.5700926,127.1994871,2,1,2,1,0,0,4040000,SG_000158
대구광역시,수성구,특별시도,1,대구광역시 수성구 노변동 71-7,35.83634309,128.7038551,2,1,2,0,0,0,6270000,SG_000159
대구광역시,수성구,특별시도,1,대구광역시 수성구 노변동 367-2,35.83563358,128.7033758,1,1,2,0,0,0,6270000,SG_000160
대구광역시,수성구,특별시도,2,대구광역시 수성구 신매동 581,35.83488148,128.70546,1,1,2,0,0,0,6270000,SG_000161
대구광역시,수성구,특별시도,1,대구광역시 수성구 노변동 387,35.8357803,128.7007091,1,1,2,0,0,0,6270000,SG_000162
대구광역시,수성구,특별시도,2,대구광역시 수성구 신매동 595,35.833109,128.7044234,1,1,2,0,0,0,6270000,SG_000163
대구광역시,수성구,특별시도,2,대구광역시 수성구 신매동 597,35.83288,128.703762,2,0,2,0,0,0,6270000,SG_000164
대구광역시,수성구,특별시도,1,대구광역시 수성구 신매동 595,35.83317692,128.7044234,2,0,2,0,0,0,6270000,SG_000165
대구광역시,수성구,특별시도,1,대구광역시 수성구 노변동 755,35.83270424,128.6951647,2,0,2,0,0,0,6270000,SG_000166
대구광역시,수성구,특별시도,2,대구광역시 수성구 노변동 755,35.83270424,128.6951647,2,0,2,0,0,0,6270000,SG_000167
대구광역시,수성구,특별시도,1,대구광역시 수성구 대흥동 892-6,35.83415649,128.6872975,2,1,2,0,0,0,6270000,SG_000168
대구광역시,수성구,특별시도,2,대구광역시 수성구 대흥동 892-6,35.83415649,128.6872975,2,1,2,0,0,0,6270000,SG_000169
경기도,하남시,시도,3,경기도 하남시 망월동 220-3,37.56832947,127.1975629,2,1,2,0,0,0,4040000,SG_000170
경기도,하남시,시도,3,경기도 하남시 망월동 220-3,37.56832947,127.1975629,2,1,2,0,1,1,4040000,SG_000171
경기도,하남시,시도,3,경기도 하남시 창우동 529-1,37.53664672,127.2217847,2,1,2,1,0,0,4040000,SG_000172
경기도,하남시,시도,3,경기도 하남시 창우동 533,37.53490951,127.2253315,2,1,2,1,1,0,4040000,SG_000173
경기도,하남시,시도,3,경기도 하남시 미사동 321-3,37.57008444,127.1994755,2,1,2,1,0,0,4040000,SG_000174
충청남도,아산시,기타,3,충청남도 아산시 탕정면 명암리 1354,36.81072633,127.0632725,2,1,2,0,1,1,4520000,SG_000175
충청남도,아산시,기타,3,충청남도 아산시 탕정면 명암리 1299,36.81918795,127.063362,2,1,2,0,1,1,4520000,SG_000176
충청남도,아산시,기타,3,충청남도 아산시 탕정면 명암리 1341,36.82464937,127.0587523,2,1,2,0,1,0,4520000,SG_000177
충청남도,아산시,기타,3,충청남도 아산시 탕정면 명암리 1342,36.81899942,127.0536193,2,1,2,0,1,0,4520000,SG_000178
충청남도,아산시,기타,3,충청남도 아산시 탕정면 명암리 1299,36.81918795,127.063362,2,1,2,0,1,1,4520000,SG_000179
대구광역시,동구,특별시도,1,대구광역시 동구 신천동 149-7,35.86763103,128.6226262,2,0,2,0,1,1,6270000,SG_000180
경기도,구리시,시도,3,경기도 구리시 토평동 1010,37.59328821,127.1563475,2,0,2,0,1,0,3980000,SG_000181
경기도,하남시,시도,3,경기도 하남시 망월동 910,37.5686438,127.1922847,2,1,2,0,1,1,4040000,SG_000182
경기도,하남시,시도,3,경기도 하남시 망월동 944,37.57011634,127.1897581,2,0,2,0,1,1,4040000,SG_000183
경기도,하남시,시도,3,경기도 하남시 망월동 944,37.57011634,127.1897581,2,0,2,0,1,1,4040000,SG_000184
경기도,하남시,시도,3,경기도 하남시 망월동 944,37.57011634,127.1897581,2,0,2,0,1,1,4040000,SG_000185
경기도,하남시,시도,3,경기도 하남시 망월동 944,37.57011634,127.1897581,2,1,2,0,1,1,4040000,SG_000186
경기도,하남시,시도,3,경기도 하남시 망월동 911,37.56955462,127.1902613,1,1,2,0,1,1,4040000,SG_000187
경기도,하남시,시도,3,경기도 하남시 망월동 944,37.57011634,127.1897581,1,1,2,0,1,1,4040000,SG_000188
경기도,하남시,시도,3,경기도 하남시 망월동 941,37.5711239,127.1949,1,1,2,0,1,1,4040000,SG_000189
경기도,하남시,시도,3,경기도 하남시 망월동 907,37.5706548,127.1902624,2,1,2,0,1,1,4040000,SG_000190
경기도,하남시,시도,3,경기도 하남시 망월동 907,37.5706554,127.1902624,2,0,2,0,1,1,4040000,SG_000191
경기도,하남시,시도,3,경기도 하남시 망월동 946,37.57110779,127.1887473,2,0,2,0,1,1,4040000,SG_000192
경기도,하남시,시도,3,경기도 하남시 망월동 944,37.57011634,127.1897581,2,1,2,0,1,1,4040000,SG_000193
경기도,하남시,시도,3,경기도 하남시 망월동 883,37.57349359,127.1900168,2,0,2,0,1,1,4040000,SG_000194
경상북도,구미시,시도,3,경상북도 구미시 공단동 297,36.09240001,128.3894788,2,1,2,0,0,0,5080000,SG_000195
경상북도,구미시,시도,3,경상북도 구미시 공단동 295-25,36.09468466,128.3859667,2,1,2,0,0,0,5080000,SG_000196
경상북도,구미시,시도,3,경상북도 구미시 공단동 295-24,36.09513889,128.3858135,2,1,2,0,0,0,5080000,SG_000197
경상북도,구미시,시도,3,경상북도 구미시 공단동 295,36.09707837,128.3861833,2,1,2,0,0,1,5080000,SG_000198
경상북도,구미시,시도,3,경상북도 구미시 공단동 295,36.09707837,128.3861833,2,1,2,0,0,1,5080000,SG_000199
경기도,파주시,시도,3,경기도 파주시 문발동 621-2,37.72266336,126.7114864,1,1,2,0,1,0,4060000,SG_000200
경상북도,구미시,시도,3,경상북도 구미시 사곡동 658-1,36.10089943,128.3592417,2,1,2,0,0,0,5080000,SG_000201
경상북도,구미시,시도,3,경상북도 구미시 사곡동 658-1,36.10089943,128.3592417,2,1,2,0,0,0,5080000,SG_000202
경상북도,구미시,시도,3,경상북도 구미시 사곡동 658-1,36.10089943,128.3592712,2,1,2,0,0,0,5080000,SG_000203
경상북도,구미시,시도,3,경상북도 구미시 사곡동 658-1,36.10089943,128.3592712,2,1,2,0,0,0,5080000,SG_000204
경상북도,구미시,시도,3,경상북도 구미시 임은동 437-1,36.09035909,128.3586668,2,1,2,0,1,0,5080000,SG_000205
경상북도,구미시,시도,3,경상북도 구미시 임은동 437-1,36.09035909,128.3586838,2,1,2,0,1,0,5080000,SG_000206
경상북도,구미시,일반국도,3,경상북도 구미시 옥계동 638-4,36.13702623,128.4170073,2,1,2,0,1,0,5080000,SG_000207
경상북도,구미시,시도,3,경상북도 구미시 옥계동 936,36.13899694,128.4340394,2,1,2,0,1,0,5080000,SG_000208
경상북도,구미시,시도,3,경상북도 구미시 산동읍 봉산리 584-2,36.138853,128.4385477,2,1,2,0,1,0,5080000,SG_000209
경기도,하남시,시도,3,경기도 하남시 감일동 348-16,37.50944372,127.1408452,1,1,2,1,1,1,4040000,SG_000210
경기도,하남시,시도,3,경기도 하남시 감일동 348-5,37.5099834,127.1407849,1,1,2,1,1,1,4040000,SG_000211
경기도,하남시,시도,3,경기도 하남시 감이동 534,37.49960956,127.1623263,2,1,2,0,1,1,4040000,SG_000212
